outcome,term,estimate,std_error,conf_low,conf_high,p_value,note,outcome_label,ast_sequence_token_band,ast_sequence_token_lower_bound_inclusive,ast_sequence_token_upper_bound_exclusive,ast_sequence_token_specification,sample_type,ncloc_spec,time_mode,parse_exclusion_mode,panel
has_function_change_event,treat,0.0146108772266162,0.0487712469360141,-0.0809807667679714,0.110202521221204,,Borusyak static treatment effect,Any Function-Change Event,130-139,130,140,bounded_band,full,paper,calendar_month,all,strict_band_130_139_full_paper_ncloc_calendar_month_all
log1p_function_change_events,treat,0.0802934858090427,0.138013729087895,-0.190213423203232,0.350800394821317,,Borusyak static treatment effect,Total Function-Change Events (log1p),130-139,130,140,bounded_band,full,paper,calendar_month,all,strict_band_130_139_full_paper_ncloc_calendar_month_all
log1p_agc_function_change_events,treat,0.00865886888504455,0.103661254530136,-0.194517189994023,0.211834927764112,,Borusyak static treatment effect,AGC-Like Function-Change Events (log1p),130-139,130,140,bounded_band,full,paper,calendar_month,all,strict_band_130_139_full_paper_ncloc_calendar_month_all
log1p_hwc_function_change_events,treat,0.100226880782005,0.129068054115724,-0.152746505284813,0.353200266848823,,Borusyak static treatment effect,HWC-Like Function-Change Events (log1p),130-139,130,140,bounded_band,full,paper,calendar_month,all,strict_band_130_139_full_paper_ncloc_calendar_month_all
