outcome,outcome_label,time,estimate,conf_low,conf_high,std_error,p_value,significant,ast_sequence_token_band,ast_sequence_token_lower_bound_inclusive,ast_sequence_token_upper_bound_exclusive,ast_sequence_token_specification,sample_type,ncloc_spec,time_mode,parse_exclusion_mode,panel
has_function_change_event,Any Function-Change Event,-6,0.100541830921833,-0.0120087048550408,0.213092366698708,0.0574237427433032,,FALSE,130-139,130,140,bounded_band,full,paper,calendar_month,all,strict_band_130_139_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,-5,0.0648774687283679,-0.0871963987152945,0.21695133617203,0.0775887078794196,,FALSE,130-139,130,140,bounded_band,full,paper,calendar_month,all,strict_band_130_139_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,-4,0.0754526739505271,-0.0973598842315065,0.248265232132561,0.0881696725418539,,FALSE,130-139,130,140,bounded_band,full,paper,calendar_month,all,strict_band_130_139_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,-3,-0.0767725490679802,-0.239938058095607,0.0863929599596465,0.0832477086875646,,FALSE,130-139,130,140,bounded_band,full,paper,calendar_month,all,strict_band_130_139_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,-2,0.158469418142519,0.0181049563872051,0.298833879897834,0.0716145213037319,,TRUE,130-139,130,140,bounded_band,full,paper,calendar_month,all,strict_band_130_139_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,0,0.0712722678975112,-0.0580091853923259,0.200553721187348,0.0659599251478761,,FALSE,130-139,130,140,bounded_band,full,paper,calendar_month,all,strict_band_130_139_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,1,0.0950591201199877,-0.0552172780622185,0.245335518302194,0.0766716317256154,,FALSE,130-139,130,140,bounded_band,full,paper,calendar_month,all,strict_band_130_139_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,2,0.0539684464524239,-0.0952245423236482,0.203161435228496,0.0761188718245265,,FALSE,130-139,130,140,bounded_band,full,paper,calendar_month,all,strict_band_130_139_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,3,0.0296799985313889,-0.112190255121119,0.171550252183896,0.0723827824757691,,FALSE,130-139,130,140,bounded_band,full,paper,calendar_month,all,strict_band_130_139_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,4,-0.157459446557019,-0.32226975269556,0.00735085958152151,0.0840868908870106,,FALSE,130-139,130,140,bounded_band,full,paper,calendar_month,all,strict_band_130_139_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,5,-0.0153722966539973,-0.169637974036662,0.138893380728667,0.0787069782564614,,FALSE,130-139,130,140,bounded_band,full,paper,calendar_month,all,strict_band_130_139_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,6,-0.184997032443189,-0.355543749932167,-0.0144503149542119,0.0870136313719273,,TRUE,130-139,130,140,bounded_band,full,paper,calendar_month,all,strict_band_130_139_full_paper_ncloc_calendar_month_all
log1p_function_change_events,Total Function-Change Events (log1p),-6,0.140092275260192,-0.189619199073436,0.46980374959382,0.168220139966137,,FALSE,130-139,130,140,bounded_band,full,paper,calendar_month,all,strict_band_130_139_full_paper_ncloc_calendar_month_all
log1p_function_change_events,Total Function-Change Events (log1p),-5,0.0840545844528191,-0.209370322474403,0.377479491380042,0.14970658516695,,FALSE,130-139,130,140,bounded_band,full,paper,calendar_month,all,strict_band_130_139_full_paper_ncloc_calendar_month_all
log1p_function_change_events,Total Function-Change Events (log1p),-4,0.00367544734425845,-0.296790167765011,0.304141062453528,0.153298783219015,,FALSE,130-139,130,140,bounded_band,full,paper,calendar_month,all,strict_band_130_139_full_paper_ncloc_calendar_month_all
log1p_function_change_events,Total Function-Change Events (log1p),-3,-0.110454896439335,-0.377420516325058,0.156510723446388,0.136206948921287,,FALSE,130-139,130,140,bounded_band,full,paper,calendar_month,all,strict_band_130_139_full_paper_ncloc_calendar_month_all
log1p_function_change_events,Total Function-Change Events (log1p),-2,0.125370345363795,-0.15668116105669,0.407421851784279,0.14390382980637,,FALSE,130-139,130,140,bounded_band,full,paper,calendar_month,all,strict_band_130_139_full_paper_ncloc_calendar_month_all
log1p_function_change_events,Total Function-Change Events (log1p),0,0.309951978481069,0.0184417013867975,0.601462255575341,0.148729733211363,,TRUE,130-139,130,140,bounded_band,full,paper,calendar_month,all,strict_band_130_139_full_paper_ncloc_calendar_month_all
log1p_function_change_events,Total Function-Change Events (log1p),1,0.218774226422355,-0.115383359976009,0.552931812820718,0.170488564488961,,FALSE,130-139,130,140,bounded_band,full,paper,calendar_month,all,strict_band_130_139_full_paper_ncloc_calendar_month_all
log1p_function_change_events,Total Function-Change Events (log1p),2,-0.076106170629038,-0.414166853583943,0.261954512325866,0.172479940283115,,FALSE,130-139,130,140,bounded_band,full,paper,calendar_month,all,strict_band_130_139_full_paper_ncloc_calendar_month_all
