outcome,term,estimate,std_error,conf_low,conf_high,p_value,note,panel,specification,specification_label,ncloc_column,outcome_label,sample_rows,sample_repositories,estimate_percentage_points,conf_low_percentage_points,conf_high_percentage_points
agc_top_level_block_ratio,treat,-0.00363299078146709,0.0106197450289771,-0.0244476910382622,0.017181709475328,,Borusyak static treatment effect,strict,paper_ncloc,Paper NCLOC,ncloc_paper,AGC-like Top-Level Block Share,1568,214,-0.363299078146709,-2.44476910382622,1.7181709475328
agc_top_level_block_ratio,treat,-0.00285072213671655,0.0107226633983296,-0.0238671423974425,0.0181656981240094,,Borusyak static treatment effect,strict,python_snapshot_ncloc,Python Snapshot NCLOC,ncloc_python_snapshot,AGC-like Top-Level Block Share,1568,214,-0.285072213671655,-2.38671423974425,1.81656981240094
agc_function_block_ratio,treat,-0.00359605940780106,0.0132474804360705,-0.0295611210624993,0.0223690022468972,,Borusyak static treatment effect,strict,paper_ncloc,Paper NCLOC,ncloc_paper,AGC-like Function Block Share,1554,211,-0.359605940780106,-2.95611210624993,2.23690022468972
agc_function_block_ratio,treat,-0.00469117737074677,0.0129474629328545,-0.0300682047191415,0.020685849977648,,Borusyak static treatment effect,strict,python_snapshot_ncloc,Python Snapshot NCLOC,ncloc_python_snapshot,AGC-like Function Block Share,1554,211,-0.469117737074677,-3.00682047191415,2.0685849977648
agc_class_block_ratio,treat,0.0134091652864079,0.0137287209443524,-0.0134991277645227,0.0403174583373386,,Borusyak static treatment effect,strict,paper_ncloc,Paper NCLOC,ncloc_paper,AGC-like Class Block Share,1462,194,1.34091652864079,-1.34991277645227,4.03174583373386
agc_class_block_ratio,treat,0.0128867857788361,0.0145391707075777,-0.0156099888080162,0.0413835603656885,,Borusyak static treatment effect,strict,python_snapshot_ncloc,Python Snapshot NCLOC,ncloc_python_snapshot,AGC-like Class Block Share,1462,194,1.28867857788361,-1.56099888080162,4.13835603656885
