outcome,outcome_label,time,estimate,conf_low,conf_high,std_error,p_value,significant,panel,sample_type,ncloc_spec,time_mode,parse_exclusion_mode
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,-6,0.0261799425073948,-0.0700747811616563,0.122434666176446,0.049109552892373,,FALSE,strict_function_lines_3_8_ratio_python_snapshot_ncloc_calendar_month_parse_clean,ratio,python_snapshot,calendar_month,parse_clean
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,-5,0.0190196611034503,-0.0952623922886272,0.133301714495528,0.0583071700979987,,FALSE,strict_function_lines_3_8_ratio_python_snapshot_ncloc_calendar_month_parse_clean,ratio,python_snapshot,calendar_month,parse_clean
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,-4,0.0191869824693685,-0.0887517900148422,0.127125754953579,0.0550708022878626,,FALSE,strict_function_lines_3_8_ratio_python_snapshot_ncloc_calendar_month_parse_clean,ratio,python_snapshot,calendar_month,parse_clean
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,-3,0.0379763072455577,-0.075827442746501,0.151780057237616,0.0580631377510504,,FALSE,strict_function_lines_3_8_ratio_python_snapshot_ncloc_calendar_month_parse_clean,ratio,python_snapshot,calendar_month,parse_clean
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,-2,0.0219130163347964,-0.0701507639542209,0.113976796623814,0.0469713164739884,,FALSE,strict_function_lines_3_8_ratio_python_snapshot_ncloc_calendar_month_parse_clean,ratio,python_snapshot,calendar_month,parse_clean
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,0,0.0491449911667119,-0.0456375324840861,0.14392751481751,0.0483584304340806,,FALSE,strict_function_lines_3_8_ratio_python_snapshot_ncloc_calendar_month_parse_clean,ratio,python_snapshot,calendar_month,parse_clean
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,1,-0.0132270401664439,-0.121270463035986,0.0948163827030984,0.0551241953416032,,FALSE,strict_function_lines_3_8_ratio_python_snapshot_ncloc_calendar_month_parse_clean,ratio,python_snapshot,calendar_month,parse_clean
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,2,-0.00150353810689859,-0.127323190367389,0.124316114153592,0.0641937001329033,,FALSE,strict_function_lines_3_8_ratio_python_snapshot_ncloc_calendar_month_parse_clean,ratio,python_snapshot,calendar_month,parse_clean
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,3,-0.0272000731940806,-0.142011414466176,0.0876112680780145,0.0585772149347424,,FALSE,strict_function_lines_3_8_ratio_python_snapshot_ncloc_calendar_month_parse_clean,ratio,python_snapshot,calendar_month,parse_clean
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,4,-0.12556277797474,-0.256216664016236,0.00509110806675489,0.0666601459395384,,FALSE,strict_function_lines_3_8_ratio_python_snapshot_ncloc_calendar_month_parse_clean,ratio,python_snapshot,calendar_month,parse_clean
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,5,0.0324514468774744,-0.0571554349232641,0.122058328678213,0.0457177968371115,,FALSE,strict_function_lines_3_8_ratio_python_snapshot_ncloc_calendar_month_parse_clean,ratio,python_snapshot,calendar_month,parse_clean
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,6,0.165039369069336,-0.0331215288894171,0.363200267028089,0.101102498958548,,FALSE,strict_function_lines_3_8_ratio_python_snapshot_ncloc_calendar_month_parse_clean,ratio,python_snapshot,calendar_month,parse_clean
