treatment_repo,control_repo,control_rank,matched_period,matching_propensity_score,repo_primary_language,event_month,adoption_month,match_status,month_difference,target_dir,overlap_current_treatment_sample,overlap_full_adopter_population
sirkirby/unifi-network-rules,microsoft/semantic-link-labs,1,202502,0.3865901920593677,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/sirkirby_unifi-network-rules,False,False
sirkirby/unifi-network-rules,lancedb/lancedb,2,202502,0.3865901920593677,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/sirkirby_unifi-network-rules,False,False
sirkirby/unifi-network-rules,pieces-app/cli-agent,3,202502,0.3865901920593677,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/sirkirby_unifi-network-rules,False,False
smorin/py-launch-blueprint,zhou19830318/xiaozhi_micropython,1,202502,0.0792466713614922,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/smorin_py-launch-blueprint,False,False
smorin/py-launch-blueprint,zhang-xr/FirmLLM,2,202502,0.0792466713614922,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/smorin_py-launch-blueprint,False,False
smorin/py-launch-blueprint,zju3dv/ready_to_react,3,202502,0.0792466713614922,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/smorin_py-launch-blueprint,False,False
sshtunnelvision/MCP-LOGO-GEN,aws/nova-act,1,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/sshtunnelvision_MCP-LOGO-GEN,False,False
sshtunnelvision/MCP-LOGO-GEN,cyb3rfortr3ss/ByDeF,2,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/sshtunnelvision_MCP-LOGO-GEN,False,False
sshtunnelvision/MCP-LOGO-GEN,vonssy/DreamerQuests-BOT,3,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/sshtunnelvision_MCP-LOGO-GEN,False,False
synaptiai/prompt-decorators,aws/nova-act,1,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/synaptiai_prompt-decorators,False,False
synaptiai/prompt-decorators,cyb3rfortr3ss/ByDeF,2,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/synaptiai_prompt-decorators,False,False
synaptiai/prompt-decorators,vonssy/DreamerQuests-BOT,3,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/synaptiai_prompt-decorators,False,False
tmux-python/tmuxp,bannsec/stegoVeritas,1,202502,0.0029562516793464,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/tmux-python_tmuxp,False,False
tmux-python/tmuxp,AlexIoannides/pyspark-example-project,2,202502,0.0029562516793464,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/tmux-python_tmuxp,False,False
tmux-python/tmuxp,FlipperPA/peregrine,3,202502,0.0029562516793464,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/tmux-python_tmuxp,False,False
tony/django-docutils,joereynolds/reap-get,1,202502,0.0012158954909863,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/tony_django-docutils,False,False
tony/django-docutils,The-Compiler/pytest-vw,2,202502,0.0012158954909863,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/tony_django-docutils,False,False
tony/django-docutils,R0uter/ss.conf-for-surge,3,202502,0.0012158954909863,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/tony_django-docutils,False,False
tony/django-slugify-processor,aws-samples/aws-dms-cdc-data-pipeline,1,202502,0.0212304036246308,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/tony_django-slugify-processor,False,False
tony/django-slugify-processor,Cjy-CN/PUBGRecognizeAndGunpress,2,202502,0.0212304036246308,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/tony_django-slugify-processor,False,False
tony/django-slugify-processor,LGro/PyAPSI,3,202502,0.0212304036246308,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/tony_django-slugify-processor,False,False
trycua/cua,aws/nova-act,1,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/trycua_cua,False,False
trycua/cua,cyb3rfortr3ss/ByDeF,2,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/trycua_cua,False,False
trycua/cua,vonssy/DreamerQuests-BOT,3,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/trycua_cua,False,False
utensils/mcp-nixos,aws/nova-act,1,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/utensils_mcp-nixos,False,False
utensils/mcp-nixos,cyb3rfortr3ss/ByDeF,2,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/utensils_mcp-nixos,False,False
utensils/mcp-nixos,vonssy/DreamerQuests-BOT,3,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/utensils_mcp-nixos,False,False
vcs-python/vcspull,Khrylx/PyTorch-RL,1,202502,0.00336051048008,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/vcs-python_vcspull,False,False
vcs-python/vcspull,ahmetozlu/color_recognition,2,202502,0.00336051048008,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/vcs-python_vcspull,False,False
vcs-python/vcspull,oval-group/smooth-topk,3,202502,0.00336051048008,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/vcs-python_vcspull,False,False
vietanhdev/anylabeling,microsoft/AzureTRE,1,202502,0.039420582211372,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/vietanhdev_anylabeling,False,False
vietanhdev/anylabeling,Scholar01/sd-webui-bg-mask,2,202502,0.039420582211372,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/vietanhdev_anylabeling,False,False
vietanhdev/anylabeling,zeyangsha/De-Fake,3,202502,0.039420582211372,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/vietanhdev_anylabeling,False,False
wdm0006/git-pandas,dimatura/pypcd,1,202502,0.0012434552007213,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/wdm0006_git-pandas,False,False
wdm0006/git-pandas,LonamiWebs/Telebackup,2,202502,0.0012434552007213,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/wdm0006_git-pandas,False,False
wdm0006/git-pandas,R0uter/ss.conf-for-surge,3,202502,0.0012434552007213,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/wdm0006_git-pandas,False,False
wdm0006/pygeohash,anujshah1003/Tensorboard-own-image-data-image-features-embedding-visualization,1,202502,0.0023878606627739,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/wdm0006_pygeohash,False,False
wdm0006/pygeohash,surajt97/Train_Delay_Prediction,2,202502,0.0023878606627739,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/wdm0006_pygeohash,False,False
wdm0006/pygeohash,autti/abraham,3,202502,0.0023878606627739,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/wdm0006_pygeohash,False,False
whiteducksoftware/flock,aio-libs/aiohttp,1,202502,0.2241572458640519,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/whiteducksoftware_flock,False,False
whiteducksoftware/flock,pieces-app/cli-agent,2,202502,0.2241572458640519,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/whiteducksoftware_flock,False,False
whiteducksoftware/flock,plurai-ai/intellagent,3,202502,0.2241572458640519,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/whiteducksoftware_flock,False,False
xzq-xu/jvm-mcp-server,aws/nova-act,1,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/xzq-xu_jvm-mcp-server,False,False
xzq-xu/jvm-mcp-server,cyb3rfortr3ss/ByDeF,2,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/xzq-xu_jvm-mcp-server,False,False
xzq-xu/jvm-mcp-server,vonssy/DreamerQuests-BOT,3,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/xzq-xu_jvm-mcp-server,False,False
yagami1997/CursorMind,aws/nova-act,1,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/yagami1997_CursorMind,False,False
yagami1997/CursorMind,cyb3rfortr3ss/ByDeF,2,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/yagami1997_CursorMind,False,False
yagami1997/CursorMind,vonssy/DreamerQuests-BOT,3,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/yagami1997_CursorMind,False,False
yagami1997/TradeMind,dymmond/edgy,1,202502,0.1718011160928805,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/yagami1997_TradeMind,False,False
yagami1997/TradeMind,BalancerMaxis/multisig-ops,2,202502,0.1718011160928805,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/yagami1997_TradeMind,False,False
yagami1997/TradeMind,bropines/chrome-lens-py,3,202502,0.1718011160928805,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/yagami1997_TradeMind,False,False
yeagerai/genlayer-studio,microsoft/semantic-link-labs,1,202502,0.5242975920291713,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/yeagerai_genlayer-studio,False,False
yeagerai/genlayer-studio,lancedb/lancedb,2,202502,0.5242975920291713,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/yeagerai_genlayer-studio,False,False
yeagerai/genlayer-studio,pieces-app/cli-agent,3,202502,0.5242975920291713,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/yeagerai_genlayer-studio,False,False
zauberzeug/nicegui,nhw649/EOV-Seg,1,202502,0.057905830151763,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/zauberzeug_nicegui,False,False
zauberzeug/nicegui,baaivision/EVE,2,202502,0.057905830151763,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/zauberzeug_nicegui,False,False
zauberzeug/nicegui,believethehype/nostrdvm,3,202502,0.057905830151763,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/zauberzeug_nicegui,False,False
zilliztech/mcp-server-milvus,aws/nova-act,1,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/zilliztech_mcp-server-milvus,False,False
zilliztech/mcp-server-milvus,cyb3rfortr3ss/ByDeF,2,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/zilliztech_mcp-server-milvus,False,False
zilliztech/mcp-server-milvus,vonssy/DreamerQuests-BOT,3,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/zilliztech_mcp-server-milvus,False,False
