outcome,outcome_label,time,estimate,conf_low,conf_high,std_error,p_value,significant,ast_sequence_token_band,ast_sequence_token_lower_bound_inclusive,ast_sequence_token_upper_bound_exclusive,ast_sequence_token_specification,sample_type,ncloc_spec,time_mode,parse_exclusion_mode,panel
has_function_change_event,Any Function-Change Event,-6,0.0175559963880764,-0.13131436350952,0.166426356285672,0.0759542652538755,,FALSE,90-99,90,100,bounded_band,full,paper,calendar_month,all,strict_band_90_99_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,-5,0.077948541085126,-0.0684550382091271,0.224352120379379,0.0746957037215577,,FALSE,90-99,90,100,bounded_band,full,paper,calendar_month,all,strict_band_90_99_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,-4,0.0464605796792195,-0.132069464519994,0.224990623878433,0.0910867572444967,,FALSE,90-99,90,100,bounded_band,full,paper,calendar_month,all,strict_band_90_99_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,-3,-0.00390142687001612,-0.135352433071845,0.127549579331812,0.0670668398988921,,FALSE,90-99,90,100,bounded_band,full,paper,calendar_month,all,strict_band_90_99_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,-2,0.198502414230231,0.0454587423003461,0.351546086160115,0.0780835060866758,,TRUE,90-99,90,100,bounded_band,full,paper,calendar_month,all,strict_band_90_99_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,0,0.264153020882867,0.141452043237956,0.386853998527777,0.0626025396147503,,TRUE,90-99,90,100,bounded_band,full,paper,calendar_month,all,strict_band_90_99_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,1,0.211667010807342,0.0569372398162629,0.366396781798421,0.0789437607097342,,TRUE,90-99,90,100,bounded_band,full,paper,calendar_month,all,strict_band_90_99_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,2,0.0806708260851437,-0.0842465640391096,0.245588216209397,0.0841415255735987,,FALSE,90-99,90,100,bounded_band,full,paper,calendar_month,all,strict_band_90_99_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,3,0.0590327019368919,-0.119559817075014,0.237625220948797,0.0911186321489313,,FALSE,90-99,90,100,bounded_band,full,paper,calendar_month,all,strict_band_90_99_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,4,-0.0167256042837785,-0.191458517071438,0.158007308503881,0.0891494452998261,,FALSE,90-99,90,100,bounded_band,full,paper,calendar_month,all,strict_band_90_99_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,5,0.0415400331294128,-0.14134150455085,0.224421570809676,0.0933069069797259,,FALSE,90-99,90,100,bounded_band,full,paper,calendar_month,all,strict_band_90_99_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,6,-0.0654107394930692,-0.247990262619041,0.117168783632902,0.093152817921414,,FALSE,90-99,90,100,bounded_band,full,paper,calendar_month,all,strict_band_90_99_full_paper_ncloc_calendar_month_all
log1p_function_change_events,Total Function-Change Events (log1p),-6,0.13562687172241,-0.27714415300078,0.548397896445601,0.210597461593464,,FALSE,90-99,90,100,bounded_band,full,paper,calendar_month,all,strict_band_90_99_full_paper_ncloc_calendar_month_all
log1p_function_change_events,Total Function-Change Events (log1p),-5,0.0642736556754823,-0.247418812782678,0.375966124133642,0.15902676962151,,FALSE,90-99,90,100,bounded_band,full,paper,calendar_month,all,strict_band_90_99_full_paper_ncloc_calendar_month_all
log1p_function_change_events,Total Function-Change Events (log1p),-4,0.0797068220469472,-0.246072551336306,0.405486195430201,0.166213966011864,,FALSE,90-99,90,100,bounded_band,full,paper,calendar_month,all,strict_band_90_99_full_paper_ncloc_calendar_month_all
log1p_function_change_events,Total Function-Change Events (log1p),-3,0.0173766030825066,-0.222792815380048,0.257546021545061,0.122535417582936,,FALSE,90-99,90,100,bounded_band,full,paper,calendar_month,all,strict_band_90_99_full_paper_ncloc_calendar_month_all
