outcome,term,estimate,std_error,conf_low,conf_high,p_value,note,outcome_label,ast_sequence_token_band,ast_sequence_token_lower_bound_inclusive,ast_sequence_token_upper_bound_exclusive,ast_sequence_token_specification,sample_type,ncloc_spec,time_mode,parse_exclusion_mode,panel
has_function_change_event,treat,0.11997813520395,0.058944815575563,0.0044462966758462,0.235509973732053,,Borusyak static treatment effect,Any Function-Change Event,90-99,90,100,bounded_band,full,paper,calendar_month,all,strict_band_90_99_full_paper_ncloc_calendar_month_all
log1p_function_change_events,treat,0.121089427501663,0.174519081210841,-0.220967971671586,0.463146826674911,,Borusyak static treatment effect,Total Function-Change Events (log1p),90-99,90,100,bounded_band,full,paper,calendar_month,all,strict_band_90_99_full_paper_ncloc_calendar_month_all
log1p_agc_function_change_events,treat,0.0518716130371105,0.137889059425451,-0.218390943436774,0.322134169510995,,Borusyak static treatment effect,AGC-Like Function-Change Events (log1p),90-99,90,100,bounded_band,full,paper,calendar_month,all,strict_band_90_99_full_paper_ncloc_calendar_month_all
log1p_hwc_function_change_events,treat,0.0665542757250208,0.157430667488813,-0.242009832553053,0.375118384003095,,Borusyak static treatment effect,HWC-Like Function-Change Events (log1p),90-99,90,100,bounded_band,full,paper,calendar_month,all,strict_band_90_99_full_paper_ncloc_calendar_month_all
