dataset_source,repo_name,month,comparison_status,history_ref,panel_commits,selected_commits,count_delta,month_end_commit,reproduced_latest_commit,selected_count_matches_panel,selected_latest_matches_panel
treatment,OpenSPP/openspp-modules,2024-09,committer_month_count_mismatch,refs/remotes/origin/17.0,177,163,-14,adf9c3e640dcf158b1939a67fc424a5a38f34b05,c483be320f6e005fd525428b2fc448f736a4805d,0,0
treatment,OpenSPP/openspp-modules,2024-10,committer_month_count_mismatch,refs/remotes/origin/17.0,177,190,13,8ab103e8b8df63345e967be734504433210de708,7f2f5aaf53dbceb3fa470c9007875fdbf1ea6ed2,0,0
treatment,OpenSPP/openspp-modules,2024-11,committer_month_count_mismatch,refs/remotes/origin/17.0,166,167,1,5f3a46921e55abdb97b68723af5308aabac1ea0d,5f3a46921e55abdb97b68723af5308aabac1ea0d,0,1
treatment,OpenSPP/openspp-modules,2025-06,committer_month_count_mismatch,refs/remotes/origin/17.0,4,2,-2,5b93758fc556b726ca84e652fa2b3601f4d740b2,8f8b2f3155f07330cb0caa7e103ab4e8651bed1f,0,0
treatment,OpenSPP/openspp-modules,2025-07,committer_month_count_mismatch,refs/remotes/origin/17.0,7,9,2,3ab7cfe800078ca0da9dfc42948af2fff32db2bb,3ab7cfe800078ca0da9dfc42948af2fff32db2bb,0,1
treatment,PostHog/posthog,2024-01,committer_month_count_mismatch,panel_anchor_union,443,442,-1,31807262c0750a4f71a793579092e9e4a3b51abc,c3623b039f51968bcff3816d50925f62295e3063,0,0
treatment,PostHog/posthog,2024-02,committer_month_count_mismatch,panel_anchor_union,431,432,1,2085f68b0550d22be1f300f57b9e4a15f1ea7efe,2085f68b0550d22be1f300f57b9e4a15f1ea7efe,0,1
treatment,PostHog/posthog,2024-10,committer_month_count_mismatch,panel_anchor_union,446,445,-1,12ff477551dfc5a197aca3006e14e4193183dbd8,968aedef57cec972bbb2f0cff96eb7652f25c949,0,0
treatment,PostHog/posthog,2024-11,committer_month_count_mismatch,panel_anchor_union,426,427,1,b4d51e3b746e6174a7d60c525ea22387f00dcafe,b4d51e3b746e6174a7d60c525ea22387f00dcafe,0,1
treatment,PostHog/posthog,2025-01,committer_month_count_mismatch,panel_anchor_union,725,722,-3,1253d960c415d65583dac034353702ad74016da1,e66bcaba58679c303af02c442cefa26d4ca9628d,0,0
treatment,PostHog/posthog,2025-02,committer_month_count_mismatch,panel_anchor_union,897,899,2,e6cdfed56138f74a1e8bcac05f60036d96ab9a6a,cbf88b2f07f9a887fa4eb2bc0faff6737dfad6c0,0,0
treatment,PostHog/posthog,2025-03,committer_month_count_mismatch,panel_anchor_union,942,943,1,ecdaddcfaf15967165806e2cd4f9bc0cfb40f0e1,ecdaddcfaf15967165806e2cd4f9bc0cfb40f0e1,0,1
treatment,PostHog/posthog,2025-04,committer_month_count_mismatch,panel_anchor_union,880,879,-1,08f147eb9879e899fb7939f4b9413c86164ba7f9,08f147eb9879e899fb7939f4b9413c86164ba7f9,0,1
treatment,PostHog/posthog,2025-05,committer_month_count_mismatch,panel_anchor_union,748,749,1,fa2cab6b204f2efeabb5c5bbc1d35ff23c91ec8b,fa2cab6b204f2efeabb5c5bbc1d35ff23c91ec8b,0,1
treatment,PostHog/posthog,2025-07,committer_month_count_mismatch,panel_anchor_union,1143,1141,-2,8e13bf3cbfe9684eb907f7ddf706aa9fae2099e0,8e13bf3cbfe9684eb907f7ddf706aa9fae2099e0,0,1
treatment,PostHog/posthog,2025-08,committer_month_count_mismatch,panel_anchor_union,990,992,2,79cf381322842888a721905c09490e85f98a5a2a,79cf381322842888a721905c09490e85f98a5a2a,0,1
treatment,The-Pocket/PocketFlow,2025-02,committer_month_count_mismatch,panel_anchor_union,61,59,-2,69ed4cb41077656ce52e8a8f2ba36264d6e7ea0d,5a8e6cab8878fbba0fd234308f4ae8799dc44d28,0,0
treatment,The-Pocket/PocketFlow,2025-03,committer_month_count_mismatch,panel_anchor_union,233,235,2,4d6249a38eb721208371e80be8c5a688b5ee3e01,4d6249a38eb721208371e80be8c5a688b5ee3e01,0,1
treatment,The-Pocket/PocketFlow,2025-04,committer_month_count_mismatch,panel_anchor_union,53,52,-1,61f5e89769af1bb5d56e5b4453a4cca405cfbcb2,61f5e89769af1bb5d56e5b4453a4cca405cfbcb2,0,1
treatment,The-Pocket/PocketFlow,2025-05,committer_month_count_mismatch,panel_anchor_union,52,53,1,6cf3ec4984958eb442ed676835f6551648082f22,6cf3ec4984958eb442ed676835f6551648082f22,0,1
treatment,VRSEN/agency-swarm,2024-01,committer_month_count_mismatch,panel_anchor_union,72,67,-5,9c7301539aed37d5e02e8fd9503d388c2cc3cb42,c8068fb9734e536adefe3c0bd999e3b558e13fc0,0,0
treatment,VRSEN/agency-swarm,2024-02,committer_month_count_mismatch,panel_anchor_union,51,56,5,cb885ab6cac83cc2bdaa1fd3a854b6f4992228b1,cb885ab6cac83cc2bdaa1fd3a854b6f4992228b1,0,1
treatment,VRSEN/agency-swarm,2024-03,committer_month_count_mismatch,panel_anchor_union,39,28,-11,1db162e90e61f52fb5983505ed89a211dffad6f2,cfd18f0470886fe9da48bede10cfd414ad732ec1,0,0
treatment,VRSEN/agency-swarm,2024-04,committer_month_count_mismatch,panel_anchor_union,32,43,11,53843abd131687692cee17c024984f27e17441b8,53843abd131687692cee17c024984f27e17441b8,0,1
treatment,VRSEN/agency-swarm,2025-06,committer_month_count_mismatch,panel_anchor_union,203,197,-6,aedb2e5438ed6d81e7618441839662cf205b2e54,c409842a75cbc2db1498bae1716137ed2d5edd89,0,0
treatment,VRSEN/agency-swarm,2025-07,committer_month_count_mismatch,panel_anchor_union,129,135,6,7c81427ad9cb69b3a7e0101fd703d07840224057,7c81427ad9cb69b3a7e0101fd703d07840224057,0,1
treatment,VRSEN/agency-swarm,2025-08,committer_month_count_mismatch,panel_anchor_union,333,329,-4,7fe6207bc8ccaaf6d87513eb9f11a66bae61f845,532a0e8420757fc117f8692b30605dde93c20902,0,0
treatment,W1ndys/Blog,2024-04,committer_month_count_mismatch,panel_anchor_union,146,143,-3,5ebe6b051a1482b384fdcf2f831e1d3d4b916b16,f2bd51ece89a7fde62f883339807a488dbd9c131,0,0
treatment,W1ndys/Blog,2024-05,committer_month_count_mismatch,panel_anchor_union,68,71,3,249c8386ca3d6517d4c4c6044626272eb5bd07c6,249c8386ca3d6517d4c4c6044626272eb5bd07c6,0,1
treatment,W1ndys/Blog,2024-12,committer_month_count_mismatch,panel_anchor_union,19,15,-4,5101138c9215c611a2b42dba88ff4dc757bece6d,2993c3fd924473a66763f98a073eb101f5c4b45e,0,0
treatment,W1ndys/Blog,2025-01,committer_month_count_mismatch,panel_anchor_union,112,116,4,52d0ed50a03ec134417dba3b1f308c8035266974,52d0ed50a03ec134417dba3b1f308c8035266974,0,1
treatment,airweave-ai/airweave,2025-05,committer_month_count_mismatch,refs/remotes/origin/feat/process-batching,220,218,-2,64e145627cd49b57ca5c17a3b3ab503da5b55f41,51c6a1b6603e8cf1339ed406040fea9ac7bf5699,0,0
treatment,airweave-ai/airweave,2025-06,committer_month_count_mismatch,refs/remotes/origin/feat/process-batching,119,121,2,74395b0b9684a1bafa251ba0467854d9e0f79cf3,74395b0b9684a1bafa251ba0467854d9e0f79cf3,0,1
treatment,airweave-ai/airweave,2025-08,committer_month_latest_mismatch,refs/remotes/origin/feat/process-batching,295,295,0,c64d09e1ec58e4be23e5775ab58ae9ca88d46a7b,ba1f691c4947e8c360feacbe352ab92595f21090,1,0
treatment,allthingslinux/tux,2024-03,committer_month_count_mismatch,panel_anchor_union,109,107,-2,a098fad7931f11f78116b69bded453f76608385d,a098fad7931f11f78116b69bded453f76608385d,0,1
treatment,allthingslinux/tux,2024-04,committer_month_count_mismatch,panel_anchor_union,219,211,-8,e6892615a71f28e41b6aab9280ec926e40e8a71e,4a4f53e8944b9cb02fef6704a6ec102865c21bae,0,0
treatment,allthingslinux/tux,2024-05,committer_month_count_mismatch,panel_anchor_union,75,85,10,c425a33fcf896153733508755af5718614944e5f,c425a33fcf896153733508755af5718614944e5f,0,1
treatment,allthingslinux/tux,2025-06,committer_month_count_mismatch,panel_anchor_union,209,206,-3,cf05ea552a76d6ca06daaec2c6d77ceacbc29db0,f9ba9b0a09eedddbf162befb74cdff536a617b1c,0,0
treatment,allthingslinux/tux,2025-07,committer_month_count_mismatch,panel_anchor_union,68,71,3,3e97a4cad516725e27655145ed166b428ac8dc10,3e97a4cad516725e27655145ed166b428ac8dc10,0,1
treatment,discus0434/nook,2025-02,committer_month_count_mismatch,panel_anchor_union,9,0,-9,110d9e87c66da3fc472b257d0a6b52114900a27d,,0,0
treatment,discus0434/nook,2025-03,committer_month_count_mismatch,panel_anchor_union,10,19,9,e9fbce1f2d994f41be8762132c6a7d0b14e2a2cd,e9fbce1f2d994f41be8762132c6a7d0b14e2a2cd,0,1
treatment,ericmjl/llamabot,2024-07,committer_month_count_mismatch,panel_anchor_union,186,184,-2,456d10cde5ce15cbe129c78002c1438aae8ab284,41af20f7fa3bf1fec08903fa35d03ff0ba3de88b,0,0
treatment,ericmjl/llamabot,2024-08,committer_month_count_mismatch,panel_anchor_union,73,75,2,58029f64ebd647d2bd0c2badfa64e6127fbec0ee,58029f64ebd647d2bd0c2badfa64e6127fbec0ee,0,1
treatment,ericmjl/llamabot,2025-04,committer_month_count_mismatch,panel_anchor_union,33,31,-2,e17869654f04d142aa0444477fe2da65ad526ea7,bbbcb559f05bf37ecaaa50342ff42afcb24cb535,0,0
treatment,ericmjl/llamabot,2025-05,committer_month_count_mismatch,panel_anchor_union,101,103,2,ff965a055c8e8cd88eb274aa2804ca56fb220156,ff965a055c8e8cd88eb274aa2804ca56fb220156,0,1
treatment,ericyuegu/hal,2024-10,committer_month_count_mismatch,panel_anchor_union,37,39,2,e57df07e946a03f62138dba1116469e87b71dad0,4e7d2a17326adf79ac8497d9141680b1124d4deb,0,0
treatment,ericyuegu/hal,2024-11,committer_month_count_mismatch,panel_anchor_union,56,54,-2,34c80ded5abcc8b885bc2cf72df72525f65ebd5e,34c80ded5abcc8b885bc2cf72df72525f65ebd5e,0,1
treatment,getsentry/sentry,2024-01,committer_month_count_mismatch,panel_anchor_union,1359,1358,-1,8073feb6eac31a856f6a389a1c289430b35e3589,8073feb6eac31a856f6a389a1c289430b35e3589,0,1
treatment,getsentry/sentry,2024-02,committer_month_latest_mismatch,panel_anchor_union,1235,1235,0,de6c3afad3e8eb67fe0f4cccc389f4374a87fea0,9233da610b136c0e6654ff2b307aa8aa25db14d2,1,0
treatment,getsentry/sentry,2024-03,committer_month_count_mismatch,panel_anchor_union,1354,1355,1,b3f8ab3aea7eaabfd408314997f8c21c5707491f,b3f8ab3aea7eaabfd408314997f8c21c5707491f,0,1
treatment,getsentry/sentry,2024-07,committer_month_count_mismatch,panel_anchor_union,1335,1333,-2,3efa8cf306b9650d8129ffeaca77601b833b1009,3efa8cf306b9650d8129ffeaca77601b833b1009,0,1
treatment,getsentry/sentry,2024-08,committer_month_count_mismatch,panel_anchor_union,1011,1013,2,14b776d65b324705fca7edfd2c88a748429d54e3,14b776d65b324705fca7edfd2c88a748429d54e3,0,1
treatment,getsentry/sentry,2024-10,committer_month_count_mismatch,panel_anchor_union,1242,1241,-1,ad46b361e2e960136b68f1647b936af1b3f6752a,c06db903fcd6ef94f6b32371af9a2ef0c9bf57de,0,0
treatment,getsentry/sentry,2024-11,committer_month_count_mismatch,panel_anchor_union,1029,1030,1,8e45680a887ec96c50c1f43fffe1ac8f2b6c54aa,8e45680a887ec96c50c1f43fffe1ac8f2b6c54aa,0,1
treatment,getsentry/sentry,2025-04,committer_month_count_mismatch,panel_anchor_union,1981,1980,-1,32cb664b86c13cc020c06f7e208cd9a62e6891a0,32cb664b86c13cc020c06f7e208cd9a62e6891a0,0,1
treatment,getsentry/sentry,2025-05,committer_month_count_mismatch,panel_anchor_union,1593,1594,1,975f8d773e5a6c5ed6595176a42ff31e887ec95d,975f8d773e5a6c5ed6595176a42ff31e887ec95d,0,1
treatment,getsentry/sentry,2025-06,committer_month_count_mismatch,panel_anchor_union,1738,1737,-1,4f2be477198bf2814c6d6cd4b80ba19cbe386908,c0c8d1636b28b13ce06de3a4038e0b54ce412c0f,0,0
treatment,getsentry/sentry,2025-07,committer_month_count_mismatch,panel_anchor_union,1816,1817,1,71c2f5f3925610f3aa1871ace1c20f48eeff3db8,71c2f5f3925610f3aa1871ace1c20f48eeff3db8,0,1
treatment,instructor-ai/instructor,2025-03,committer_month_count_mismatch,refs/remotes/origin/main,46,43,-3,924909392522d57d9a5282976f3273cc79d9c4a1,e43df1269593925ee622feebe89c30a4b758bd7d,0,0
treatment,instructor-ai/instructor,2025-04,committer_month_count_mismatch,refs/remotes/origin/main,19,22,3,795c3cf3e5390381ae7d39fb3d827468f39c97a9,795c3cf3e5390381ae7d39fb3d827468f39c97a9,0,1
treatment,lss233/kirara-ai,2025-01,committer_month_count_mismatch,panel_anchor_union,4,2,-2,8120f39cf29bcfefd71c5b7d6a88899ab957e211,eded81204c2b1fd76365e9dbd0b7005de43a9dc5,0,0
treatment,lss233/kirara-ai,2025-02,committer_month_count_mismatch,panel_anchor_union,132,131,-1,e3f9f4ee52116b858fa36d0ce7d7a91a6db7751a,91c306a9255b96fdaca9365194f40ba0c7691703,0,0
treatment,lss233/kirara-ai,2025-03,committer_month_count_mismatch,panel_anchor_union,129,132,3,01f95895fcbe6a330b5b7b82c5769afa080abb05,01f95895fcbe6a330b5b7b82c5769afa080abb05,0,1
treatment,smartian1/tgtrader,2025-01,committer_month_count_mismatch,panel_anchor_union,97,95,-2,a883ba2dc193cd0f384d7a2162ae74b1dff0b5fe,f267517013bae889f404944761b52e2c88f412e2,0,0
treatment,smartian1/tgtrader,2025-02,committer_month_count_mismatch,panel_anchor_union,67,69,2,1b533268cbcf209e7db165f44ba5494749587cfc,1b533268cbcf209e7db165f44ba5494749587cfc,0,1
treatment,smorin/py-launch-blueprint,2025-04,committer_month_count_mismatch,panel_anchor_union,130,133,3,97f2599a581d8333f239dd49294a29197b8759ff,24fcb58c02f634f9ec1df7ea5dadb7fca4384595,0,0
treatment,smorin/py-launch-blueprint,2025-05,committer_month_count_mismatch,panel_anchor_union,67,64,-3,340916d9c9f3df35fa595ff6aa511daabb95888a,340916d9c9f3df35fa595ff6aa511daabb95888a,0,1
treatment,synaptiai/prompt-decorators,2025-02,committer_month_count_mismatch,panel_anchor_union,3,2,-1,17ba5520183934d193c2bd26502a71b3253e4acd,8faea1489f9fdf64c5857c51bfc87fa52f2e2610,0,0
treatment,synaptiai/prompt-decorators,2025-03,committer_month_count_mismatch,panel_anchor_union,121,122,1,d43502d6d3034874c6b19ca459bc297c76b2bca0,d43502d6d3034874c6b19ca459bc297c76b2bca0,0,1
treatment,terryyin/lizard,2025-07,committer_month_count_mismatch,panel_anchor_union,2,1,-1,10017f0c2ebb0688474c4a2b1216863d7632bbcf,df704078dc6b4179b025d828bb7a2dd39a29b1b8,0,0
treatment,terryyin/lizard,2025-08,committer_month_count_mismatch,panel_anchor_union,2,3,1,f4c93acb75391b2797782373c95889434ac9b2ab,f4c93acb75391b2797782373c95889434ac9b2ab,0,1
treatment,trycua/cua,2025-03,committer_month_count_mismatch,refs/remotes/origin/main,120,119,-1,9324ab56b21973171f72bfbb6f8aeb8c76871bf3,9324ab56b21973171f72bfbb6f8aeb8c76871bf3,0,1
treatment,trycua/cua,2025-04,committer_month_count_mismatch,refs/remotes/origin/main,286,284,-2,60bcb0716cfa720084faafb1d0c9b1f716a6945c,60bcb0716cfa720084faafb1d0c9b1f716a6945c,0,1
treatment,trycua/cua,2025-05,committer_month_count_mismatch,refs/remotes/origin/main,227,230,3,99b979ef114345fae36dba627f33577388759f47,99b979ef114345fae36dba627f33577388759f47,0,1
treatment,tsukumijima/KonomiTV,2024-04,committer_month_count_mismatch,panel_anchor_union,53,47,-6,78805d9a46099bf9a9bf0aab6fe0c2378e8139b5,d8abc1cd36a4b66d9973e2391b9283d0585e6a73,0,0
treatment,tsukumijima/KonomiTV,2024-05,committer_month_count_mismatch,panel_anchor_union,38,44,6,a3a81e9e05409e15aaf31fdb163e43d017c28309,a3a81e9e05409e15aaf31fdb163e43d017c28309,0,1
treatment,tsukumijima/KonomiTV,2025-01,committer_month_count_mismatch,panel_anchor_union,45,44,-1,b2662d5c86655ba7b7eae33af3aed84c64353064,9f9c834ecb1d5efc869b806c32db4a6db2b0182e,0,0
treatment,tsukumijima/KonomiTV,2025-02,committer_month_count_mismatch,panel_anchor_union,187,186,-1,9f5131c557d239a5b1cf5e348ba5c2ef95805200,7dd2032df0536e02ac66edd1c14ff99a61718c96,0,0
treatment,tsukumijima/KonomiTV,2025-03,committer_month_count_mismatch,panel_anchor_union,70,72,2,e3b19c86f602e21cd30dfd57586a2c97724318ef,e3b19c86f602e21cd30dfd57586a2c97724318ef,0,1
treatment,tw-haiven/haiven,2025-01,committer_month_count_mismatch,panel_anchor_union,29,27,-2,ca9984841f6964bcd519a358becb343734df604e,c1b71f7da49779e091b90457a94c9f572c9233ff,0,0
treatment,tw-haiven/haiven,2025-02,committer_month_count_mismatch,panel_anchor_union,76,78,2,b24d3346a9e7be65ff1de9e5f956a46506dfc78b,b24d3346a9e7be65ff1de9e5f956a46506dfc78b,0,1
treatment,whiteducksoftware/flock,2025-02,committer_month_count_mismatch,panel_anchor_union,213,212,-1,99f6cc1ace81f64ffb8232a1993a9e6c58f85172,9a1ecafa25e2ecb25a7c9f7de6c684da00dfabf4,0,0
treatment,whiteducksoftware/flock,2025-03,committer_month_latest_mismatch,panel_anchor_union,43,43,0,0f0082f6ee1397b4cd7cdb50fbb9a51df4a469a1,10629c1237caea2155bdee721a8856f2e250c2ad,1,0
treatment,whiteducksoftware/flock,2025-04,committer_month_count_mismatch,panel_anchor_union,171,172,1,3ee5df65ccb8ed5d888eec1a75878698a4b5a9b9,3ee5df65ccb8ed5d888eec1a75878698a4b5a9b9,0,1
treatment,whiteducksoftware/flock,2025-05,committer_month_count_mismatch,panel_anchor_union,345,337,-8,c60e12a13b66d7f9b7c92f42c2681e331c8ed31d,691b018f61c62719a842623af6f9a8f5ae69fcaf,0,0
treatment,whiteducksoftware/flock,2025-06,committer_month_count_mismatch,panel_anchor_union,9,17,8,db5e65e61bdb943cae439f796be085c5a8218a3c,db5e65e61bdb943cae439f796be085c5a8218a3c,0,1
treatment,whiteducksoftware/flock,2025-08,committer_month_count_mismatch,panel_anchor_union,69,68,-1,88b363080e95e8bdd87e32924216febb6cb5e4c7,90b7d4c50bd6da5620cd00049c2d72e214dc4753,0,0
treatment,zauberzeug/nicegui,2024-01,committer_month_count_mismatch,refs/remotes/origin/main,160,159,-1,f4c57a962f8cc96085eb41860c1346da77228824,b4edda2677822bcba755dc9368e8bc74f53b01d8,0,0
treatment,zauberzeug/nicegui,2024-02,committer_month_latest_mismatch,refs/remotes/origin/main,137,137,0,4a0c1c874fc3b56c4f2dc400a4367a71df5a66fe,38fcfe13fd8e5b297a8cb12aa357f94ad3d84eda,1,0
treatment,zauberzeug/nicegui,2024-03,committer_month_count_mismatch,refs/remotes/origin/main,55,56,1,fff7b27eea91bf2b3d3f3080f0919c3ac62978b8,fff7b27eea91bf2b3d3f3080f0919c3ac62978b8,0,1
treatment,zauberzeug/nicegui,2025-01,committer_month_count_mismatch,refs/remotes/origin/main,49,48,-1,7a540bf3dded6f1e58d32bf21a97d9a5c013afc1,2aa1355d56bf8d3a7bce19d51ec5269314120538,0,0
treatment,zauberzeug/nicegui,2025-02,committer_month_count_mismatch,refs/remotes/origin/main,37,38,1,b71074ef73498f532234a837ea04a08ffbf4e804,b71074ef73498f532234a837ea04a08ffbf4e804,0,1
treatment,zauberzeug/nicegui,2025-03,committer_month_count_mismatch,refs/remotes/origin/main,54,53,-1,745167c81c219beda5ebaf850dfb7a3e772f96ac,db4343e369e0ff31f5b553b762cf5c433ddbc0ab,0,0
treatment,zauberzeug/nicegui,2025-04,committer_month_count_mismatch,refs/remotes/origin/main,43,44,1,2b8b1a696992e64578f2e4c5fc285e90b60b87a6,2b8b1a696992e64578f2e4c5fc285e90b60b87a6,0,1
treatment,zauberzeug/nicegui,2025-05,committer_month_count_mismatch,refs/remotes/origin/main,53,50,-3,947772d66c6d108a7d12fe65b8b76f6110f7d20e,26765aaa7ec49c6e92b3e628fbd3c5a191fa1462,0,0
treatment,zauberzeug/nicegui,2025-06,committer_month_count_mismatch,refs/remotes/origin/main,21,24,3,b3ea0df4e3b73a6e9e8f8fa57b8c052deb8f3694,b3ea0df4e3b73a6e9e8f8fa57b8c052deb8f3694,0,1
