check,value
panel_label,flexible
rows,1706
repos,232
treatment_rows,917
control_rows,789
treated_repos,110
control_repos,122
control_post_event_sum,0
treated_post_rows,471
post_event_mismatch_rows,0
analysis_ready_velocity_did_rows,1706
commits_nonmissing,1706
lines_added_nonmissing,1706
log_commits_nonmissing,1706
log_lines_added_nonmissing,1706
min_time,2024-01
max_time,2025-08
