dataset_source,repo_name,time,commits_scanned,commits_with_python_changes,commits_with_function_change_events,unique_changed_functions,unique_changed_files,time_to_event,is_treatment,post_event,event,cursor,commits_with_function_events_manifest,commits_with_function_events_scored,detection_complete,detector_merge_status,treatment_group,treatment_period,parse_exclusion_records,has_parse_exclusion,commits,lines_added,age,ncloc_paper,ncloc_python_snapshot,contributors,stars,issues,lead_6,lead_5,lead_4,lead_3,lead_2,lead_1,lag_0,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,analysis_ready_agc_changed_block_paper_ncloc,analysis_ready_agc_changed_block_python_snapshot_ncloc,log1p_commits,log1p_lines_added,log1p_age,log1p_contributors,log1p_stars,log1p_issues,analysis_ready_paper_ncloc,analysis_ready_python_snapshot_ncloc,analysis_ready_ratio_paper_ncloc,analysis_ready_ratio_python_snapshot_ncloc,treat,unit_id,calendar_time,function_change_events,agc_function_change_events,hwc_function_change_events,has_function_change_event,zero_function_event_month,agc_function_change_event_ratio,log1p_function_change_events,log1p_agc_function_change_events,log1p_hwc_function_change_events,ast_sequence_token_lower_bound_inclusive,ast_sequence_token_upper_bound_exclusive,ast_sequence_token_band,ast_sequence_token_specification,ast_sequence_token_band_set,ast_sequence_token_band_width,analysis_design_status
control,C4NU/Paddie,2024-03,5,5,5,11,5,,0,0,,0,5.0,5.0,True,both,control,control,0,0,5,61,142.0,1455.0,1459,2,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.791759469228055,4.127134385045092,4.962844630259907,1.0986122886681096,1.6094379124341005,0.0,1,1,0,0,0,C4NU/Paddie,2024-03,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,C4NU/Paddie,2024-04,0,0,0,0,0,,0,0,,0,,,True,left_only,control,control,0,0,1,1,173.0,1476.0,1480,1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471805599453,0.6931471805599453,5.159055299214529,0.6931471805599453,0.6931471805599453,0.0,1,1,0,0,0,C4NU/Paddie,2024-04,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,C4NU/Paddie,2025-03,26,13,12,158,24,,0,0,,0,12.0,12.0,True,both,control,control,0,0,30,17902,507.0,1614.0,1828,2,3.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.4339872044851463,9.792723575551271,6.230481447578482,1.0986122886681096,1.3862943611198906,1.791759469228055,1,1,1,1,0,C4NU/Paddie,2025-03,7,1,6,1,0,0.14285714285714285,2.0794415416798357,0.6931471805599453,1.9459101490553132,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-05,99,0,0,0,0,,0,0,,0,,,True,left_only,control,control,0,0,99,6363,0.0,1501.0,0,1,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.605170185988091,8.758412389457677,0.0,0.6931471805599453,1.3862943611198906,0.0,1,1,0,0,0,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-05,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-06,1,0,0,0,0,,0,0,,0,,,True,left_only,control,control,0,0,1,3,0.0,1501.0,0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453,1.3862943611198906,0.0,0.6931471805599453,0.0,0.0,1,1,0,0,0,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-06,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-07,73,25,7,212,14,,0,0,,0,7.0,7.0,True,both,control,control,0,0,73,10371,0.0,6044.0,4098,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.304065093204169,9.246865146658555,0.0,0.6931471805599453,0.0,0.0,1,1,1,1,0,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-07,26,11,15,1,0,0.4230769230769231,3.295836866004329,2.4849066497880004,2.772588722239781,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-08,12,10,2,2,2,,0,0,,0,2.0,2.0,True,both,control,control,0,0,12,855,0.0,6349.0,4403,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.5649493574615367,6.752270376141742,0.0,0.6931471805599453,0.0,0.0,1,1,0,0,0,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-08,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-09,15,10,5,2,2,,0,0,,0,5.0,5.0,True,both,control,control,0,0,15,4423,0.0,6778.0,4832,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.772588722239781,8.39479954320217,0.0,0.6931471805599453,0.0,0.0,1,1,0,0,0,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-09,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-10,210,40,6,112,5,,0,0,,0,6.0,6.0,True,both,control,control,0,0,210,8841,147.0,7312.0,5401,1,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.351858133476067,9.087268374386188,4.997212273764115,0.6931471805599453,1.3862943611198906,1.0986122886681096,1,1,1,1,0,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-10,10,10,0,1,0,1.0,2.3978952727983707,2.3978952727983707,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-11,31,3,0,0,0,,0,0,,0,,,True,left_only,control,control,0,0,31,102,178.0,7306.0,5402,1,6.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4657359027997265,4.634728988229636,5.187385805840755,0.6931471805599453,1.9459101490553128,1.0986122886681096,1,1,0,0,0,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-11,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-12,3,0,0,0,0,,0,0,,0,,,True,left_only,control,control,0,0,3,171,208.0,7306.0,5402,1,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3862943611198906,5.147494476813453,5.342334251964811,0.6931471805599453,2.079441541679836,0.0,1,1,0,0,0,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-12,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2025-01,10,0,0,0,0,,0,0,,0,,,True,left_only,control,control,0,0,10,3009,239.0,7294.0,5402,1,4.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3978952727983707,8.00969535774292,5.480638923341991,0.6931471805599453,1.6094379124341005,1.0986122886681096,1,1,0,0,0,DakeQQ/YOLO-Depth-Estimation-for-Android,2025-01,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2025-02,32,19,0,0,0,,0,0,,0,,,True,left_only,control,control,0,0,32,567,270.0,7180.0,5288,1,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49650756146648,6.342121418721151,5.602118820879701,0.6931471805599453,1.6094379124341005,0.0,1,1,0,0,0,DakeQQ/YOLO-Depth-Estimation-for-Android,2025-02,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2025-03,63,9,5,255,17,,0,0,,0,5.0,5.0,True,both,control,control,0,0,63,22157,298.0,7328.0,5709,1,6.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.158883083359672,10.005953884080618,5.700443573390686,0.6931471805599453,1.9459101490553128,1.3862943611198906,1,1,1,1,0,DakeQQ/YOLO-Depth-Estimation-for-Android,2025-03,14,7,7,1,0,0.5,2.70805020110221,2.0794415416798357,2.0794415416798357,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2025-04,3,0,0,0,0,,0,0,,0,,,True,left_only,control,control,0,0,3,24,329.0,7347.0,5709,1,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3862943611198906,3.218875824868201,5.799092654460526,0.6931471805599453,1.0986122886681096,1.3862943611198906,1,1,0,0,0,DakeQQ/YOLO-Depth-Estimation-for-Android,2025-04,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2025-05,2,0,0,0,0,,0,0,,0,,,True,left_only,control,control,0,0,2,28,359.0,7347.0,5709,1,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681096,3.3672958299864737,5.886104031450156,0.6931471805599453,1.791759469228055,0.0,1,1,0,0,0,DakeQQ/YOLO-Depth-Estimation-for-Android,2025-05,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2025-08,56,5,5,141,8,,0,0,,0,5.0,5.0,True,both,control,control,0,0,56,3435,451.0,7598.0,6648,1,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.04305126783455,8.142063283104145,6.113682179832231,0.6931471805599453,0.6931471805599453,0.6931471805599453,1,1,1,1,0,DakeQQ/YOLO-Depth-Estimation-for-Android,2025-08,3,2,1,1,0,0.6666666666666666,1.3862943611198906,1.0986122886681096,0.6931471805599453,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,Drchip61/Dual_SAM,2024-03,27,1,1,268,23,,0,0,,0,1.0,1.0,True,both,control,control,1,1,27,5408,0.0,3357.0,3793,1,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.332204510175204,8.595819511871426,0.0,0.6931471805599453,1.6094379124341005,0.0,1,1,1,1,0,Drchip61/Dual_SAM,2024-03,19,7,12,1,0,0.3684210526315789,2.995732273553991,2.0794415416798357,2.5649493574615367,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,Drchip61/Dual_SAM,2024-04,5,0,0,0,0,,0,0,,0,,,True,left_only,control,control,0,0,5,6,22.0,3357.0,3793,1,8.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.791759469228055,1.9459101490553128,3.1354942159291497,0.6931471805599453,2.197224577336219,1.0986122886681096,1,1,0,0,0,Drchip61/Dual_SAM,2024-04,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,Drchip61/Dual_SAM,2024-12,2,0,0,0,0,,0,0,,0,,,True,left_only,control,control,0,0,2,15,266.0,3357.0,3793,1,7.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681096,2.772588722239781,5.58724865840025,0.6931471805599453,2.079441541679836,1.6094379124341005,1,1,0,0,0,Drchip61/Dual_SAM,2024-12,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,EURAC-EEBgroup/brick-llm,2024-09,2,1,1,27,4,,0,0,,0,1.0,1.0,True,both,control,control,0,0,2,46970,0.0,458.0,445,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681096,10.757285668979632,0.0,0.6931471805599453,0.0,0.0,1,1,1,1,0,EURAC-EEBgroup/brick-llm,2024-09,3,2,1,1,0,0.6666666666666666,1.3862943611198906,1.0986122886681096,0.6931471805599453,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,EURAC-EEBgroup/brick-llm,2024-10,49,32,24,61,18,,0,0,,0,24.0,24.0,True,both,control,control,0,0,54,4181,0.0,1032.0,1239,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.007333185232471,8.338544879988579,0.0,1.3862943611198906,0.0,0.0,1,1,1,1,0,EURAC-EEBgroup/brick-llm,2024-10,8,6,2,1,0,0.75,2.197224577336219,1.9459101490553132,1.0986122886681096,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,EURAC-EEBgroup/brick-llm,2024-11,40,7,4,15,12,,0,0,,0,4.0,4.0,True,both,control,control,0,0,46,3661,0.0,1164.0,1372,3,12.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.8501476017100575,8.205764725234456,0.0,1.3862943611198906,2.5649493574615367,0.6931471805599453,1,1,0,0,0,EURAC-EEBgroup/brick-llm,2024-11,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,EURAC-EEBgroup/brick-llm,2024-12,7,7,4,9,9,,0,0,,0,4.0,4.0,True,both,control,control,0,0,7,289,25.0,1212.0,1429,1,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.079441541679836,5.66988092298052,3.2580965380214817,0.6931471805599453,1.3862943611198906,1.0986122886681096,1,1,0,0,0,EURAC-EEBgroup/brick-llm,2024-12,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,EURAC-EEBgroup/brick-llm,2025-01,6,1,1,1,1,,0,0,,0,1.0,1.0,True,both,control,control,0,0,8,3486,56.0,1245.0,1432,4,2.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.197224577336219,8.156797046675651,4.04305126783455,1.6094379124341005,1.0986122886681096,1.6094379124341005,1,1,0,0,0,EURAC-EEBgroup/brick-llm,2025-01,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,EURAC-EEBgroup/brick-llm,2025-03,2,1,1,15,11,,0,0,,0,1.0,1.0,True,both,control,control,0,0,2,719,115.0,1685.0,1869,1,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0986122886681096,6.579251212010101,4.7535901911063645,0.6931471805599453,1.0986122886681096,0.0,1,1,0,0,0,EURAC-EEBgroup/brick-llm,2025-03,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,EURAC-EEBgroup/brick-llm,2025-05,0,0,0,0,0,,0,0,,0,,,True,left_only,control,control,0,0,1,2682,176.0,1685.0,1869,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453,7.894690850425624,5.176149732573829,0.6931471805599453,0.0,0.0,1,1,0,0,0,EURAC-EEBgroup/brick-llm,2025-05,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,Envious-Data/Env-KB,2024-04,3,0,0,0,0,,0,0,,0,,,True,left_only,control,control,0,0,3,126373,1139.0,58.0,58,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3862943611198906,11.747001043333997,7.038783541388541,0.6931471805599453,0.0,0.0,1,1,0,0,0,Envious-Data/Env-KB,2024-04,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,Event-AHU/OpenEvDET,2024-06,11,0,0,0,0,,0,0,,0,,,True,left_only,control,control,0,0,11,37,0.0,,0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4849066497880004,3.6375861597263857,0.0,1.0986122886681096,0.0,0.0,0,1,0,0,0,Event-AHU/OpenEvDET,2024-06,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,Event-AHU/OpenEvDET,2024-07,14,0,0,0,0,,0,0,,0,,,True,left_only,control,control,0,0,14,181,0.0,,0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70805020110221,5.204006687076795,0.0,1.0986122886681096,0.0,0.0,0,1,0,0,0,Event-AHU/OpenEvDET,2024-07,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,Event-AHU/OpenEvDET,2024-08,10,0,0,0,0,,0,0,,0,,,True,left_only,control,control,0,0,10,81,0.0,,0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3978952727983707,4.406719247264253,0.0,1.0986122886681096,0.0,0.0,0,1,0,0,0,Event-AHU/OpenEvDET,2024-08,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,Event-AHU/OpenEvDET,2024-09,3,0,0,0,0,,0,0,,0,,,True,left_only,control,control,0,0,3,7,0.0,,0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3862943611198906,2.079441541679836,0.0,1.0986122886681096,0.0,0.0,0,1,0,0,0,Event-AHU/OpenEvDET,2024-09,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,Event-AHU/OpenEvDET,2024-11,8,0,0,0,0,,0,0,,0,,,True,left_only,control,control,0,0,8,229,0.0,,0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.197224577336219,5.438079308923196,0.0,1.0986122886681096,0.0,0.0,0,1,0,0,0,Event-AHU/OpenEvDET,2024-11,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,Event-AHU/OpenEvDET,2024-12,26,0,0,0,0,,0,0,,0,,,True,left_only,control,control,0,0,26,110,0.0,,0,2,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.295836866004329,4.709530201312334,0.0,1.0986122886681096,1.9459101490553128,0.0,0,1,0,0,0,Event-AHU/OpenEvDET,2024-12,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,Event-AHU/OpenEvDET,2025-01,1,0,0,0,0,,0,0,,0,,,True,left_only,control,control,0,0,1,2,21.0,,0,1,0.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453,1.0986122886681096,3.091042453358316,0.6931471805599453,0.0,1.3862943611198906,0,1,0,0,0,Event-AHU/OpenEvDET,2025-01,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,Event-AHU/OpenEvDET,2025-02,45,3,3,740,78,,0,0,,0,3.0,3.0,True,both,control,control,0,0,45,16050,52.0,5020.0,5406,2,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.828641396489095,9.683526431913217,3.9702919135521215,1.0986122886681096,1.3862943611198906,0.0,1,1,1,1,0,Event-AHU/OpenEvDET,2025-02,60,30,30,1,0,0.5,4.110873864173311,3.4339872044851463,3.4339872044851463,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,Event-AHU/OpenEvDET,2025-03,7,0,0,0,0,,0,0,,0,,,True,left_only,control,control,0,0,7,24,80.0,5020.0,5406,2,5.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.079441541679836,3.218875824868201,4.394449154672438,1.0986122886681096,1.791759469228055,1.0986122886681096,1,1,0,0,0,Event-AHU/OpenEvDET,2025-03,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,Event-AHU/OpenEvDET,2025-04,4,0,0,0,0,,0,0,,0,,,True,left_only,control,control,0,0,4,4,111.0,5020.0,5406,2,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341005,1.6094379124341005,4.718498871295094,1.0986122886681096,1.0986122886681096,1.3862943611198906,1,1,0,0,0,Event-AHU/OpenEvDET,2025-04,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,Event-AHU/OpenEvDET,2025-05,36,2,2,396,44,,0,0,,0,2.0,2.0,True,both,control,control,0,0,36,9251,141.0,10829.0,11636,2,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.610917912644224,9.13259502335133,4.955827057601261,1.0986122886681096,1.791759469228055,0.6931471805599453,1,1,1,1,0,Event-AHU/OpenEvDET,2025-05,32,15,17,1,0,0.46875,3.4965075614664802,2.772588722239781,2.8903717578961645,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,Event-AHU/OpenEvDET,2025-07,1,0,0,0,0,,0,0,,0,,,True,left_only,control,control,0,0,1,3,202.0,10829.0,11636,1,6.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453,1.3862943611198906,5.313205979041787,0.6931471805599453,1.9459101490553128,0.6931471805599453,1,1,0,0,0,Event-AHU/OpenEvDET,2025-07,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,Event-AHU/OpenEvDET,2025-08,3,1,1,7,1,,0,0,,0,1.0,1.0,True,both,control,control,0,0,3,8,233.0,10791.0,11598,2,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.3862943611198906,2.197224577336219,5.455321115357701,1.0986122886681096,0.6931471805599453,0.6931471805599453,1,1,1,1,0,Event-AHU/OpenEvDET,2025-08,2,0,2,1,0,0.0,1.0986122886681096,0.0,1.0986122886681096,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,FFY0/AdaKV,2024-06,1,1,1,54,7,,0,0,,0,1.0,1.0,True,both,control,control,0,0,1,0,0.0,1247.0,1231,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.0,1,1,1,1,0,FFY0/AdaKV,2024-06,3,2,1,1,0,0.6666666666666666,1.3862943611198906,1.0986122886681096,0.6931471805599453,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,FFY0/AdaKV,2024-07,2,2,2,26,3,,0,0,,0,2.0,2.0,True,both,control,control,0,0,2,117428,0.0,1407.0,1393,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0986122886681096,11.67358917461138,0.0,1.0986122886681096,0.0,0.0,1,1,1,1,0,FFY0/AdaKV,2024-07,2,2,0,1,0,1.0,1.0986122886681096,1.0986122886681096,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,FFY0/AdaKV,2024-08,6,2,2,29,8,,0,0,,0,2.0,2.0,True,both,control,control,0,0,6,1707,0.0,2031.0,2053,3,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.9459101490553128,7.443078374348515,0.0,1.3862943611198906,2.197224577336219,0.0,1,1,0,0,0,FFY0/AdaKV,2024-08,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,FFY0/AdaKV,2024-11,8,3,1,16,4,,0,0,,0,1.0,1.0,True,both,control,control,0,0,9,978,76.0,2209.0,2233,2,17.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.302585092994045,6.88653164253051,4.343805421853684,1.0986122886681096,2.8903717578961645,1.0986122886681096,1,1,0,0,0,FFY0/AdaKV,2024-11,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,FFY0/AdaKV,2024-12,1,0,0,0,0,,0,0,,0,,,True,left_only,control,control,0,0,1,8,106.0,2209.0,2233,1,7.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453,2.197224577336219,4.672828834461906,0.6931471805599453,2.079441541679836,1.0986122886681096,1,1,0,0,0,FFY0/AdaKV,2024-12,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,FFY0/AdaKV,2025-01,1,1,1,36,9,,0,0,,0,1.0,1.0,True,both,control,control,0,0,1,1473,137.0,2678.0,2706,1,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471805599453,7.295735072749282,4.927253685157204,0.6931471805599453,1.791759469228055,0.0,1,1,0,0,0,FFY0/AdaKV,2025-01,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,FFY0/AdaKV,2025-06,1,0,0,0,0,,0,0,,0,,,True,left_only,control,control,0,0,1,46,288.0,2678.0,2706,1,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453,3.8501476017100575,5.666426688112432,0.6931471805599453,1.0986122886681096,0.6931471805599453,1,1,0,0,0,FFY0/AdaKV,2025-06,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,FMInference/FlexiGen,2024-04,1,1,1,5,1,,0,0,,0,1.0,1.0,True,both,control,control,0,0,1,203,0.0,661619.0,749980,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471805599453,5.318119993844216,0.0,0.6931471805599453,0.0,0.0,1,1,0,0,0,FMInference/FlexiGen,2024-04,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,FMInference/FlexiGen,2024-09,2,1,1,1,1,,0,0,,0,1.0,1.0,True,both,control,control,0,0,2,2,0.0,661619.0,749980,2,32.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0986122886681096,1.0986122886681096,0.0,1.0986122886681096,3.49650756146648,0.0,1,1,0,0,0,FMInference/FlexiGen,2024-09,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,FMInference/FlexiGen,2024-10,3,3,2,12,7,,0,0,,0,2.0,2.0,True,both,control,control,0,0,3,186,22.0,661631.0,749997,2,37.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.3862943611198906,5.231108616854587,3.1354942159291497,1.0986122886681096,3.6375861597263857,0.6931471805599453,1,1,0,0,0,FMInference/FlexiGen,2024-10,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
