repo_name,status,target_dir,note
Arcanum-Sec/msftrecon,cloned,/home/user1-system12/project-workspace/ai_code_complexity_control_repo_dataset/Arcanum-Sec_msftrecon,ok
BytedanceSpeech/seed-tts-eval,cloned,/home/user1-system12/project-workspace/ai_code_complexity_control_repo_dataset/BytedanceSpeech_seed-tts-eval,ok
DareFail/AI-Video-Boilerplate-Simple,cloned,/home/user1-system12/project-workspace/ai_code_complexity_control_repo_dataset/DareFail_AI-Video-Boilerplate-Simple,ok
DavidWittman/csrgenerator.com,cloned,/home/user1-system12/project-workspace/ai_code_complexity_control_repo_dataset/DavidWittman_csrgenerator.com,ok
GALIAIS/LimbusCompanySRA,cloned,/home/user1-system12/project-workspace/ai_code_complexity_control_repo_dataset/GALIAIS_LimbusCompanySRA,ok
Heir-of-God/Project-S,cloned,/home/user1-system12/project-workspace/ai_code_complexity_control_repo_dataset/Heir-of-God_Project-S,ok
KylinMountain/graphrag-server,cloned,/home/user1-system12/project-workspace/ai_code_complexity_control_repo_dataset/KylinMountain_graphrag-server,ok
Lightning-AI/lightning-thunder,cloned,/home/user1-system12/project-workspace/ai_code_complexity_control_repo_dataset/Lightning-AI_lightning-thunder,ok
NVIDIA/RULER,cloned,/home/user1-system12/project-workspace/ai_code_complexity_control_repo_dataset/NVIDIA_RULER,ok
RI-imaging/radontea,cloned,/home/user1-system12/project-workspace/ai_code_complexity_control_repo_dataset/RI-imaging_radontea,ok
Rosan-D43/Design-project-1,cloned,/home/user1-system12/project-workspace/ai_code_complexity_control_repo_dataset/Rosan-D43_Design-project-1,ok
TTPlanetPig/Comfyui_JC2,cloned,/home/user1-system12/project-workspace/ai_code_complexity_control_repo_dataset/TTPlanetPig_Comfyui_JC2,ok
algorandfoundation/algokit-utils-py,cloned,/home/user1-system12/project-workspace/ai_code_complexity_control_repo_dataset/algorandfoundation_algokit-utils-py,ok
andrei8055/SOAPI,cloned,/home/user1-system12/project-workspace/ai_code_complexity_control_repo_dataset/andrei8055_SOAPI,ok
ayushtewari/DFM,cloned,/home/user1-system12/project-workspace/ai_code_complexity_control_repo_dataset/ayushtewari_DFM,ok
benedekrozemberczki/awesome-gradient-boosting-papers,cloned,/home/user1-system12/project-workspace/ai_code_complexity_control_repo_dataset/benedekrozemberczki_awesome-gradient-boosting-papers,ok
cmaclell/py_search,cloned,/home/user1-system12/project-workspace/ai_code_complexity_control_repo_dataset/cmaclell_py_search,ok
community-of-python/circuit-breaker-box,cloned,/home/user1-system12/project-workspace/ai_code_complexity_control_repo_dataset/community-of-python_circuit-breaker-box,ok
explosion/spacy-layout,cloned,/home/user1-system12/project-workspace/ai_code_complexity_control_repo_dataset/explosion_spacy-layout,ok
facebookresearch/videoseal,cloned,/home/user1-system12/project-workspace/ai_code_complexity_control_repo_dataset/facebookresearch_videoseal,ok
hjhxy/2023-Chinese-Collegiate-Computing-Competition,cloned,/home/user1-system12/project-workspace/ai_code_complexity_control_repo_dataset/hjhxy_2023-Chinese-Collegiate-Computing-Competition,ok
iwyxdxl/WeChatBot_WXAUTO_SE,cloned,/home/user1-system12/project-workspace/ai_code_complexity_control_repo_dataset/iwyxdxl_WeChatBot_WXAUTO_SE,ok
janbjorge/pipegate,cloned,/home/user1-system12/project-workspace/ai_code_complexity_control_repo_dataset/janbjorge_pipegate,ok
kienmarkdo/Cybersecurity-Mini-Projects,cloned,/home/user1-system12/project-workspace/ai_code_complexity_control_repo_dataset/kienmarkdo_Cybersecurity-Mini-Projects,ok
lezhang7/MSAGen,cloned,/home/user1-system12/project-workspace/ai_code_complexity_control_repo_dataset/lezhang7_MSAGen,ok
multimodal-art-projection/YuE,cloned,/home/user1-system12/project-workspace/ai_code_complexity_control_repo_dataset/multimodal-art-projection_YuE,ok
robotframework/statuschecker,cloned,/home/user1-system12/project-workspace/ai_code_complexity_control_repo_dataset/robotframework_statuschecker,ok
sair-lab/iMTSP,cloned,/home/user1-system12/project-workspace/ai_code_complexity_control_repo_dataset/sair-lab_iMTSP,ok
selfedu-rus/neuro-pytorch,cloned,/home/user1-system12/project-workspace/ai_code_complexity_control_repo_dataset/selfedu-rus_neuro-pytorch,ok
shinjiwlab/versa,cloned,/home/user1-system12/project-workspace/ai_code_complexity_control_repo_dataset/shinjiwlab_versa,ok
simonw/llm-jq,cloned,/home/user1-system12/project-workspace/ai_code_complexity_control_repo_dataset/simonw_llm-jq,ok
smkrv/ha-text-ai,cloned,/home/user1-system12/project-workspace/ai_code_complexity_control_repo_dataset/smkrv_ha-text-ai,ok
weaviate/Verba,cloned,/home/user1-system12/project-workspace/ai_code_complexity_control_repo_dataset/weaviate_Verba,ok
xairy/lights-out,cloned,/home/user1-system12/project-workspace/ai_code_complexity_control_repo_dataset/xairy_lights-out,ok
xob0t/google_photos_mobile_client,cloned,/home/user1-system12/project-workspace/ai_code_complexity_control_repo_dataset/xob0t_google_photos_mobile_client,ok
yuvraj108c/ComfyUI_InvSR,cloned,/home/user1-system12/project-workspace/ai_code_complexity_control_repo_dataset/yuvraj108c_ComfyUI_InvSR,ok
yuweihao/MambaOut,cloned,/home/user1-system12/project-workspace/ai_code_complexity_control_repo_dataset/yuweihao_MambaOut,ok
zlynpu/3DFMNet,cloned,/home/user1-system12/project-workspace/ai_code_complexity_control_repo_dataset/zlynpu_3DFMNet,ok
