dataset_source,repo_name,time,treatment_group,active_treatment,is_treatment,event,post_event,time_to_event,treatment_period,input_commit_pairs,eligible_commit_pairs,python_file_change_audits,audited_commit_pairs,current_blob_attempts,parent_blob_attempts,blob_parse_attempts,unique_blob_revisions_attempted,parse_exclusion_records,current_file_parse_exclusions,parent_file_parse_exclusions,unique_excluded_blob_revisions,commit_pairs_with_parse_exclusions,has_parse_exclusion,commit_pair_parse_exclusion_rate,current_file_parse_exclusion_rate,parent_file_parse_exclusion_rate,blob_parse_exclusion_record_rate,unique_blob_parse_exclusion_rate
treatment,getsentry/sentry,2025-02,1,1,1,2025-02,1,0.0,event_month,1403,1402,2057,569,2057,1939,3996,3982,16,16,0,16,15,1,0.010699001426533523,0.007778317938745746,0.0,0.004004004004004004,0.004018081366147665
treatment,getsentry/sentry,2025-03,1,1,1,2025-02,1,1.0,post_event,1777,1776,2548,727,2548,2289,4837,4760,51,50,1,51,49,1,0.02759009009009009,0.019623233908948195,0.00043687199650502403,0.01054372544965888,0.010714285714285714
treatment,getsentry/sentry,2025-04,1,1,1,2025-02,1,2.0,post_event,1981,1980,3208,842,3208,2952,6160,6123,41,35,6,41,34,1,0.01717171717171717,0.010910224438902744,0.0020325203252032522,0.0066558441558441555,0.0066960640209047856
treatment,getsentry/sentry,2025-05,1,1,1,2025-02,1,3.0,post_event,1593,1591,2193,713,2193,1997,4190,4176,41,40,1,41,38,1,0.023884349465744813,0.01823985408116735,0.000500751126690035,0.009785202863961813,0.009818007662835249
treatment,getsentry/sentry,2025-06,1,1,1,2025-02,1,4.0,post_event,1738,1735,2588,778,2588,2272,4860,4839,114,112,2,114,63,1,0.03631123919308357,0.04327666151468315,0.0008802816901408451,0.02345679012345679,0.023558586484810913
treatment,getsentry/sentry,2025-07,1,1,1,2025-02,1,5.0,post_event,1816,1815,6117,898,6117,5842,11959,11946,90,88,2,90,66,1,0.03636363636363636,0.014386136995259114,0.00034234851078397807,0.007525712852245171,0.007533902561526871
treatment,getsentry/sentry,2025-08,1,1,1,2025-02,1,6.0,post_event,1202,1201,5896,632,5896,5586,11482,11461,116,115,1,116,57,1,0.04746044962531224,0.019504748982360924,0.00017901897601145723,0.010102769552342798,0.010121280865544018
treatment,grapeot/web_agentic_ai,2025-02,1,1,1,2025-02,1,0.0,event_month,46,33,75,22,75,44,119,112,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,grapeot/web_agentic_ai,2025-03,1,1,1,2025-02,1,1.0,post_event,27,22,8,3,8,8,16,16,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,hyperb1iss/droidmind,2025-02,1,0,0,2025-03,0,-1.0,pre_event,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
treatment,hyperb1iss/droidmind,2025-03,1,1,1,2025-03,1,0.0,event_month,60,60,222,45,222,175,397,344,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,hyperb1iss/droidmind,2025-05,1,1,1,2025-03,1,2.0,post_event,21,21,35,13,35,33,68,58,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,ilanbenb/wa_llm,2024-12,1,0,0,2025-02,0,-2.0,pre_event,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
treatment,ilanbenb/wa_llm,2025-01,1,0,0,2025-02,0,-1.0,pre_event,71,61,150,52,150,118,268,214,2,1,1,2,2,1,0.03278688524590164,0.006666666666666667,0.00847457627118644,0.007462686567164179,0.009345794392523364
treatment,ilanbenb/wa_llm,2025-02,1,1,1,2025-02,1,0.0,event_month,52,48,107,42,107,81,188,167,17,16,1,17,15,1,0.3125,0.14953271028037382,0.012345679012345678,0.09042553191489362,0.10179640718562874
treatment,ilanbenb/wa_llm,2025-03,1,1,1,2025-02,1,1.0,post_event,9,8,29,8,29,25,54,50,2,2,0,2,2,1,0.25,0.06896551724137931,0.0,0.037037037037037035,0.04
treatment,ilanbenb/wa_llm,2025-04,1,1,1,2025-02,1,2.0,post_event,2,2,16,2,16,15,31,31,1,1,0,1,1,1,0.5,0.0625,0.0,0.03225806451612903,0.03225806451612903
treatment,ilanbenb/wa_llm,2025-05,1,1,1,2025-02,1,3.0,post_event,19,19,30,15,30,29,59,54,1,1,0,1,1,1,0.05263157894736842,0.03333333333333333,0.0,0.01694915254237288,0.018518518518518517
treatment,ilanbenb/wa_llm,2025-06,1,1,1,2025-02,1,4.0,post_event,24,24,64,22,64,49,113,106,5,5,0,5,5,1,0.20833333333333334,0.078125,0.0,0.04424778761061947,0.04716981132075472
treatment,ilanbenb/wa_llm,2025-07,1,1,1,2025-02,1,5.0,post_event,14,14,20,7,20,17,37,34,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,ilanbenb/wa_llm,2025-08,1,1,1,2025-02,1,6.0,post_event,2,2,5,1,5,4,9,9,1,1,0,1,1,1,0.5,0.2,0.0,0.1111111111111111,0.1111111111111111
treatment,instructor-ai/instructor,2024-01,1,0,0,2025-03,0,-14.0,pre_event,61,61,64,25,64,44,108,99,2,1,1,2,2,1,0.03278688524590164,0.015625,0.022727272727272728,0.018518518518518517,0.020202020202020204
treatment,instructor-ai/instructor,2024-02,1,0,0,2025-03,0,-13.0,pre_event,100,100,80,40,80,61,141,136,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,instructor-ai/instructor,2024-03,1,0,0,2025-03,0,-12.0,pre_event,66,66,115,31,115,98,213,195,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,instructor-ai/instructor,2024-04,1,0,0,2025-03,0,-11.0,pre_event,72,72,311,43,311,292,603,594,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,instructor-ai/instructor,2024-05,1,0,0,2025-03,0,-10.0,pre_event,64,61,120,39,120,89,209,199,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,instructor-ai/instructor,2024-06,1,0,0,2025-03,0,-9.0,pre_event,45,44,52,12,52,47,99,98,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,instructor-ai/instructor,2024-07,1,0,0,2025-03,0,-8.0,pre_event,47,47,61,22,61,50,111,107,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,instructor-ai/instructor,2024-08,1,0,0,2025-03,0,-7.0,pre_event,20,20,46,13,46,43,89,83,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,instructor-ai/instructor,2024-09,1,0,0,2025-03,0,-6.0,pre_event,42,41,42,15,42,33,75,71,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,instructor-ai/instructor,2024-10,1,0,0,2025-03,0,-5.0,pre_event,60,59,105,29,105,75,180,177,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,instructor-ai/instructor,2024-11,1,0,0,2025-03,0,-4.0,pre_event,35,35,49,14,49,34,83,83,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,instructor-ai/instructor,2024-12,1,0,0,2025-03,0,-3.0,pre_event,20,20,27,8,27,27,54,54,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,instructor-ai/instructor,2025-01,1,0,0,2025-03,0,-2.0,pre_event,3,3,2,2,2,2,4,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,instructor-ai/instructor,2025-02,1,0,0,2025-03,0,-1.0,pre_event,4,4,1,1,1,1,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,instructor-ai/instructor,2025-03,1,1,1,2025-03,1,0.0,event_month,46,46,140,20,140,111,251,243,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,instructor-ai/instructor,2025-04,1,1,1,2025-03,1,1.0,post_event,19,19,15,5,15,12,27,25,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,instructor-ai/instructor,2025-05,1,1,1,2025-03,1,2.0,post_event,37,36,88,16,88,78,166,164,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,instructor-ai/instructor,2025-06,1,1,1,2025-03,1,3.0,post_event,30,29,53,16,53,44,97,92,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,instructor-ai/instructor,2025-07,1,1,1,2025-03,1,4.0,post_event,72,72,337,53,337,247,584,555,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,instructor-ai/instructor,2025-08,1,1,1,2025-03,1,5.0,post_event,46,35,23,18,23,20,43,37,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,jmurth1234/ClaudePlayer,2025-02,1,0,0,2025-03,0,-1.0,pre_event,6,6,7,3,7,4,11,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,jmurth1234/ClaudePlayer,2025-03,1,1,1,2025-03,1,0.0,event_month,6,6,31,5,31,12,43,33,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,keephq/keep,2024-01,1,0,0,2025-03,0,-14.0,pre_event,67,67,148,41,148,131,279,273,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,keephq/keep,2024-02,1,0,0,2025-03,0,-13.0,pre_event,82,82,106,51,106,89,195,189,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,keephq/keep,2024-03,1,0,0,2025-03,0,-12.0,pre_event,108,108,156,78,156,147,303,297,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,keephq/keep,2024-04,1,0,0,2025-03,0,-11.0,pre_event,109,109,147,70,147,124,271,260,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,keephq/keep,2024-05,1,0,0,2025-03,0,-10.0,pre_event,62,62,70,37,70,65,135,130,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,keephq/keep,2024-06,1,0,0,2025-03,0,-9.0,pre_event,105,80,105,38,105,75,180,176,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,keephq/keep,2024-07,1,0,0,2025-03,0,-8.0,pre_event,168,150,261,107,261,236,497,472,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,keephq/keep,2024-08,1,0,0,2025-03,0,-7.0,pre_event,138,123,246,89,246,207,453,430,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,keephq/keep,2024-09,1,0,0,2025-03,0,-6.0,pre_event,136,129,431,91,431,370,801,765,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,keephq/keep,2024-10,1,0,0,2025-03,0,-5.0,pre_event,106,106,211,67,211,186,397,383,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,keephq/keep,2024-11,1,0,0,2025-03,0,-4.0,pre_event,132,132,343,78,343,303,646,632,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,keephq/keep,2024-12,1,0,0,2025-03,0,-3.0,pre_event,119,119,293,79,293,273,566,554,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,keephq/keep,2025-01,1,0,0,2025-03,0,-2.0,pre_event,118,118,240,83,240,192,432,427,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,keephq/keep,2025-02,1,0,0,2025-03,0,-1.0,pre_event,201,201,309,132,309,268,577,563,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,keephq/keep,2025-03,1,1,1,2025-03,1,0.0,event_month,245,245,508,166,508,457,965,955,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,keephq/keep,2025-04,1,1,1,2025-03,1,1.0,post_event,135,135,227,97,227,213,440,436,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,keephq/keep,2025-05,1,1,1,2025-03,1,2.0,post_event,109,109,227,85,227,199,426,416,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,keephq/keep,2025-06,1,1,1,2025-03,1,3.0,post_event,63,63,86,39,86,75,161,159,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,keephq/keep,2025-07,1,1,1,2025-03,1,4.0,post_event,31,31,45,17,45,40,85,84,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,keephq/keep,2025-08,1,1,1,2025-03,1,5.0,post_event,19,19,42,16,42,35,77,75,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,leettools-dev/leettools,2024-12,1,0,0,2025-03,0,-3.0,pre_event,34,31,750,23,750,232,982,937,2,1,1,2,2,1,0.06451612903225806,0.0013333333333333333,0.004310344827586207,0.002036659877800407,0.0021344717182497333
treatment,leettools-dev/leettools,2025-01,1,0,0,2025-03,0,-2.0,pre_event,37,37,282,25,282,263,545,526,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,leettools-dev/leettools,2025-02,1,0,0,2025-03,0,-1.0,pre_event,31,28,211,20,211,142,353,342,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,leettools-dev/leettools,2025-03,1,1,1,2025-03,1,0.0,event_month,25,25,130,17,130,115,245,235,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,leettools-dev/leettools,2025-04,1,1,1,2025-03,1,1.0,post_event,10,10,87,8,87,81,168,160,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,loftwah/auto-jira,2025-02,1,1,1,2025-02,1,0.0,event_month,34,34,47,29,47,40,87,65,2,1,1,1,2,1,0.058823529411764705,0.02127659574468085,0.025,0.022988505747126436,0.015384615384615385
treatment,lss233/kirara-ai,2024-02,1,0,0,2025-02,0,-12.0,pre_event,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,lss233/kirara-ai,2024-12,1,0,0,2025-02,0,-2.0,pre_event,3,3,50,3,50,14,64,64,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,lss233/kirara-ai,2025-01,1,0,0,2025-02,0,-1.0,pre_event,4,4,23,4,23,20,43,37,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,lss233/kirara-ai,2025-02,1,1,1,2025-02,1,0.0,event_month,132,125,908,100,908,777,1685,1583,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,lss233/kirara-ai,2025-03,1,1,1,2025-02,1,1.0,post_event,129,106,351,83,351,266,617,580,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,lss233/kirara-ai,2025-04,1,1,1,2025-02,1,2.0,post_event,55,44,358,34,358,337,695,647,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,lss233/kirara-ai,2025-05,1,1,1,2025-02,1,3.0,post_event,29,22,92,20,92,70,162,141,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,lss233/kirara-ai,2025-06,1,1,1,2025-02,1,4.0,post_event,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
treatment,martinnormark/neural-mesh-simplification,2024-08,1,0,0,2025-01,0,-5.0,pre_event,59,59,88,43,88,46,134,115,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,martinnormark/neural-mesh-simplification,2024-12,1,0,0,2025-01,0,-1.0,pre_event,1,1,3,1,3,0,3,3,0,0,0,0,0,0,0.0,0.0,,0.0,0.0
treatment,martinnormark/neural-mesh-simplification,2025-01,1,1,1,2025-01,1,0.0,event_month,79,68,154,56,154,143,297,278,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,martinnormark/neural-mesh-simplification,2025-02,1,1,1,2025-01,1,1.0,post_event,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
treatment,martinnormark/neural-mesh-simplification,2025-03,1,1,1,2025-01,1,2.0,post_event,1,1,25,1,25,25,50,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,matebenyovszky/healing-agent,2024-10,1,1,1,2024-10,1,0.0,event_month,8,7,59,5,59,29,88,80,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,matebenyovszky/healing-agent,2024-11,1,1,1,2024-10,1,1.0,post_event,6,5,31,4,31,24,55,47,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,matebenyovszky/healing-agent,2025-01,1,1,1,2024-10,1,3.0,post_event,4,3,4,1,4,3,7,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,namuan/trading-utils,2024-02,1,0,0,2024-11,0,-9.0,pre_event,5,5,5,5,5,1,6,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,namuan/trading-utils,2024-03,1,0,0,2024-11,0,-8.0,pre_event,8,8,10,7,10,8,18,17,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,namuan/trading-utils,2024-04,1,0,0,2024-11,0,-7.0,pre_event,21,21,16,12,16,9,25,25,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,namuan/trading-utils,2024-05,1,0,0,2024-11,0,-6.0,pre_event,11,11,11,10,11,8,19,18,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,namuan/trading-utils,2024-06,1,0,0,2024-11,0,-5.0,pre_event,10,10,11,8,11,8,19,17,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,namuan/trading-utils,2024-07,1,0,0,2024-11,0,-4.0,pre_event,1,1,3,1,3,2,5,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,namuan/trading-utils,2024-08,1,0,0,2024-11,0,-3.0,pre_event,91,91,98,87,98,83,181,143,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,namuan/trading-utils,2024-09,1,0,0,2024-11,0,-2.0,pre_event,19,19,116,16,116,110,226,209,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,namuan/trading-utils,2024-10,1,0,0,2024-11,0,-1.0,pre_event,23,23,9,8,9,6,15,13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,namuan/trading-utils,2024-11,1,1,1,2024-11,1,0.0,event_month,116,116,129,99,129,116,245,186,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,namuan/trading-utils,2024-12,1,1,1,2024-11,1,1.0,post_event,133,133,174,119,174,153,327,255,2,2,0,2,2,1,0.015037593984962405,0.011494252873563218,0.0,0.0061162079510703364,0.00784313725490196
treatment,namuan/trading-utils,2025-01,1,1,1,2024-11,1,2.0,post_event,29,29,29,28,29,25,54,33,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,namuan/trading-utils,2025-02,1,1,1,2024-11,1,3.0,post_event,41,41,38,37,38,33,71,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,namuan/trading-utils,2025-03,1,1,1,2024-11,1,4.0,post_event,4,4,3,3,3,3,6,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,nextml-code/pytorch-datastream,2024-08,1,0,0,2025-01,0,-5.0,pre_event,4,4,10,2,10,10,20,19,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,nextml-code/pytorch-datastream,2024-09,1,0,0,2025-01,0,-4.0,pre_event,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
treatment,nextml-code/pytorch-datastream,2025-01,1,1,1,2025-01,1,0.0,event_month,8,8,4,2,4,3,7,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,osomai/servicenow-mcp,2025-03,1,1,1,2025-03,1,0.0,event_month,29,21,101,18,101,40,141,126,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,osomai/servicenow-mcp,2025-04,1,1,1,2025-03,1,1.0,post_event,5,3,8,3,8,7,15,15,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,osomai/servicenow-mcp,2025-05,1,1,1,2025-03,1,2.0,post_event,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
treatment,osomai/servicenow-mcp,2025-06,1,1,1,2025-03,1,3.0,post_event,2,2,10,2,10,5,15,15,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,osomai/servicenow-mcp,2025-08,1,1,1,2025-03,1,5.0,post_event,2,1,3,1,3,3,6,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,panther-labs/panther-analysis,2024-01,1,0,0,2025-03,0,-14.0,pre_event,33,33,11,4,11,9,20,20,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,panther-labs/panther-analysis,2024-02,1,0,0,2025-03,0,-13.0,pre_event,45,43,53,20,53,20,73,71,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,panther-labs/panther-analysis,2024-03,1,0,0,2025-03,0,-12.0,pre_event,19,18,42,8,42,35,77,72,2,1,1,2,2,1,0.1111111111111111,0.023809523809523808,0.02857142857142857,0.025974025974025976,0.027777777777777776
treatment,panther-labs/panther-analysis,2024-04,1,0,0,2025-03,0,-11.0,pre_event,29,29,34,16,34,22,56,56,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,panther-labs/panther-analysis,2024-05,1,0,0,2025-03,0,-10.0,pre_event,3,3,5,2,5,1,6,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,panther-labs/panther-analysis,2024-06,1,0,0,2025-03,0,-9.0,pre_event,35,35,61,14,61,45,106,98,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,panther-labs/panther-analysis,2024-07,1,0,0,2025-03,0,-8.0,pre_event,44,37,59,21,59,33,92,91,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,panther-labs/panther-analysis,2024-08,1,0,0,2025-03,0,-7.0,pre_event,53,33,41,20,41,37,78,76,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,panther-labs/panther-analysis,2024-09,1,0,0,2025-03,0,-6.0,pre_event,29,26,49,14,49,23,72,72,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,panther-labs/panther-analysis,2024-10,1,0,0,2025-03,0,-5.0,pre_event,35,30,543,14,543,527,1070,1070,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,panther-labs/panther-analysis,2024-11,1,0,0,2025-03,0,-4.0,pre_event,24,22,59,13,59,28,87,87,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,panther-labs/panther-analysis,2024-12,1,0,0,2025-03,0,-3.0,pre_event,13,11,18,8,18,11,29,29,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,panther-labs/panther-analysis,2025-01,1,0,0,2025-03,0,-2.0,pre_event,49,44,57,24,57,24,81,81,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,panther-labs/panther-analysis,2025-02,1,0,0,2025-03,0,-1.0,pre_event,34,32,21,12,21,12,33,33,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,panther-labs/panther-analysis,2025-03,1,1,1,2025-03,1,0.0,event_month,35,29,35,19,35,18,53,53,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,panther-labs/panther-analysis,2025-04,1,1,1,2025-03,1,1.0,post_event,34,30,51,20,51,49,100,100,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,panther-labs/panther-analysis,2025-05,1,1,1,2025-03,1,2.0,post_event,14,12,11,8,11,11,22,22,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,panther-labs/panther-analysis,2025-06,1,1,1,2025-03,1,3.0,post_event,15,13,6,6,6,6,12,12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,panther-labs/panther-analysis,2025-07,1,1,1,2025-03,1,4.0,post_event,23,18,15,10,15,6,21,21,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,panther-labs/panther-analysis,2025-08,1,1,1,2025-03,1,5.0,post_event,26,22,160,8,160,140,300,300,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,raphaelmansuy/code2prompt,2024-03,1,0,0,2024-09,0,-6.0,pre_event,26,25,17,9,17,9,26,22,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,raphaelmansuy/code2prompt,2024-06,1,0,0,2024-09,0,-3.0,pre_event,46,45,97,28,97,67,164,136,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,raphaelmansuy/code2prompt,2024-07,1,0,0,2024-09,0,-2.0,pre_event,60,55,73,22,73,42,115,109,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,raphaelmansuy/code2prompt,2024-09,1,1,1,2024-09,1,0.0,event_month,6,6,44,5,44,32,76,73,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,raphaelmansuy/code2prompt,2024-12,1,1,1,2024-09,1,3.0,post_event,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
treatment,raphaelmansuy/code2prompt,2025-01,1,1,1,2024-09,1,4.0,post_event,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
treatment,raphaelmansuy/iteration_of_tought,2024-09,1,1,1,2024-09,1,0.0,event_month,21,19,13,11,13,10,23,17,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,samuelgursky/davinci-resolve-mcp,2025-03,1,1,1,2025-03,1,0.0,event_month,13,13,48,7,48,13,61,60,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,samuelgursky/davinci-resolve-mcp,2025-04,1,1,1,2025-03,1,1.0,post_event,2,2,1,1,1,1,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,sbomify/sbomify,2025-01,1,1,1,2025-01,1,0.0,event_month,16,11,164,2,164,12,176,176,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,sbomify/sbomify,2025-02,1,1,1,2025-01,1,1.0,post_event,53,42,63,24,63,56,119,102,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,sbomify/sbomify,2025-03,1,1,1,2025-01,1,2.0,post_event,17,10,16,3,16,11,27,27,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,sbomify/sbomify,2025-04,1,1,1,2025-01,1,3.0,post_event,11,9,28,6,28,26,54,52,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,sbomify/sbomify,2025-05,1,1,1,2025-01,1,4.0,post_event,150,103,216,63,216,186,402,367,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,sbomify/sbomify,2025-06,1,1,1,2025-01,1,5.0,post_event,69,44,117,28,117,91,208,197,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,sbomify/sbomify,2025-07,1,1,1,2025-01,1,6.0,post_event,170,109,361,55,361,284,645,610,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,sbomify/sbomify,2025-08,1,1,1,2025-01,1,7.0,post_event,123,79,88,36,88,74,162,151,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,sirkirby/unifi-network-rules,2024-09,1,0,0,2025-03,0,-6.0,pre_event,9,9,23,4,23,15,38,33,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,sirkirby/unifi-network-rules,2024-11,1,0,0,2025-03,0,-4.0,pre_event,1,1,6,1,6,6,12,12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,sirkirby/unifi-network-rules,2024-12,1,0,0,2025-03,0,-3.0,pre_event,1,1,4,1,4,4,8,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
