repo_name,time,is_treatment,event,post_event,time_to_event,lead_6,lead_5,lead_4,lead_3,lead_2,lead_1,lag_0,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,cursor,commits,lines_added,lines_removed,contributors,stars,issues,issue_comments,age,ncloc,bugs,vulnerabilities,code_smells,duplicated_lines_density,comment_lines_density,cognitive_complexity,technical_debt,num_dependencies_total,num_vulnerable_dependencies,average_technical_lag,dataset_source,other_agents,high_confidence
Apocrathia/home-assistant-config,2025-01,0,2025-02,0,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,22,465,213,2,0.0,0.0,0.0,2436.0,48.0,0.0,0.0,0.0,0.0,28.4,6.0,0.0,,,,treatment,,
Apocrathia/home-assistant-config,2025-02,1,2025-02,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,7,207,78,1,0.0,0.0,0.0,2467.0,48.0,0.0,0.0,0.0,0.0,28.4,6.0,0.0,,,,treatment,False,True
Apocrathia/home-assistant-config,2025-03,1,2025-02,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,4,16,9,1,0.0,0.0,0.0,2495.0,48.0,0.0,0.0,0.0,0.0,28.4,6.0,0.0,,,,treatment,False,False
Apocrathia/home-assistant-config,2025-05,1,2025-02,1,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,1,1,1,1,0.0,0.0,0.0,2556.0,48.0,0.0,0.0,0.0,0.0,28.4,6.0,0.0,,,,treatment,False,False
Apocrathia/home-assistant-config,2025-06,1,2025-02,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,1,14,2,1,0.0,0.0,0.0,2587.0,57.0,0.0,0.0,1.0,0.0,27.8,19.0,8.0,,,,treatment,False,False
Apocrathia/home-assistant-config,2025-07,1,2025-02,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,26,855,159,3,0.0,0.0,1.0,2617.0,57.0,0.0,0.0,1.0,0.0,27.8,19.0,8.0,,,,treatment,False,False
Apocrathia/home-assistant-config,2025-08,1,2025-02,1,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,7,133,35,3,0.0,0.0,0.0,2648.0,57.0,0.0,0.0,1.0,0.0,27.8,19.0,8.0,,,,treatment,False,False
Aronnaxx/Behold-Urwar-Droid-Concepts,2025-03,1,2025-03,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,64,357094,344695,3,12.0,0.0,0.0,0.0,2816.0,0.0,1.0,48.0,11.1,13.1,546.0,615.0,,,,treatment,True,True
Aronnaxx/Behold-Urwar-Droid-Concepts,2025-04,1,2025-03,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,2,3,1,1,1.0,0.0,0.0,13.0,2816.0,0.0,1.0,48.0,11.1,13.1,546.0,615.0,,,,treatment,True,False
Aronnaxx/Behold-Urwar-Droid-Concepts,2025-06,1,2025-03,1,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,1,3,3,1,0.0,0.0,0.0,74.0,2816.0,0.0,1.0,48.0,11.1,13.1,546.0,615.0,,,,treatment,True,False
Aronnaxx/Behold-Urwar-Droid-Concepts,2025-08,1,2025-03,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,1,1009,1,1,0.0,0.0,0.0,0.0,3446.0,0.0,1.0,54.0,26.2,12.4,606.0,631.0,,,,treatment,True,False
Chocksy/qc-options-framework,2024-04,0,2025-03,0,-11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,4,7346,12,1,1.0,2.0,0.0,0.0,4015.0,2.0,0.0,744.0,0.0,35.6,852.0,2296.0,,,,treatment,,
Chocksy/qc-options-framework,2024-06,0,2025-03,0,-9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,11,462,501,2,5.0,10.0,2.0,36.0,4102.0,2.0,0.0,769.0,0.0,33.8,882.0,2386.0,,,,treatment,,
Chocksy/qc-options-framework,2024-07,0,2025-03,0,-8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,5,246,159,2,0.0,0.0,4.0,66.0,4158.0,2.0,0.0,783.0,0.0,33.2,891.0,2446.0,,,,treatment,,
Chocksy/qc-options-framework,2024-08,0,2025-03,0,-7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,18,4116,1083,3,1.0,4.0,8.0,97.0,4446.0,3.0,0.0,844.0,1.7,43.9,982.0,2600.0,,,,treatment,,
Chocksy/qc-options-framework,2024-09,0,2025-03,0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,16,1088,608,2,1.0,11.0,14.0,128.0,4610.0,3.0,0.0,850.0,1.7,42.6,1050.0,2635.0,,,,treatment,,
Chocksy/qc-options-framework,2024-10,0,2025-03,0,-5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,2,46,14,1,0.0,1.0,0.0,158.0,4624.0,3.0,0.0,852.0,1.7,42.6,1057.0,2649.0,,,,treatment,,
Chocksy/qc-options-framework,2024-11,0,2025-03,0,-4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,27,8666,1236,1,1.0,2.0,2.0,189.0,9256.0,3.0,0.0,852.0,2.2,31.0,1132.0,2649.0,,,,treatment,,
Chocksy/qc-options-framework,2024-12,0,2025-03,0,-3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,9,316,148,1,0.0,2.0,5.0,219.0,9381.0,2.0,0.0,860.0,2.1,30.9,1173.0,2725.0,,,,treatment,,
Chocksy/qc-options-framework,2025-01,0,2025-03,0,-2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,3,73,7,2,0.0,0.0,2.0,250.0,9423.0,2.0,0.0,860.0,2.1,30.9,1173.0,2725.0,,,,treatment,,
Chocksy/qc-options-framework,2025-03,1,2025-03,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,5,6077,1105,1,3.0,0.0,1.0,309.0,9842.0,3.0,0.0,871.0,1.6,30.5,1265.0,2783.0,,,,treatment,True,True
DannyMac180/mirror,2024-12,1,2024-12,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,15,7096,1779,1,8.0,0.0,0.0,226.0,2839.0,0.0,1.0,17.0,1.3,27.1,398.0,132.0,,,,treatment,False,True
DataDog/integrations-core,2024-01,0,2025-03,0,-14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,235,48568,7872,45,10.0,10.0,438.0,2819.0,345443.0,49.0,25.0,1832.0,11.7,12.5,35374.0,16390.0,,,,treatment,,
DataDog/integrations-core,2024-02,0,2025-03,0,-13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,199,44603,13161,51,5.0,7.0,418.0,2850.0,346162.0,49.0,26.0,1808.0,11.6,12.5,35292.0,16207.0,,,,treatment,,
DataDog/integrations-core,2024-03,0,2025-03,0,-12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,220,115076,16734,52,16.0,9.0,473.0,2879.0,352701.0,50.0,26.0,1820.0,11.8,12.4,35585.0,16334.0,,,,treatment,,
DataDog/integrations-core,2024-04,0,2025-03,0,-11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,110,21104,3587,37,10.0,8.0,284.0,2910.0,359940.0,50.0,26.0,1840.0,11.7,12.2,36020.0,16471.0,,,,treatment,,
DataDog/integrations-core,2024-05,0,2025-03,0,-10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,141,29120,3821,45,6.0,6.0,241.0,2940.0,365585.0,51.0,26.0,1858.0,11.8,12.2,36367.0,16601.0,,,,treatment,,
DataDog/integrations-core,2024-06,0,2025-03,0,-9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,155,13412,4653,44,12.0,5.0,369.0,2971.0,367561.0,51.0,26.0,1884.0,11.9,12.1,36310.0,16641.0,,,,treatment,,
DataDog/integrations-core,2024-07,0,2025-03,0,-8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,148,108977,6988,53,8.0,5.0,319.0,3001.0,374279.0,51.0,26.0,1900.0,11.8,12.0,36650.0,16734.0,,,,treatment,,
DataDog/integrations-core,2024-08,0,2025-03,0,-7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,209,59996,5918,53,21.0,6.0,385.0,3032.0,378961.0,51.0,27.0,1932.0,11.8,12.0,37021.0,16867.0,,,,treatment,,
DataDog/integrations-core,2024-09,0,2025-03,0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,171,114966,22299,53,10.0,8.0,323.0,3063.0,390689.0,62.0,28.0,1954.0,13.7,11.4,36956.0,17091.0,,,,treatment,,
DataDog/integrations-core,2024-10,0,2025-03,0,-5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,141,100590,78175,55,12.0,13.0,260.0,3093.0,371198.0,62.0,28.0,1913.0,11.2,11.8,37050.0,16931.0,,,,treatment,,
DataDog/integrations-core,2024-11,0,2025-03,0,-4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,128,82686,5126,51,9.0,28.0,347.0,3124.0,374936.0,62.0,26.0,1924.0,11.2,11.8,37316.0,17031.0,,,,treatment,,
DataDog/integrations-core,2024-12,0,2025-03,0,-3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,111,59478,2322,46,10.0,11.0,277.0,3154.0,379027.0,62.0,26.0,1942.0,11.3,11.8,37528.0,17136.0,,,,treatment,,
DataDog/integrations-core,2025-01,0,2025-03,0,-2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,137,73303,6537,41,10.0,5.0,297.0,3185.0,384328.0,62.0,26.0,1951.0,11.4,11.7,37821.0,17175.0,,,,treatment,,
DataDog/integrations-core,2025-02,0,2025-03,0,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,153,97879,4721,48,28.0,13.0,221.0,3216.0,384805.0,62.0,26.0,1942.0,11.5,11.7,37891.0,17072.0,,,,treatment,,
DataDog/integrations-core,2025-03,1,2025-03,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,149,55897,6165,61,9.0,8.0,284.0,3244.0,388224.0,58.0,26.0,1948.0,11.5,11.5,38266.0,17191.0,,,,treatment,False,True
DataDog/integrations-core,2025-04,1,2025-03,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,True,154,46834,3096,61,10.0,15.0,241.0,3275.0,389944.0,60.0,26.0,1955.0,11.6,11.5,38446.0,17269.0,,,,treatment,False,True
DataDog/integrations-core,2025-05,1,2025-03,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,162,116050,8249,59,9.0,12.0,254.0,3305.0,396544.0,61.0,26.0,1986.0,11.4,11.6,39404.0,17640.0,,,,treatment,False,True
DataDog/integrations-core,2025-06,1,2025-03,1,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,142,79085,9677,70,5.0,5.0,179.0,3336.0,400351.0,61.0,26.0,2008.0,11.4,11.6,39771.0,17830.0,,,,treatment,False,True
DataDog/integrations-core,2025-07,1,2025-03,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,173,103880,19789,57,6.0,4.0,191.0,3366.0,406253.0,60.0,21.0,2024.0,11.4,11.6,40339.0,18046.0,,,,treatment,False,False
DataDog/integrations-core,2025-08,1,2025-03,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,169,93802,37434,71,3.0,6.0,262.0,3397.0,409600.0,60.0,21.0,2049.0,11.3,11.6,40624.0,18331.0,,,,treatment,False,False
DataScienceUIBK/Rankify,2025-02,0,2025-03,0,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,79,9035,5653,4,156.0,0.0,0.0,0.0,22443.0,16.0,27.0,769.0,9.2,26.0,4187.0,4640.0,,,,treatment,,
DataScienceUIBK/Rankify,2025-03,1,2025-03,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,47,4648,2673,3,158.0,4.0,2.0,19.0,23671.0,16.0,27.0,793.0,8.8,25.3,4264.0,4908.0,,,,treatment,False,True
DataScienceUIBK/Rankify,2025-04,1,2025-03,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,22,276,83,3,113.0,1.0,1.0,50.0,23814.0,16.0,27.0,795.0,8.8,25.2,4304.0,4921.0,,,,treatment,False,False
DataScienceUIBK/Rankify,2025-05,1,2025-03,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,37,5551,839,4,20.0,3.0,0.0,80.0,24749.0,16.0,27.0,820.0,8.4,25.3,4405.0,5022.0,,,,treatment,False,False
DataScienceUIBK/Rankify,2025-06,1,2025-03,1,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,76,29160,7807,8,12.0,1.0,0.0,111.0,29356.0,17.0,27.0,926.0,9.5,24.5,5539.0,5519.0,,,,treatment,False,False
DataScienceUIBK/Rankify,2025-07,1,2025-03,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,7,2649417,1064,3,8.0,0.0,1.0,141.0,29779.0,17.0,27.0,958.0,9.0,24.4,5704.0,5734.0,,,,treatment,False,False
DataScienceUIBK/Rankify,2025-08,1,2025-03,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,40,3130,2648080,4,7.0,0.0,1.0,172.0,29716.0,17.0,27.0,947.0,8.0,25.4,5654.0,5708.0,,,,treatment,False,False
Elevate-Code/better-voice-typing,2024-10,1,2024-10,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,1,0,0,1,0.0,0.0,0.0,0.0,305.0,0.0,0.0,1.0,0.0,19.7,48.0,20.0,,,,treatment,False,True
Elevate-Code/better-voice-typing,2024-11,1,2024-10,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,True,12,2001,1726,1,4.0,0.0,0.0,0.0,1112.0,0.0,0.0,12.0,0.0,17.6,276.0,124.0,,,,treatment,False,True
Elevate-Code/better-voice-typing,2024-12,1,2024-10,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,1,1,0,1,4.0,0.0,0.0,18.0,1112.0,0.0,0.0,12.0,0.0,17.6,276.0,124.0,,,,treatment,False,False
Elevate-Code/better-voice-typing,2025-01,1,2024-10,1,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,1,52,7,1,7.0,0.0,0.0,49.0,1122.0,0.0,0.0,12.0,0.0,17.7,278.0,124.0,,,,treatment,False,False
Elevate-Code/better-voice-typing,2025-02,1,2024-10,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,2,66,20,1,8.0,1.0,2.0,80.0,1161.0,0.0,0.0,12.0,0.0,17.3,278.0,124.0,,,,treatment,False,False
Elevate-Code/better-voice-typing,2025-03,1,2024-10,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,True,5,710,404,1,8.0,1.0,1.0,108.0,1139.0,0.0,0.0,11.0,0.0,15.6,262.0,69.0,,,,treatment,False,True
Elevate-Code/better-voice-typing,2025-06,1,2024-10,1,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,6,1380,223,1,5.0,0.0,1.0,200.0,1555.0,0.0,0.0,21.0,0.0,20.4,337.0,119.0,,,,treatment,False,False
Elevate-Code/better-voice-typing,2025-07,1,2024-10,1,9.0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,7,467,138,1,3.0,6.0,4.0,230.0,1691.0,0.0,0.0,23.0,0.0,20.8,364.0,129.0,,,,treatment,False,False
Hankanman/Area-Occupancy-Detection,2024-11,0,2024-12,0,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,43,13664,7720,2,3.0,0.0,0.0,0.0,2055.0,1.0,0.0,22.0,0.0,12.0,336.0,161.0,,,,treatment,,
Hankanman/Area-Occupancy-Detection,2024-12,1,2024-12,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,144,31582,28221,2,44.0,18.0,20.0,5.0,2764.0,1.0,0.0,39.0,0.0,11.2,230.0,207.0,,,,treatment,True,True
Hankanman/Area-Occupancy-Detection,2025-02,1,2024-12,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,7,3084,2128,1,0.0,2.0,1.0,67.0,3280.0,2.0,0.0,38.0,0.0,11.4,246.0,203.0,,,,treatment,True,False
Hankanman/Area-Occupancy-Detection,2025-03,1,2024-12,1,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,8,4239,2505,2,0.0,1.0,0.0,95.0,3789.0,1.0,0.0,51.0,0.0,14.5,325.0,270.0,,,,treatment,True,False
Hankanman/Area-Occupancy-Detection,2025-04,1,2024-12,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,81,30102,15525,2,4.0,10.0,15.0,126.0,7621.0,0.0,0.0,45.0,1.4,21.6,650.0,292.0,,,,treatment,True,True
Hankanman/Area-Occupancy-Detection,2025-05,1,2024-12,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,True,18,4922,2725,2,16.0,8.0,10.0,156.0,7679.0,0.0,0.0,44.0,1.8,21.1,707.0,296.0,,,,treatment,True,True
Hankanman/Area-Occupancy-Detection,2025-06,1,2024-12,1,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,136,96517,63738,3,2.0,0.0,4.0,187.0,12691.0,3.0,0.0,56.0,1.3,17.5,682.0,426.0,,,,treatment,True,False
Hankanman/Area-Occupancy-Detection,2025-07,1,2024-12,1,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,141,44597,37764,3,2.0,6.0,19.0,217.0,14084.0,3.0,0.0,74.0,2.9,17.3,770.0,449.0,,,,treatment,True,False
Hankanman/Area-Occupancy-Detection,2025-08,1,2024-12,1,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,57,27296,37906,3,4.0,6.0,30.0,248.0,12765.0,9.0,0.0,113.0,0.7,15.6,986.0,686.0,,,,treatment,True,False
Kiln-AI/Kiln,2024-08,0,2025-01,0,-5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,160,9596,1499,2,0.0,0.0,0.0,0.0,940.0,0.0,0.0,14.0,0.0,8.5,84.0,12.0,,,,treatment,,
Kiln-AI/Kiln,2024-09,0,2025-01,0,-4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,58,4016,1297,2,0.0,0.0,0.0,0.0,2673.0,1.0,0.0,30.0,0.0,8.5,262.0,49.0,,,,treatment,,
Kiln-AI/Kiln,2024-10,0,2025-01,0,-3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,306,46885,14728,2,2.0,0.0,0.0,0.0,7034.0,5.0,0.0,63.0,1.0,10.6,536.0,300.0,,,,treatment,,
Kiln-AI/Kiln,2024-11,0,2025-01,0,-2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,238,23224,3121,2,39.0,14.0,12.0,6.0,11801.0,7.0,0.0,78.0,0.6,9.9,780.0,479.0,,,,treatment,,
Kiln-AI/Kiln,2024-12,0,2025-01,0,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,189,29627,4455,4,47.0,19.0,43.0,36.0,15406.0,13.0,0.0,86.0,0.8,9.5,1024.0,602.0,,,,treatment,,
Kiln-AI/Kiln,2025-01,1,2025-01,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,111,6877,2338,6,665.0,29.0,42.0,67.0,16882.0,17.0,0.0,95.0,0.7,9.8,1113.0,656.0,,,,treatment,True,True
Kiln-AI/Kiln,2025-02,1,2025-01,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,True,247,42187,11148,4,1957.0,48.0,59.0,98.0,23809.0,13.0,0.0,140.0,0.6,10.1,1617.0,983.0,,,,treatment,True,True
Kiln-AI/Kiln,2025-03,1,2025-01,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,172,27697,8362,4,289.0,17.0,44.0,126.0,26658.0,21.0,0.0,153.0,0.7,10.2,1720.0,1052.0,,,,treatment,True,True
Kiln-AI/Kiln,2025-04,1,2025-01,1,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,108,10998,2953,4,124.0,11.0,16.0,157.0,28393.0,21.0,0.0,161.0,0.7,10.3,1819.0,1104.0,,,,treatment,True,False
Kiln-AI/Kiln,2025-05,1,2025-01,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,180,19780,4559,5,101.0,8.0,84.0,187.0,31626.0,21.0,0.0,172.0,1.0,10.4,2013.0,1250.0,,,,treatment,True,True
Kiln-AI/Kiln,2025-06,1,2025-01,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,True,317,33217,11744,5,170.0,4.0,72.0,218.0,33273.0,21.0,0.0,179.0,0.8,10.5,2198.0,1368.0,,,,treatment,True,True
Kiln-AI/Kiln,2025-07,1,2025-01,1,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,337,65576,16036,7,87.0,6.0,79.0,248.0,34618.0,21.0,0.0,167.0,0.8,10.7,2265.0,1362.0,,,,treatment,True,False
Kiln-AI/Kiln,2025-08,1,2025-01,1,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,415,125629,40777,10,50.0,6.0,120.0,279.0,36924.0,23.0,0.0,169.0,1.0,10.7,2342.0,1379.0,,,,treatment,True,False
KroMiose/nekro-agent,2024-07,0,2025-01,0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,7,2085,1169,1,0.0,0.0,0.0,0.0,2132.0,0.0,1.0,65.0,0.0,15.1,308.0,369.0,,,,treatment,,
KroMiose/nekro-agent,2024-08,0,2025-01,0,-5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,35,5745,3158,2,12.0,0.0,0.0,0.0,2583.0,5.0,1.0,111.0,0.0,14.5,425.0,647.0,,,,treatment,,
KroMiose/nekro-agent,2024-09,0,2025-01,0,-4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,49,2404,311,1,21.0,1.0,0.0,18.0,3435.0,5.0,1.0,140.0,0.0,14.1,541.0,878.0,,,,treatment,,
KroMiose/nekro-agent,2024-10,0,2025-01,0,-3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,23,517,178,3,17.0,3.0,6.0,48.0,3599.0,6.0,1.0,145.0,0.0,13.6,634.0,989.0,,,,treatment,,
KroMiose/nekro-agent,2024-11,0,2025-01,0,-2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,12,1291,81,1,13.0,1.0,7.0,79.0,3657.0,6.0,1.0,147.0,0.0,14.0,664.0,1028.0,,,,treatment,,
KroMiose/nekro-agent,2024-12,0,2025-01,0,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,60,3469,1484,2,13.0,1.0,3.0,109.0,4727.0,5.0,1.0,156.0,0.0,15.9,862.0,1054.0,,,,treatment,,
KroMiose/nekro-agent,2025-01,1,2025-01,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,115,17923,8049,2,22.0,3.0,8.0,140.0,6104.0,8.0,1.0,207.0,0.5,15.2,1168.0,1408.0,,,,treatment,True,True
KroMiose/nekro-agent,2025-02,1,2025-01,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,True,119,18867,5878,6,31.0,19.0,46.0,171.0,8566.0,11.0,1.0,293.0,0.3,18.1,1621.0,2081.0,,,,treatment,True,True
