dataset_source,repo_name,time,commits_scanned,commits_with_python_changes,commits_with_function_change_events,function_change_events,added_function_events,modified_function_events,unique_changed_functions,unique_changed_files,time_to_event,is_treatment,post_event,event,cursor,commits_with_function_events_manifest,commits_with_function_events_scored,function_change_events_manifest,function_change_events_scored,function_change_events_failed,agc_function_change_events,hwc_function_change_events,agc_function_change_event_ratio,added_agc_function_events,added_hwc_function_events,modified_agc_function_events,modified_hwc_function_events,unique_changed_functions_scored,detection_complete,detector_merge_status,has_function_change_event,zero_function_event_month,treatment_group,treatment_period,parse_exclusion_records,has_parse_exclusion,log1p_function_change_events,log1p_agc_function_change_events,log1p_hwc_function_change_events,age,ncloc_paper,ncloc_python_snapshot,contributors,stars,issues,lead_6,lead_5,lead_4,lead_3,lead_2,lead_1,lag_0,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,analysis_ready_agc_changed_block_paper_ncloc,analysis_ready_agc_changed_block_python_snapshot_ncloc,log1p_age,log1p_contributors,log1p_stars,log1p_issues,analysis_ready_paper_ncloc,analysis_ready_python_snapshot_ncloc,analysis_ready_ratio_paper_ncloc,analysis_ready_ratio_python_snapshot_ncloc,treat,unit_id,calendar_time,ratio_sample
treatment,Chocksy/qc-options-framework,2025-01,3,3,2,5,0,5,3,2,-2.0,0,0,,0,2.0,2.0,5.0,5.0,0.0,1.0,4.0,0.2,0.0,0.0,1.0,4.0,3.0,True,both,1,0,treatment,pre,0,0,1.791759469228055,0.6931471805599453,1.6094379124341005,250.0,9444.0,10677,2,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5.5254529391317835,1.0986122886681096,0.0,0.0,1,1,1,1,1,Chocksy/qc-options-framework,2025-01,1
treatment,Chocksy/qc-options-framework,2025-03,5,2,2,48,20,28,42,10,0.0,1,1,,1,2.0,2.0,48.0,48.0,0.0,25.0,23.0,0.5208333333333334,11.0,9.0,14.0,14.0,42.0,True,both,1,0,treatment,event,0,0,3.8918202981106265,3.258096538021482,3.1780538303479458,309.0,9863.0,11117,1,3.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5.736572297479192,0.6931471805599453,1.3862943611198906,0.0,1,1,1,1,1,Chocksy/qc-options-framework,2025-03,1
treatment,DannyMac180/mirror,2024-12,15,11,9,184,149,35,149,32,0.0,1,1,,1,9.0,9.0,184.0,184.0,0.0,60.0,124.0,0.3260869565217391,54.0,95.0,6.0,29.0,149.0,True,both,1,0,treatment,event,0,0,5.220355825078325,4.110873864173311,4.8283137373023015,226.0,3664.0,3261,1,8.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.424950017481402,0.6931471805599453,2.197224577336219,0.0,1,1,1,1,1,DannyMac180/mirror,2024-12,1
treatment,DataDog/integrations-core,2024-01,233,100,69,473,159,314,453,262,-14.0,0,0,,0,69.0,69.0,473.0,473.0,0.0,101.0,372.0,0.2135306553911205,80.0,79.0,21.0,293.0,450.0,True,both,1,0,treatment,pre,0,0,6.161207321695077,4.624972813284271,5.921578419643816,2819.0,409310.0,361969,45,10.0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.944492163932159,3.828641396489095,2.3978952727983707,2.3978952727983707,1,1,1,1,1,DataDog/integrations-core,2024-01,1
treatment,DataDog/integrations-core,2024-02,199,96,80,413,130,283,342,147,-13.0,0,0,,0,80.0,80.0,413.0,413.0,0.0,71.0,342.0,0.171912832929782,40.0,90.0,31.0,252.0,342.0,True,both,1,0,treatment,pre,0,0,6.025865973825314,4.276666119016055,5.83773044716594,2850.0,409208.0,362799,51,5.0,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7.955425088912672,3.951243718581427,1.791759469228055,2.0794415416798357,1,1,1,1,1,DataDog/integrations-core,2024-02,1
treatment,DataDog/integrations-core,2024-03,220,108,87,578,287,291,537,168,-12.0,0,0,,0,87.0,87.0,578.0,578.0,0.0,195.0,383.0,0.3373702422145329,168.0,119.0,27.0,264.0,537.0,True,both,1,0,treatment,pre,0,0,6.361302477572996,5.278114659230518,5.950642552587727,2879.0,434278.0,369688,52,16.0,9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7.965545573129991,3.9702919135521215,2.833213344056216,2.3025850929940455,1,1,1,1,1,DataDog/integrations-core,2024-03,1
treatment,DataDog/integrations-core,2024-04,110,44,34,679,219,460,502,238,-11.0,0,0,,0,34.0,34.0,679.0,679.0,0.0,102.0,577.0,0.150220913107511,79.0,140.0,23.0,437.0,502.0,True,both,1,0,treatment,pre,0,0,6.522092798170152,4.634728988229636,6.359573868672378,2910.0,441517.0,377011,37,10.0,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7.9762519437456225,3.6375861597263857,2.3978952727983707,2.197224577336219,1,1,1,1,1,DataDog/integrations-core,2024-04,1
treatment,DataDog/integrations-core,2024-05,141,56,41,467,317,150,424,93,-10.0,0,0,,0,41.0,41.0,467.0,467.0,0.0,170.0,297.0,0.3640256959314775,158.0,159.0,12.0,138.0,424.0,True,both,1,0,treatment,pre,0,0,6.148468295917647,5.14166355650266,5.697093486505405,2940.0,447709.0,382729,45,6.0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7.986504938553995,3.828641396489095,1.9459101490553132,1.9459101490553132,1,1,1,1,1,DataDog/integrations-core,2024-05,1
treatment,DataDog/integrations-core,2024-06,155,80,64,407,157,250,375,112,-9.0,0,0,,0,64.0,64.0,407.0,407.0,0.0,89.0,318.0,0.2186732186732186,71.0,86.0,18.0,232.0,375.0,True,both,1,0,treatment,pre,0,0,6.0112671744041615,4.499809670330265,5.765191102784844,2971.0,449685.0,384743,44,12.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7.99699040583765,3.8066624897703196,2.5649493574615367,1.791759469228055,1,1,1,1,1,DataDog/integrations-core,2024-06,1
treatment,DataDog/integrations-core,2024-07,148,62,44,352,198,154,328,101,-8.0,0,0,,0,44.0,44.0,352.0,352.0,0.0,100.0,252.0,0.2840909090909091,89.0,109.0,11.0,143.0,328.0,True,both,1,0,treatment,pre,0,0,5.8664680569332965,4.61512051684126,5.53338948872752,3001.0,506444.0,391612,53,8.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8.007034012193406,3.988984046564274,2.197224577336219,1.791759469228055,1,1,1,1,1,DataDog/integrations-core,2024-07,1
treatment,DataDog/integrations-core,2024-08,209,106,79,969,344,625,826,315,-7.0,0,0,,0,79.0,79.0,969.0,969.0,0.0,225.0,744.0,0.2321981424148606,174.0,170.0,51.0,574.0,823.0,True,both,1,0,treatment,pre,0,0,6.877296071497429,5.420534999272286,6.61338421837956,3032.0,511113.0,396425,53,21.0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8.017307507688582,3.988984046564274,3.0910424533583156,1.9459101490553132,1,1,1,1,1,DataDog/integrations-core,2024-08,1
treatment,DataDog/integrations-core,2024-10,141,70,47,597,286,311,556,150,-5.0,0,0,,0,47.0,47.0,597.0,597.0,0.0,149.0,448.0,0.2495812395309882,117.0,169.0,32.0,279.0,556.0,True,both,1,0,treatment,pre,0,0,6.393590753950631,5.010635294096256,6.107022887742255,3093.0,526367.0,388781,55,12.0,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,8.03722003113301,4.025351690735149,2.5649493574615367,2.6390573296152584,1,1,1,1,1,DataDog/integrations-core,2024-10,1
treatment,DataDog/integrations-core,2024-11,128,49,35,297,154,143,283,99,-4.0,0,0,,0,35.0,35.0,297.0,297.0,0.0,81.0,216.0,0.2727272727272727,72.0,82.0,9.0,134.0,283.0,True,both,1,0,treatment,pre,0,0,5.697093486505405,4.406719247264253,5.37989735354046,3124.0,530105.0,392540,51,9.0,28.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,8.047189562170502,3.951243718581427,2.3025850929940455,3.3672958299864737,1,1,1,1,1,DataDog/integrations-core,2024-11,1
treatment,DataDog/integrations-core,2024-12,111,51,34,390,262,128,387,122,-3.0,0,0,,0,34.0,34.0,390.0,390.0,0.0,190.0,200.0,0.4871794871794871,149.0,113.0,41.0,87.0,387.0,True,both,1,0,treatment,pre,0,0,5.968707559985366,5.25227342804663,5.303304908059076,3154.0,545404.0,396752,46,10.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,8.056743774975313,3.8501476017100584,2.3978952727983707,2.4849066497880004,1,1,1,1,1,DataDog/integrations-core,2024-12,1
treatment,DataDog/integrations-core,2025-01,137,57,42,504,161,343,380,91,-2.0,0,0,,0,42.0,42.0,504.0,504.0,0.0,98.0,406.0,0.1944444444444444,55.0,106.0,43.0,300.0,380.0,True,both,1,0,treatment,pre,0,0,6.22455842927536,4.59511985013459,6.008813185442595,3185.0,550705.0,401980,41,10.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,8.066521490469993,3.737669618283368,2.3978952727983707,1.791759469228055,1,1,1,1,1,DataDog/integrations-core,2025-01,1
treatment,DataDog/integrations-core,2025-02,153,46,31,181,64,117,173,56,-1.0,0,0,,0,31.0,31.0,181.0,181.0,0.0,43.0,138.0,0.2375690607734806,36.0,28.0,7.0,110.0,173.0,True,both,1,0,treatment,pre,0,0,5.204006687076795,3.784189633918261,4.934473933130692,3216.0,551182.0,402468,48,28.0,13.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,8.076204527239026,3.8918202981106265,3.3672958299864737,2.6390573296152584,1,1,1,1,1,DataDog/integrations-core,2025-02,1
treatment,DataDog/integrations-core,2025-04,154,67,47,355,109,246,329,120,1.0,1,1,,1,47.0,47.0,355.0,355.0,0.0,77.0,278.0,0.2169014084507042,56.0,53.0,21.0,225.0,329.0,True,both,1,0,treatment,post,0,0,5.87493073085203,4.356708826689592,5.631211781821365,3275.0,554848.0,407725,61,10.0,15.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,8.09437844497296,4.127134385045092,2.3978952727983707,2.772588722239781,1,1,1,1,1,DataDog/integrations-core,2025-04,1
treatment,DataDog/integrations-core,2025-05,162,70,40,589,400,189,520,116,2.0,1,1,,1,40.0,40.0,589.0,589.0,0.0,141.0,448.0,0.2393887945670628,112.0,288.0,29.0,160.0,507.0,True,both,1,0,treatment,post,0,0,6.380122536899765,4.955827057601261,6.107022887742255,3305.0,563812.0,414875,59,9.0,12.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,8.10349427838097,4.0943445622221,2.3025850929940455,2.5649493574615367,1,1,1,1,1,DataDog/integrations-core,2025-05,1
treatment,DataDog/integrations-core,2025-06,142,67,55,769,304,465,676,147,3.0,1,1,,1,55.0,55.0,769.0,769.0,0.0,206.0,563.0,0.2678803641092327,150.0,154.0,56.0,409.0,676.0,True,both,1,0,treatment,post,0,0,6.646390514847729,5.332718793265369,6.335054251498059,3336.0,567619.0,418818,70,5.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,8.112827478751374,4.2626798770413155,1.791759469228055,1.791759469228055,1,1,1,1,1,DataDog/integrations-core,2025-06,1
treatment,DataDog/integrations-core,2025-07,173,76,58,1196,341,855,1040,279,4.0,1,1,,1,58.0,58.0,1196.0,1196.0,0.0,239.0,957.0,0.1998327759197324,153.0,188.0,86.0,769.0,1040.0,True,both,1,0,treatment,post,0,0,7.087573705557973,5.480638923341991,6.86484777797086,3366.0,573689.0,424945,57,6.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,8.121777419161074,4.060443010546419,1.9459101490553132,1.6094379124341003,1,1,1,1,1,DataDog/integrations-core,2025-07,1
treatment,DataDog/integrations-core,2025-08,169,52,36,555,189,366,540,105,5.0,1,1,,0,36.0,36.0,555.0,555.0,0.0,74.0,481.0,0.1333333333333333,44.0,145.0,30.0,336.0,537.0,True,both,1,0,treatment,post,0,0,6.320768294250582,4.31748811353631,6.1779441140506,3397.0,577198.0,428498,71,3.0,6.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,8.130942302231878,4.276666119016055,1.3862943611198906,1.9459101490553132,1,1,1,1,1,DataDog/integrations-core,2025-08,1
treatment,DataScienceUIBK/Rankify,2025-02,78,23,14,1674,1438,236,1438,182,-1.0,0,0,,0,14.0,14.0,1674.0,1674.0,0.0,571.0,1103.0,0.3410991636798088,503.0,935.0,68.0,168.0,1436.0,True,both,1,0,treatment,pre,0,0,7.423568444259167,6.349138991379798,7.00669522683704,0.0,22795.0,27511,4,156.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.6094379124341003,5.056245805348308,0.0,1,1,1,1,1,DataScienceUIBK/Rankify,2025-02,1
treatment,DataScienceUIBK/Rankify,2025-03,44,21,13,70,34,36,57,16,0.0,1,1,,1,13.0,13.0,70.0,70.0,0.0,11.0,59.0,0.1571428571428571,9.0,25.0,2.0,34.0,57.0,True,both,1,0,treatment,event,0,0,4.262679877041316,2.4849066497880004,4.0943445622221,19.0,24047.0,28834,3,158.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2.995732273553991,1.3862943611198906,5.0689042022202315,1.6094379124341003,1,1,1,1,1,DataScienceUIBK/Rankify,2025-03,1
treatment,DataScienceUIBK/Rankify,2025-04,20,13,9,17,0,17,13,10,1.0,1,1,,0,9.0,9.0,17.0,17.0,0.0,2.0,15.0,0.1176470588235294,0.0,0.0,2.0,15.0,13.0,True,both,1,0,treatment,post,0,0,2.8903717578961645,1.0986122886681096,2.772588722239781,50.0,24149.0,28970,3,113.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3.9318256327243257,1.3862943611198906,4.736198448394496,0.6931471805599453,1,1,1,1,1,DataScienceUIBK/Rankify,2025-04,1
treatment,DataScienceUIBK/Rankify,2025-05,31,22,21,117,83,34,88,32,2.0,1,1,,0,21.0,21.0,117.0,117.0,0.0,59.0,58.0,0.5042735042735043,46.0,37.0,13.0,21.0,88.0,True,both,1,0,treatment,post,0,0,4.770684624465665,4.0943445622221,4.07753744390572,80.0,25125.0,30132,4,20.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4.394449154672438,1.6094379124341003,3.044522437723423,1.3862943611198906,1,1,1,1,1,DataScienceUIBK/Rankify,2025-05,1
treatment,DataScienceUIBK/Rankify,2025-06,50,43,38,468,271,197,329,70,3.0,1,1,,0,38.0,38.0,468.0,468.0,0.0,110.0,358.0,0.235042735042735,70.0,201.0,40.0,157.0,329.0,True,both,1,0,treatment,post,0,0,6.150602768446279,4.709530201312334,5.883322388488279,111.0,29732.0,35237,8,12.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4.718498871295094,2.197224577336219,2.5649493574615367,0.6931471805599453,1,1,1,1,1,DataScienceUIBK/Rankify,2025-06,1
treatment,DataScienceUIBK/Rankify,2025-07,4,4,4,45,6,39,43,17,4.0,1,1,,0,4.0,4.0,45.0,45.0,0.0,8.0,37.0,0.1777777777777777,0.0,6.0,8.0,31.0,43.0,True,both,1,0,treatment,post,0,0,3.828641396489095,2.19722457733622,3.6375861597263857,141.0,30155.0,35534,3,8.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4.955827057601261,1.3862943611198906,2.197224577336219,0.0,1,1,1,1,1,DataScienceUIBK/Rankify,2025-07,1
treatment,DataScienceUIBK/Rankify,2025-08,24,21,13,57,3,54,39,18,5.0,1,1,,0,13.0,13.0,57.0,57.0,0.0,24.0,33.0,0.4210526315789473,2.0,1.0,22.0,32.0,39.0,True,both,1,0,treatment,post,0,0,4.060443010546419,3.218875824868201,3.5263605246161616,172.0,30092.0,35916,4,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5.153291594497778,1.6094379124341003,2.0794415416798357,0.0,1,1,1,1,1,DataScienceUIBK/Rankify,2025-08,1
treatment,Elevate-Code/better-voice-typing,2024-10,1,1,1,29,29,0,29,8,0.0,1,1,,1,1.0,1.0,29.0,29.0,0.0,15.0,14.0,0.5172413793103449,15.0,14.0,0.0,0.0,29.0,True,both,1,0,treatment,event,0,0,3.4011973816621555,2.772588722239781,2.70805020110221,0.0,305.0,342,1,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.6931471805599453,0.0,0.0,1,1,1,1,1,Elevate-Code/better-voice-typing,2024-10,1
treatment,Elevate-Code/better-voice-typing,2024-11,12,9,9,119,52,67,78,13,1.0,1,1,,1,9.0,9.0,119.0,119.0,0.0,41.0,78.0,0.3445378151260504,20.0,32.0,21.0,46.0,78.0,True,both,1,0,treatment,post,0,0,4.787491742782046,3.737669618283368,4.3694478524670215,0.0,1112.0,1194,1,4.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.0,0.6931471805599453,1.6094379124341003,0.0,1,1,1,1,1,Elevate-Code/better-voice-typing,2024-11,1
treatment,Elevate-Code/better-voice-typing,2025-01,1,1,1,2,1,1,2,1,3.0,1,1,,0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,2.0,True,both,1,0,treatment,post,0,0,1.0986122886681096,0.6931471805599453,0.6931471805599453,49.0,1122.0,1207,1,7.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3.912023005428146,0.6931471805599453,2.0794415416798357,0.0,1,1,1,1,1,Elevate-Code/better-voice-typing,2025-01,1
treatment,Elevate-Code/better-voice-typing,2025-02,2,2,2,2,0,2,2,2,4.0,1,1,,0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,2.0,True,both,1,0,treatment,post,0,0,1.0986122886681096,0.6931471805599453,0.6931471805599453,80.0,1161.0,1236,1,8.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4.394449154672438,0.6931471805599453,2.197224577336219,0.6931471805599453,1,1,1,1,1,Elevate-Code/better-voice-typing,2025-02,1
treatment,Elevate-Code/better-voice-typing,2025-03,5,3,3,14,5,9,12,4,5.0,1,1,,1,3.0,3.0,14.0,14.0,0.0,4.0,10.0,0.2857142857142857,3.0,2.0,1.0,8.0,12.0,True,both,1,0,treatment,post,0,0,2.70805020110221,1.6094379124341005,2.3978952727983707,108.0,1139.0,1189,1,8.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4.6913478822291435,0.6931471805599453,2.197224577336219,0.6931471805599453,1,1,1,1,1,Elevate-Code/better-voice-typing,2025-03,1
treatment,Elevate-Code/better-voice-typing,2025-06,6,5,5,52,27,25,43,11,8.0,1,1,,1,5.0,5.0,52.0,52.0,0.0,22.0,30.0,0.4230769230769231,14.0,13.0,8.0,17.0,43.0,True,both,1,0,treatment,post,0,0,3.970291913552122,3.1354942159291497,3.4339872044851463,200.0,1555.0,1688,1,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5.303304908059076,0.6931471805599453,1.791759469228055,0.0,1,1,1,1,1,Elevate-Code/better-voice-typing,2025-06,1
treatment,Elevate-Code/better-voice-typing,2025-07,7,5,4,25,8,17,23,6,9.0,1,1,,0,4.0,4.0,25.0,25.0,0.0,4.0,21.0,0.16,2.0,6.0,2.0,15.0,23.0,True,both,1,0,treatment,post,0,0,3.258096538021482,1.6094379124341005,3.091042453358316,230.0,1691.0,1843,1,3.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5.442417710521793,0.6931471805599453,1.3862943611198906,1.9459101490553132,1,1,1,1,1,Elevate-Code/better-voice-typing,2025-07,1
treatment,Elevate-Code/better-voice-typing,2025-08,2,2,2,15,11,4,13,3,10.0,1,1,,0,2.0,2.0,15.0,15.0,0.0,9.0,6.0,0.6,7.0,4.0,2.0,2.0,13.0,True,both,1,0,treatment,post,0,0,2.772588722239781,2.302585092994046,1.9459101490553128,,,2004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.6931471805599453,,,0,0,0,0,1,Elevate-Code/better-voice-typing,2025-08,1
treatment,Hankanman/Area-Occupancy-Detection,2024-11,42,28,24,313,210,103,227,27,-1.0,0,0,,0,24.0,24.0,313.0,313.0,0.0,72.0,241.0,0.2300319488817891,60.0,150.0,12.0,91.0,227.0,True,both,1,0,treatment,pre,0,0,5.749392985908253,4.290459441148391,5.488937726156687,0.0,2055.0,2195,2,3.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0986122886681096,1.3862943611198906,0.0,1,1,1,1,1,Hankanman/Area-Occupancy-Detection,2024-11,1
treatment,Hankanman/Area-Occupancy-Detection,2024-12,141,115,108,1508,591,917,588,37,0.0,1,1,,1,108.0,108.0,1508.0,1508.0,0.0,334.0,1174.0,0.2214854111405835,190.0,401.0,144.0,773.0,586.0,True,both,1,0,treatment,event,0,0,7.319202458767849,5.814130531825066,7.069023426578259,5.0,2764.0,2962,2,44.0,18.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1.791759469228055,1.0986122886681096,3.8066624897703196,2.9444389791664403,1,1,1,1,1,Hankanman/Area-Occupancy-Detection,2024-12,1
treatment,Hankanman/Area-Occupancy-Detection,2025-02,7,7,7,94,42,52,88,15,2.0,1,1,,0,7.0,7.0,94.0,94.0,0.0,19.0,75.0,0.202127659574468,15.0,27.0,4.0,48.0,88.0,True,both,1,0,treatment,post,0,0,4.553876891600541,2.995732273553991,4.330733340286331,67.0,3280.0,3498,1,0.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4.219507705176107,0.6931471805599453,0.0,1.0986122886681096,1,1,1,1,1,Hankanman/Area-Occupancy-Detection,2025-02,1
treatment,Hankanman/Area-Occupancy-Detection,2025-03,7,6,6,111,19,92,74,11,3.0,1,1,,0,6.0,6.0,111.0,111.0,0.0,26.0,85.0,0.2342342342342342,9.0,10.0,17.0,75.0,74.0,True,both,1,0,treatment,post,0,0,4.718498871295094,3.295836866004329,4.454347296253507,95.0,3280.0,4155,2,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4.564348191467836,1.0986122886681096,0.0,0.6931471805599453,1,1,1,1,1,Hankanman/Area-Occupancy-Detection,2025-03,1
treatment,Hankanman/Area-Occupancy-Detection,2025-04,78,45,41,677,244,433,340,33,4.0,1,1,,1,41.0,41.0,677.0,677.0,0.0,148.0,529.0,0.2186115214180206,71.0,173.0,77.0,356.0,340.0,True,both,1,0,treatment,post,0,0,6.519147287940395,5.003946305945459,6.272877006546167,126.0,7639.0,8488,2,4.0,10.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4.844187086458591,1.0986122886681096,1.6094379124341003,2.3978952727983707,1,1,1,1,1,Hankanman/Area-Occupancy-Detection,2025-04,1
treatment,Hankanman/Area-Occupancy-Detection,2025-05,17,11,9,94,39,55,87,16,5.0,1,1,,1,9.0,9.0,94.0,94.0,0.0,16.0,78.0,0.1702127659574468,12.0,27.0,4.0,51.0,87.0,True,both,1,0,treatment,post,0,0,4.553876891600541,2.833213344056216,4.3694478524670215,156.0,7697.0,8525,2,16.0,8.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5.056245805348308,1.0986122886681096,2.833213344056216,2.197224577336219,1,1,1,1,1,Hankanman/Area-Occupancy-Detection,2025-05,1
treatment,Hankanman/Area-Occupancy-Detection,2025-07,110,93,80,1531,859,672,1022,35,7.0,1,1,,0,80.0,80.0,1531.0,1531.0,0.0,239.0,1292.0,0.1561071195297191,164.0,695.0,75.0,597.0,1022.0,True,both,1,0,treatment,post,0,0,7.334329350300536,5.480638923341991,7.164720378771857,217.0,14210.0,15426,3,2.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5.384495062789089,1.3862943611198906,1.0986122886681096,1.9459101490553132,1,1,1,1,1,Hankanman/Area-Occupancy-Detection,2025-07,1
treatment,Hankanman/Area-Occupancy-Detection,2025-08,49,39,33,801,367,434,616,33,8.0,1,1,,0,33.0,33.0,801.0,801.0,0.0,112.0,689.0,0.1398252184769038,65.0,302.0,47.0,387.0,615.0,True,both,1,0,treatment,post,0,0,6.687108607866515,4.727387818712341,6.536691597591305,248.0,12472.0,13883,3,4.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5.517452896464707,1.3862943611198906,1.6094379124341003,1.9459101490553132,1,1,1,1,1,Hankanman/Area-Occupancy-Detection,2025-08,1
treatment,Kiln-AI/Kiln,2024-08,158,80,64,262,137,125,159,32,-5.0,0,0,,0,64.0,64.0,262.0,262.0,0.0,112.0,150.0,0.4274809160305343,59.0,78.0,53.0,72.0,159.0,True,both,1,0,treatment,pre,0,0,5.572154032177765,4.727387818712341,5.017279836814924,0.0,1021.0,940,2,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0986122886681096,0.0,0.0,1,1,1,1,1,Kiln-AI/Kiln,2024-08,1
treatment,Kiln-AI/Kiln,2024-09,56,44,43,250,133,117,149,21,-4.0,0,0,,0,43.0,43.0,250.0,250.0,0.0,58.0,192.0,0.232,43.0,90.0,15.0,102.0,148.0,True,both,1,0,treatment,pre,0,0,5.525452939131784,4.07753744390572,5.262690188904886,0.0,2763.0,2696,2,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0986122886681096,0.0,0.0,1,1,1,1,1,Kiln-AI/Kiln,2024-09,1
treatment,Kiln-AI/Kiln,2024-10,297,122,108,1167,446,721,645,69,-3.0,0,0,,0,108.0,108.0,1167.0,1167.0,0.0,208.0,959.0,0.1782347900599828,117.0,329.0,91.0,630.0,643.0,True,both,1,0,treatment,pre,0,0,7.0630481633881725,5.342334251964811,6.866933284461882,0.0,7954.0,7342,2,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0986122886681096,1.0986122886681096,0.0,1,1,1,1,1,Kiln-AI/Kiln,2024-10,1
treatment,Kiln-AI/Kiln,2024-11,221,104,82,519,287,232,348,54,-2.0,0,0,,0,82.0,82.0,519.0,519.0,0.0,133.0,386.0,0.25626204238921,97.0,190.0,36.0,196.0,348.0,True,both,1,0,treatment,pre,0,0,6.253828811575473,4.897839799950911,5.958424693029782,6.0,12971.0,12267,2,39.0,14.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.9459101490553132,1.0986122886681096,3.6888794541139363,2.70805020110221,1,1,1,1,1,Kiln-AI/Kiln,2024-11,1
treatment,Kiln-AI/Kiln,2024-12,158,81,68,521,236,285,376,43,-1.0,0,0,,0,68.0,68.0,521.0,521.0,0.0,91.0,430.0,0.1746641074856046,50.0,186.0,41.0,244.0,375.0,True,both,1,0,treatment,pre,0,0,6.257667587882639,4.5217885770490405,6.066108090103747,36.0,16617.0,15947,4,47.0,19.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3.6109179126442243,1.6094379124341003,3.8712010109078907,2.995732273553991,1,1,1,1,1,Kiln-AI/Kiln,2024-12,1
treatment,Kiln-AI/Kiln,2025-01,87,48,37,211,93,118,187,51,0.0,1,1,,1,37.0,37.0,211.0,211.0,0.0,45.0,166.0,0.2132701421800948,33.0,60.0,12.0,106.0,187.0,True,both,1,0,treatment,event,0,0,5.356586274672012,3.828641396489095,5.117993812416755,67.0,18135.0,17519,6,665.0,29.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4.219507705176107,1.9459101490553132,6.501289670540389,3.4011973816621555,1,1,1,1,1,Kiln-AI/Kiln,2025-01,1
