panel,conf_high_pct_log_commits,conf_high_pct_log_lines_added,conf_low_pct_log_commits,conf_low_pct_log_lines_added,estimate_pct_log_commits,estimate_pct_log_lines_added
flexible,58.10498930069827,363.2377752888746,-1.5907364410455038,68.05970639063186,24.735702836349517,179.0190038404167
strict,58.953089653742,355.6359520021117,-2.7555545321648722,59.77232535905386,24.32741072980331,169.81107384346436
