repo_name,status,target_dir,note
toheart/goanalysis,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_repo_dataset/toheart_goanalysis,already_has_git_dir
grafana/faro-flutter-sdk,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_repo_dataset/grafana_faro-flutter-sdk,already_has_git_dir
airweave-ai/airweave,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_repo_dataset/airweave-ai_airweave,already_has_git_dir
sirkirby/unifi-network-rules,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_repo_dataset/sirkirby_unifi-network-rules,already_has_git_dir
VladSez/easy-invoice-pdf,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_repo_dataset/VladSez_easy-invoice-pdf,already_has_git_dir
IamLiuLv/compoder,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_repo_dataset/IamLiuLv_compoder,already_has_git_dir
reliverse/cli-ai-app-site-anything-builder,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_repo_dataset/reliverse_cli-ai-app-site-anything-builder,already_has_git_dir
ai-hero-dev/ai-hero,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_repo_dataset/ai-hero-dev_ai-hero,already_has_git_dir
dogokit/dogokit-akita,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_repo_dataset/dogokit_dogokit-akita,already_has_git_dir
yayxs/ai-coding,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_repo_dataset/yayxs_ai-coding,already_has_git_dir
maciej-trebacz/ff7-ultima,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_repo_dataset/maciej-trebacz_ff7-ultima,already_has_git_dir
constROD/template-hono-prisma-kysely,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_repo_dataset/constROD_template-hono-prisma-kysely,already_has_git_dir
dgokcin/dotfiles,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_repo_dataset/dgokcin_dotfiles,already_has_git_dir
meta-secret/meta-secret-core,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_repo_dataset/meta-secret_meta-secret-core,already_has_git_dir
vadxq/nextjs-ai-starter,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_repo_dataset/vadxq_nextjs-ai-starter,already_has_git_dir
VRSEN/agency-swarm,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_repo_dataset/VRSEN_agency-swarm,already_has_git_dir
recallnet/js-recall,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_repo_dataset/recallnet_js-recall,already_has_git_dir
Tmeister/wppb-generator,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_repo_dataset/Tmeister_wppb-generator,already_has_git_dir
makerkit/react-native-expo-turbo-saas-kit,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_repo_dataset/makerkit_react-native-expo-turbo-saas-kit,already_has_git_dir
TextGeneratorio/text-generator.io,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_repo_dataset/TextGeneratorio_text-generator.io,already_has_git_dir
Melvynx/next-zod-route,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_repo_dataset/Melvynx_next-zod-route,already_has_git_dir
melissamcewen/CurlsBotSite,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_repo_dataset/melissamcewen_CurlsBotSite,already_has_git_dir
QuantGeekDev/mcp-framework,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_repo_dataset/QuantGeekDev_mcp-framework,already_has_git_dir
wakeyi-git/obsidian-card-navigator-plugin,failed,/home/user1-system12/project-workspace/ai_code_complexity_study_repo_dataset/wakeyi-git_obsidian-card-navigator-plugin,Cloning into '/home/user1-system12/project-workspace/ai_code_complexity_study_repo_dataset/wakeyi-git_obsidian-card-navigator-plugin'... fatal: could not read Username for 'https://github.com': terminal prompts disabled
benbjurstrom/otpz,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_repo_dataset/benbjurstrom_otpz,already_has_git_dir
wdm0006/pygeohash,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_repo_dataset/wdm0006_pygeohash,already_has_git_dir
opentoolsteam/cli,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_repo_dataset/opentoolsteam_cli,already_has_git_dir
fengkx/beancount-lsp,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_repo_dataset/fengkx_beancount-lsp,already_has_git_dir
gjsify/ts-for-gir,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_repo_dataset/gjsify_ts-for-gir,already_has_git_dir
yumemi-inc/flutter-mobile-project-template,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_repo_dataset/yumemi-inc_flutter-mobile-project-template,already_has_git_dir
elie222/inbox-zero,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_repo_dataset/elie222_inbox-zero,already_has_git_dir
wham/kaja,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_repo_dataset/wham_kaja,already_has_git_dir
zkSoju/frame,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_repo_dataset/zkSoju_frame,already_has_git_dir
MervinPraison/PraisonAI,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_repo_dataset/MervinPraison_PraisonAI,already_has_git_dir
