outcome,outcome_label,time,estimate,conf_low,conf_high,std_error,p_value,significant,ast_sequence_token_band,ast_sequence_token_lower_bound_inclusive,ast_sequence_token_upper_bound_exclusive,ast_sequence_token_specification,sample_type,ncloc_spec,time_mode,parse_exclusion_mode,panel
has_function_change_event,Any Function-Change Event,-6,0.0885365220398744,-0.0552689994613409,0.23234204354109,0.0733701640312323,,FALSE,50-59,50,60,bounded_band,full,paper,calendar_month,all,strict_band_50_59_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,-5,0.0444648329747509,-0.108640991138848,0.19757065708835,0.0781152163844891,,FALSE,50-59,50,60,bounded_band,full,paper,calendar_month,all,strict_band_50_59_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,-4,0.0626182447170421,-0.100521077731822,0.225757567165906,0.0832343481881959,,FALSE,50-59,50,60,bounded_band,full,paper,calendar_month,all,strict_band_50_59_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,-3,-0.00506328289629495,-0.144153111438659,0.134026545646069,0.0709641982359,,FALSE,50-59,50,60,bounded_band,full,paper,calendar_month,all,strict_band_50_59_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,-2,0.172140923295408,0.0243207400895251,0.31996110650129,0.0754184608193278,,TRUE,50-59,50,60,bounded_band,full,paper,calendar_month,all,strict_band_50_59_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,0,0.17085137319036,0.0527381908132766,0.288964555567444,0.0602618277434101,,TRUE,50-59,50,60,bounded_band,full,paper,calendar_month,all,strict_band_50_59_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,1,0.108757231533793,-0.0223238576279422,0.239838320695528,0.066878106715171,,FALSE,50-59,50,60,bounded_band,full,paper,calendar_month,all,strict_band_50_59_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,2,0.0542847619344041,-0.0813123591828755,0.189881883051684,0.0691822046516732,,FALSE,50-59,50,60,bounded_band,full,paper,calendar_month,all,strict_band_50_59_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,3,0.0884405046855179,-0.0752226739818813,0.252103683352917,0.0835016217690812,,FALSE,50-59,50,60,bounded_band,full,paper,calendar_month,all,strict_band_50_59_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,4,0.00223200855632199,-0.154131110359377,0.158595127472021,0.0797771014876017,,FALSE,50-59,50,60,bounded_band,full,paper,calendar_month,all,strict_band_50_59_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,5,0.0467982992582665,-0.1126790728437,0.206275671360233,0.0813660061744726,,FALSE,50-59,50,60,bounded_band,full,paper,calendar_month,all,strict_band_50_59_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,6,0.0827596113123782,-0.134080114209499,0.299599336834255,0.110632513021366,,FALSE,50-59,50,60,bounded_band,full,paper,calendar_month,all,strict_band_50_59_full_paper_ncloc_calendar_month_all
