outcome,outcome_label,time,estimate,conf_low,conf_high,std_error,p_value,significant,panel,sample_type,ncloc_spec,time_mode,parse_exclusion_mode
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,-6,-0.0240396345037253,-0.0753548638159931,0.0272755948085426,0.0261812394450346,,FALSE,strict_ratio_python_snapshot_ncloc_calendar_month_parse_clean,ratio,python_snapshot,calendar_month,parse_clean
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,-5,-0.0230320309024838,-0.0851668682254258,0.0391028064204581,0.0317014476137459,,FALSE,strict_ratio_python_snapshot_ncloc_calendar_month_parse_clean,ratio,python_snapshot,calendar_month,parse_clean
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,-4,-0.0160139810828569,-0.088541893353695,0.0565139311879813,0.0370040368728766,,FALSE,strict_ratio_python_snapshot_ncloc_calendar_month_parse_clean,ratio,python_snapshot,calendar_month,parse_clean
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,-3,-0.00938755410044334,-0.0746247005924093,0.0558495923915227,0.0332842584142684,,FALSE,strict_ratio_python_snapshot_ncloc_calendar_month_parse_clean,ratio,python_snapshot,calendar_month,parse_clean
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,-2,0.034014635557315,-0.032094504544495,0.100123775659125,0.0337291531131684,,FALSE,strict_ratio_python_snapshot_ncloc_calendar_month_parse_clean,ratio,python_snapshot,calendar_month,parse_clean
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,0,0.0227012399046348,-0.0430455603954977,0.0884480402047674,0.0335442858674145,,FALSE,strict_ratio_python_snapshot_ncloc_calendar_month_parse_clean,ratio,python_snapshot,calendar_month,parse_clean
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,1,-0.0591367074754293,-0.134458253684392,0.0161848387335338,0.0384293603106954,,FALSE,strict_ratio_python_snapshot_ncloc_calendar_month_parse_clean,ratio,python_snapshot,calendar_month,parse_clean
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,2,-0.0294818635499934,-0.0957889466082466,0.0368252195082598,0.0338301444174761,,FALSE,strict_ratio_python_snapshot_ncloc_calendar_month_parse_clean,ratio,python_snapshot,calendar_month,parse_clean
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,3,-0.0360850827117325,-0.0977792217123719,0.0256090562889069,0.0314766015309385,,FALSE,strict_ratio_python_snapshot_ncloc_calendar_month_parse_clean,ratio,python_snapshot,calendar_month,parse_clean
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,4,-0.118189940924595,-0.188591207801995,-0.0477886740471957,0.035919013712959,,TRUE,strict_ratio_python_snapshot_ncloc_calendar_month_parse_clean,ratio,python_snapshot,calendar_month,parse_clean
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,5,0.0278692697190706,-0.0401006586980506,0.0958391981361918,0.0346785349066945,,FALSE,strict_ratio_python_snapshot_ncloc_calendar_month_parse_clean,ratio,python_snapshot,calendar_month,parse_clean
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,6,0.0373319970518279,-0.0766131347236782,0.151277128827334,0.0581352713140337,,FALSE,strict_ratio_python_snapshot_ncloc_calendar_month_parse_clean,ratio,python_snapshot,calendar_month,parse_clean
