outcome,term,estimate,std_error,conf_low,conf_high,p_value,note,outcome_label,panel,sample_type,ncloc_spec,time_mode,parse_exclusion_mode
agc_function_change_event_ratio,treat,-0.021290113679662,0.0232885574440332,-0.0669356862699671,0.024355458910643,,Borusyak static treatment effect,AGC-Like Event Share | Positive-Event Month,strict_ratio_python_snapshot_ncloc_calendar_month_parse_clean,ratio,python_snapshot,calendar_month,parse_clean
