exclusion_stage,exclusion_reason,scope_role,dataset_source,repo_name,time,event,time_to_event,python_eligible,scan_status,commits,lines_added,age,ncloc,ncloc_original,ncloc_recovered,ncloc_source,ncloc_recovery_applied,ncloc_recovery_snapshot_key,contributors,stars,issues,latest_commit_effective,commit_resolution
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,HelpingAI/Webscout,2025-04,,,1,success_python,122.0,41169.0,0,49428.0,49428.0,,replication_panel,0,,3.0,0,0,0d37e47f31e81edaaf0083ee65e86d0291939692,observed
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,HelpingAI/Webscout,2025-05,,,1,success_python,152.0,38034.0,0,53708.0,53708.0,,replication_panel,0,,5.0,0,0,44f4fd7a04771e30dac59705566949b590386208,observed
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,HelpingAI/Webscout,2025-06,,,1,success_python,90.0,33159.0,0,60724.0,60724.0,,replication_panel,0,,4.0,0,0,e3ea673b30db1067ffcd26fd13362697f4ef56f7,observed
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,HelpingAI/Webscout,2025-07,,,1,success_python,29.0,7390.0,0,61500.0,61500.0,,replication_panel,0,,1.0,0,0,3c0f40c7caa64697c58cc209b70672171dd541a9,observed
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,HelpingAI/Webscout,2025-08,,,1,success_python,41.0,4792.0,0,62631.0,62631.0,,replication_panel,0,,4.0,0,0,259c469b1785b81094ce71312991307ad5c14d58,observed
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,Makopolo/megascan_houdini20.0_USD_plugin,2024-04,,,1,success_python,24.0,6951.0,0,2496.0,2496.0,,replication_panel,0,,1.0,0,0,51c95912cbed07c846baba016831fcec1978d6ce,observed
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,Makopolo/megascan_houdini20.0_USD_plugin,2024-05,,,1,success_python,0.0,0.0,18,2496.0,2496.0,,replication_panel,0,,0.0,1,0,51c95912cbed07c846baba016831fcec1978d6ce,carried_forward
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,Makopolo/megascan_houdini20.0_USD_plugin,2024-06,,,1,success_python,5.0,227.0,49,2495.0,2495.0,,replication_panel,0,,1.0,2,1,9ea78b3706bd91ffc45b5d286e05d9d48caefd27,observed
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,Makopolo/megascan_houdini20.0_USD_plugin,2024-07,,,1,success_python,2.0,3.0,79,2497.0,2497.0,,replication_panel,0,,1.0,1,0,8136e2577c68bb305b707dba182a17b247d1f842,observed
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,MingSun-Tse/LightAvatar-TensorFlow,2024-09,,,1,success_python,9.0,5466.0,0,1566.0,1566.0,,replication_panel,0,,1.0,13,1,d2bb41c27f14024821c7819d5f958c3ee4adb9d4,observed
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,MingSun-Tse/LightAvatar-TensorFlow,2024-10,,,1,success_python,2.0,1129.0,4,2147.0,2147.0,,replication_panel,0,,1.0,6,1,19865a5adcb07c7dd9edd981ff0fe6335edaca62,observed
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,MingSun-Tse/LightAvatar-TensorFlow,2024-11,,,1,success_python,1.0,1.0,35,2147.0,2147.0,,replication_panel,0,,1.0,5,0,3994bf5aa77460a57e943805ace5ca2d2d0b287f,observed
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,PhilNad/robot-arm-kinematic-calibration,2024-07,,,1,success_python,5.0,1273.0,0,374.0,374.0,,replication_panel,0,,2.0,0,0,671867f97e17625062bf0eab24d1381369e59ea7,observed
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,PhilNad/robot-arm-kinematic-calibration,2024-08,,,1,success_python,2.0,169.0,0,386.0,386.0,,replication_panel,0,,1.0,1,0,6e0292a27caedfd3a205502115d243868fafc00d,observed
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,PhilNad/robot-arm-kinematic-calibration,2024-09,,,1,success_python,0.0,0.0,0,386.0,386.0,,replication_panel,0,,0.0,3,1,6e0292a27caedfd3a205502115d243868fafc00d,carried_forward
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,PhilNad/robot-arm-kinematic-calibration,2024-10,,,1,success_python,0.0,0.0,30,386.0,386.0,,replication_panel,0,,0.0,2,1,6e0292a27caedfd3a205502115d243868fafc00d,carried_forward
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,PhilNad/robot-arm-kinematic-calibration,2024-11,,,1,success_python,0.0,0.0,61,386.0,386.0,,replication_panel,0,,0.0,1,0,6e0292a27caedfd3a205502115d243868fafc00d,carried_forward
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,PhilNad/robot-arm-kinematic-calibration,2024-12,,,1,success_python,0.0,0.0,91,386.0,386.0,,replication_panel,0,,0.0,3,0,6e0292a27caedfd3a205502115d243868fafc00d,carried_forward
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,PhilNad/robot-arm-kinematic-calibration,2025-01,,,1,success_python,1.0,10.0,122,384.0,384.0,,replication_panel,0,,1.0,0,1,2ff9410285bb9cc5ae3fb2f4bfa716df4714ef82,observed
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,PhilNad/robot-arm-kinematic-calibration,2025-02,,,1,success_python,0.0,0.0,0,384.0,384.0,,replication_panel,0,,0.0,0,0,2ff9410285bb9cc5ae3fb2f4bfa716df4714ef82,carried_forward
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,PhilNad/robot-arm-kinematic-calibration,2025-03,,,1,success_python,4.0,1454.0,181,567.0,567.0,,replication_panel,0,,1.0,8,0,0f26b06be69ce3d41d97d259aef577831d7fc741,observed
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,The-WhiteRabbit/dnfm_server,2024-08,,,1,success_python,18.0,1211.0,0,924.0,924.0,,replication_panel,0,,1.0,26,2,27aef2893d5aafe85066fdc682f9ef1bc5fce2d6,observed
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,TheFocusedCoder/api-agent,2024-08,,,1,success_python,41.0,11449.0,0,67.0,67.0,,replication_panel,0,,3.0,9,0,f8ffde215c91238ab844dc60531b179d6067a211,observed
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,adelatour11/androidtvbackground,2024-04,,,1,success_python,80.0,1329.0,0,433.0,433.0,,replication_panel,0,,1.0,0,0,9d6dbd6cba861bff31a2d39c2acfd4f71f2010e7,observed
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,adelatour11/androidtvbackground,2024-05,,,1,success_python,3.0,26.0,7,435.0,435.0,,replication_panel,0,,1.0,5,0,643fc587f6a4462f0c0402be899059877cbf3df9,observed
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,adelatour11/androidtvbackground,2024-06,,,1,success_python,14.0,310.0,38,605.0,605.0,,replication_panel,0,,1.0,2,0,ff3845ffb8172920c0c224052b77fa81708c463e,observed
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,adelatour11/androidtvbackground,2024-07,,,1,success_python,0.0,0.0,68,605.0,605.0,,replication_panel,0,,0.0,1,0,ff3845ffb8172920c0c224052b77fa81708c463e,carried_forward
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,adelatour11/androidtvbackground,2024-08,,,1,success_python,0.0,0.0,99,605.0,605.0,,replication_panel,0,,0.0,2,0,ff3845ffb8172920c0c224052b77fa81708c463e,carried_forward
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,adelatour11/androidtvbackground,2024-09,,,1,success_python,0.0,0.0,130,605.0,605.0,,replication_panel,0,,0.0,1,0,ff3845ffb8172920c0c224052b77fa81708c463e,carried_forward
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,adelatour11/androidtvbackground,2024-10,,,1,success_python,0.0,0.0,160,605.0,605.0,,replication_panel,0,,0.0,0,1,ff3845ffb8172920c0c224052b77fa81708c463e,carried_forward
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,adelatour11/androidtvbackground,2024-11,,,1,success_python,0.0,0.0,191,605.0,605.0,,replication_panel,0,,0.0,0,1,ff3845ffb8172920c0c224052b77fa81708c463e,carried_forward
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,adelatour11/androidtvbackground,2024-12,,,1,success_python,0.0,0.0,221,605.0,605.0,,replication_panel,0,,0.0,5,0,ff3845ffb8172920c0c224052b77fa81708c463e,carried_forward
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,adelatour11/androidtvbackground,2025-01,,,1,success_python,29.0,421.0,252,618.0,618.0,,replication_panel,0,,2.0,7,2,0128ef8112e8071c63f30f2aca9fde7831f5e213,observed
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,adelatour11/androidtvbackground,2025-02,,,1,success_python,7.0,503.0,283,810.0,810.0,,replication_panel,0,,2.0,4,6,3887a623b0ad32405826237c132fec2625f83bbf,observed
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,adelatour11/androidtvbackground,2025-03,,,1,success_python,0.0,0.0,311,810.0,810.0,,replication_panel,0,,0.0,4,0,3887a623b0ad32405826237c132fec2625f83bbf,carried_forward
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,adelatour11/androidtvbackground,2025-04,,,1,success_python,0.0,0.0,342,810.0,810.0,,replication_panel,0,,0.0,1,0,3887a623b0ad32405826237c132fec2625f83bbf,carried_forward
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,adelatour11/androidtvbackground,2025-05,,,1,success_python,0.0,0.0,372,810.0,810.0,,replication_panel,0,,0.0,2,2,3887a623b0ad32405826237c132fec2625f83bbf,carried_forward
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,adelatour11/androidtvbackground,2025-06,,,1,success_python,13.0,2012.0,403,1188.0,1188.0,,replication_panel,0,,3.0,0,0,aff8e8fe4c7de868cd845610797d2c4fe47deb05,observed
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,adelatour11/androidtvbackground,2025-07,,,1,success_python,15.0,816.0,433,1382.0,1382.0,,replication_panel,0,,1.0,9,1,4d2dd2139cb7a32df68d24494631373a4b5b1807,observed
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,adelatour11/androidtvbackground,2025-08,,,1,success_python,2.0,258.0,464,1714.0,1714.0,,replication_panel,0,,2.0,0,2,4d82c578f6308417109ba352bffef004e4901c76,observed
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,dottxt-ai/prompts,2024-07,,,1,success_python,13.0,817.0,0,264.0,264.0,,replication_panel,0,,1.0,0,0,b47c9ba122b0bf40291637b678da62a6ce029eaf,observed
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,dottxt-ai/prompts,2024-08,,,1,success_python,1.0,5.0,0,264.0,264.0,,replication_panel,0,,1.0,0,0,1ce5258495a41ebf87c1ef2e8e1fed90baefe001,observed
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,dottxt-ai/prompts,2024-09,,,1,success_python,7.0,431.0,0,229.0,229.0,,replication_panel,0,,2.0,17,2,3d2689ad7c388af3ab603aa374a51ca66d9eb915,observed
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,dottxt-ai/prompts,2024-10,,,1,success_python,0.0,0.0,18,229.0,229.0,,replication_panel,0,,0.0,22,0,3d2689ad7c388af3ab603aa374a51ca66d9eb915,carried_forward
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,dottxt-ai/prompts,2024-11,,,1,success_python,0.0,0.0,49,229.0,229.0,,replication_panel,0,,0.0,16,0,3d2689ad7c388af3ab603aa374a51ca66d9eb915,carried_forward
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,dottxt-ai/prompts,2024-12,,,1,success_python,0.0,0.0,79,229.0,229.0,,replication_panel,0,,0.0,7,0,3d2689ad7c388af3ab603aa374a51ca66d9eb915,carried_forward
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,dottxt-ai/prompts,2025-01,,,1,success_python,0.0,0.0,110,229.0,229.0,,replication_panel,0,,0.0,8,0,3d2689ad7c388af3ab603aa374a51ca66d9eb915,carried_forward
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,dottxt-ai/prompts,2025-02,,,1,success_python,0.0,0.0,141,229.0,229.0,,replication_panel,0,,0.0,3,0,3d2689ad7c388af3ab603aa374a51ca66d9eb915,carried_forward
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,dottxt-ai/prompts,2025-03,,,1,success_python,0.0,0.0,169,229.0,229.0,,replication_panel,0,,0.0,2,0,3d2689ad7c388af3ab603aa374a51ca66d9eb915,carried_forward
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,dottxt-ai/prompts,2025-04,,,1,success_python,0.0,0.0,200,229.0,229.0,,replication_panel,0,,0.0,6,0,3d2689ad7c388af3ab603aa374a51ca66d9eb915,carried_forward
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,dottxt-ai/prompts,2025-05,,,1,success_python,0.0,0.0,230,229.0,229.0,,replication_panel,0,,0.0,3,0,3d2689ad7c388af3ab603aa374a51ca66d9eb915,carried_forward
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,dottxt-ai/prompts,2025-06,,,1,success_python,0.0,0.0,261,229.0,229.0,,replication_panel,0,,0.0,2,0,3d2689ad7c388af3ab603aa374a51ca66d9eb915,carried_forward
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,dottxt-ai/prompts,2025-07,,,1,success_python,2.0,6.0,291,229.0,229.0,,replication_panel,0,,2.0,2,2,d386a43d3e735a56bcbf616c484ffe7fa8ed9f22,observed
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,itsKayWat/MindfulShift-2025,2024-12,,,1,success_python,12.0,934.0,0,709.0,709.0,,replication_panel,0,,1.0,3,0,62580ae5a421715874056e57a2b88ccf349dc137,observed
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,kangtegong/pyftrace,2024-10,,,1,success_python,3.0,12.0,0,442.0,442.0,,replication_panel,0,,1.0,8,0,fab1b1bf2ae24ff71f8b1040b28b88e48e3d6d8b,observed
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,kangtegong/pyftrace,2024-11,,,1,success_python,43.0,2489.0,5,1128.0,1128.0,,replication_panel,0,,1.0,1,1,373230846a173df3e9578cd397331871ffb8a0ce,observed
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,kangtegong/pyftrace,2024-12,,,1,success_python,9.0,966.0,35,1187.0,1187.0,,replication_panel,0,,1.0,8,1,d7ec34c5d81f03d7960a7bac1c2cbc57f3c5e9a3,observed
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,kangtegong/pyftrace,2025-01,,,1,success_python,0.0,0.0,66,1187.0,1187.0,,replication_panel,0,,0.0,10,0,d7ec34c5d81f03d7960a7bac1c2cbc57f3c5e9a3,carried_forward
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,kangtegong/pyftrace,2025-02,,,1,success_python,0.0,0.0,97,1187.0,1187.0,,replication_panel,0,,0.0,159,0,d7ec34c5d81f03d7960a7bac1c2cbc57f3c5e9a3,carried_forward
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,kangtegong/pyftrace,2025-03,,,1,success_python,5.0,143.0,125,1248.0,1248.0,,replication_panel,0,,1.0,13,0,185f4b470dd7c599d532b2d4a78583c765b7374d,observed
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,loml13yyy/AtlassianConfluence-RCE,2024-10,,,1,success_python,7.0,86.0,0,52.0,52.0,,replication_panel,0,,1.0,12,0,8797c797dcc297faedda1f621fa6ccbec7353409,observed
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,loml13yyy/yyGRPU8,2024-10,,,1,success_python,6.0,81.0,0,50.0,50.0,,replication_panel,0,,1.0,11,0,077ec2e2c3514c462932606ac3f94ebeb0efeabb,observed
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,sakomws/ai-workshop,2024-11,,,1,success_python,84.0,64343.0,0,747.0,747.0,,replication_panel,0,,13.0,14,0,ac7f18e79fab47a79da5b7b3f93b800c2bd4199f,observed
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,sakomws/ai-workshop,2024-12,,,1,success_python,1.0,1.0,0,747.0,747.0,,replication_panel,0,,1.0,0,0,d8ff28abaa606ac28c4392122a3a591f2ffba76e,observed
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,viktoriasemaan/sa-ai-agent,2024-08,,,1,success_python,16.0,2887.0,0,436.0,436.0,,replication_panel,0,,2.0,0,0,56f53e459710190f3ccff4add4deabd2f1703904,observed
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,viktoriasemaan/sa-ai-agent,2024-09,,,1,success_python,0.0,0.0,0,436.0,436.0,,replication_panel,0,,0.0,0,0,56f53e459710190f3ccff4add4deabd2f1703904,carried_forward
model_a_estimability,control_not_linked_to_estimable_treatment,control,control,viktoriasemaan/sa-ai-agent,2024-10,,,1,success_python,21.0,659.0,0,402.0,402.0,,replication_panel,0,,3.0,22,0,0940e9cb6507fec46df6502f341dc81a103a6aa7,observed
model_a_estimability,treatment_has_no_pre_treatment_complete_case_row,treatment,treatment,1mrat/cursor-taskrunner,2024-08,2024-08,0.0,1,success_python,4.0,264.0,0,209.0,209.0,,replication_panel,0,,1.0,9,0,53d6ca106d0525b5eec3d03eba2406488da0ddcd,observed
model_a_estimability,treatment_has_no_pre_treatment_complete_case_row,treatment,treatment,Anemll/Anemll,2025-02,2025-02,0.0,1,success_python,8.0,2742.0,0,3990.0,3990.0,,replication_panel,0,,2.0,212,3,d3b2e3660c0657ab643b68a0513b4b5ab443c04c,observed
model_a_estimability,treatment_has_no_pre_treatment_complete_case_row,treatment,treatment,Anemll/Anemll,2025-03,2025-02,1.0,1,success_python,0.0,0.0,20,3990.0,3990.0,,replication_panel,0,,0.0,74,6,d3b2e3660c0657ab643b68a0513b4b5ab443c04c,carried_forward
model_a_estimability,treatment_has_no_pre_treatment_complete_case_row,treatment,treatment,Anemll/Anemll,2025-04,2025-02,2.0,1,success_python,5.0,23138.0,51,4093.0,4093.0,,replication_panel,0,,2.0,23,5,d175746c2ffbabd0a0e4491212c0ef0a501d9848,observed
model_a_estimability,treatment_has_no_pre_treatment_complete_case_row,treatment,treatment,Anemll/Anemll,2025-05,2025-02,3.0,1,success_python,1.0,2.0,81,4093.0,4093.0,,replication_panel,0,,1.0,551,2,4bfa0b08183a437e759798f2245bbcba2313521f,observed
model_a_estimability,treatment_has_no_pre_treatment_complete_case_row,treatment,treatment,Anemll/Anemll,2025-06,2025-02,4.0,1,success_python,65.0,91287.0,112,18458.0,18458.0,,replication_panel,0,,3.0,74,3,b0ea623eaac791a0803849c4f35ef8357f98935b,observed
model_a_estimability,treatment_has_no_pre_treatment_complete_case_row,treatment,treatment,Anemll/Anemll,2025-07,2025-02,5.0,1,success_python,1.0,5389.0,142,21444.0,21444.0,,replication_panel,0,,1.0,35,2,6ecb10d7dfe90533af13ac23c825ca76aab0c56e,observed
model_a_estimability,treatment_has_no_pre_treatment_complete_case_row,treatment,treatment,Aronnaxx/Behold-Urwar-Droid-Concepts,2025-03,2025-03,0.0,1,success_python,64.0,357094.0,0,6573.0,6573.0,,replication_panel,0,,3.0,12,0,8a14987a286e25f89700138a78d8383f04a0115a,observed
model_a_estimability,treatment_has_no_pre_treatment_complete_case_row,treatment,treatment,Aronnaxx/Behold-Urwar-Droid-Concepts,2025-04,2025-03,1.0,1,success_python,2.0,3.0,13,6573.0,6573.0,,replication_panel,0,,1.0,1,0,89ec1d902b5b85a3b89144a32b132bd87b662f58,observed
model_a_estimability,treatment_has_no_pre_treatment_complete_case_row,treatment,treatment,Aronnaxx/Behold-Urwar-Droid-Concepts,2025-05,2025-03,2.0,1,success_python,0.0,0.0,0,6573.0,6573.0,,replication_panel,0,,0.0,0,0,89ec1d902b5b85a3b89144a32b132bd87b662f58,carried_forward
model_a_estimability,treatment_has_no_pre_treatment_complete_case_row,treatment,treatment,Aronnaxx/Behold-Urwar-Droid-Concepts,2025-06,2025-03,3.0,1,success_python,1.0,3.0,74,6573.0,6573.0,,replication_panel,0,,1.0,0,0,fcaef112fb7619c370516489ecd6cc3f77e5fb56,observed
model_a_estimability,treatment_has_no_pre_treatment_complete_case_row,treatment,treatment,Aronnaxx/Behold-Urwar-Droid-Concepts,2025-07,2025-03,4.0,1,success_python,0.0,0.0,0,6573.0,6573.0,,replication_panel,0,,0.0,0,0,fcaef112fb7619c370516489ecd6cc3f77e5fb56,carried_forward
model_a_estimability,treatment_has_no_pre_treatment_complete_case_row,treatment,treatment,Aronnaxx/Behold-Urwar-Droid-Concepts,2025-08,2025-03,5.0,1,success_python,1.0,1009.0,0,7296.0,7296.0,,replication_panel,0,,1.0,0,0,e5dde69cff032c97647d5cc4b52836d45d2c12ae,observed
model_a_estimability,treatment_has_no_pre_treatment_complete_case_row,treatment,treatment,AttackIQ/DetectIQ,2024-11,2024-11,0.0,1,success_python,6.0,3850.0,0,12014.0,12014.0,,replication_panel,0,,1.0,0,0,631e72c75443b651f1ce7adf5081f21c96e77d79,observed
model_a_estimability,treatment_has_no_pre_treatment_complete_case_row,treatment,treatment,AttackIQ/DetectIQ,2024-12,2024-11,1.0,1,success_python,30.0,10483.0,0,12604.0,12604.0,,replication_panel,0,,2.0,0,0,c064d3a0833d12ff9b5f838610ce2b1d79e387ff,observed
model_a_estimability,treatment_has_no_pre_treatment_complete_case_row,treatment,treatment,DannyMac180/mirror,2024-12,2024-12,0.0,1,success_python,15.0,7096.0,226,3664.0,3664.0,,replication_panel,0,,1.0,8,0,07faea189c83c42cd4cb5361ea41527168d3a377,observed
model_a_estimability,treatment_has_no_pre_treatment_complete_case_row,treatment,treatment,Elevate-Code/better-voice-typing,2024-10,2024-10,0.0,1,success_python,1.0,0.0,0,305.0,305.0,,replication_panel,0,,1.0,0,0,564b5339660fc620ca21e7e2a7b6cb507fea77cb,observed
model_a_estimability,treatment_has_no_pre_treatment_complete_case_row,treatment,treatment,Elevate-Code/better-voice-typing,2024-11,2024-10,1.0,1,success_python,12.0,2001.0,0,1112.0,1112.0,,replication_panel,0,,1.0,4,0,a58e01b461c249d902a0a38b44b278840cc0d3b8,observed
model_a_estimability,treatment_has_no_pre_treatment_complete_case_row,treatment,treatment,Elevate-Code/better-voice-typing,2024-12,2024-10,2.0,1,success_python,1.0,1.0,18,1112.0,1112.0,,replication_panel,0,,1.0,4,0,691e5ea7b6e251066e26fcb732477e5536324de5,observed
model_a_estimability,treatment_has_no_pre_treatment_complete_case_row,treatment,treatment,Elevate-Code/better-voice-typing,2025-01,2024-10,3.0,1,success_python,1.0,52.0,49,1122.0,1122.0,,replication_panel,0,,1.0,7,0,11a9aff4a987035c54db1819a6499b693fe22527,observed
model_a_estimability,treatment_has_no_pre_treatment_complete_case_row,treatment,treatment,Elevate-Code/better-voice-typing,2025-02,2024-10,4.0,1,success_python,2.0,66.0,80,1161.0,1161.0,,replication_panel,0,,1.0,8,1,4ad5bb35383da1aac343d657bee5678e600963f6,observed
model_a_estimability,treatment_has_no_pre_treatment_complete_case_row,treatment,treatment,Elevate-Code/better-voice-typing,2025-03,2024-10,5.0,1,success_python,5.0,710.0,108,1139.0,1139.0,,replication_panel,0,,1.0,8,1,2fb4137106d569616cdd58bd61a7b35acdd04ff1,observed
model_a_estimability,treatment_has_no_pre_treatment_complete_case_row,treatment,treatment,Elevate-Code/better-voice-typing,2025-04,2024-10,6.0,1,success_python,0.0,0.0,139,1139.0,1139.0,,replication_panel,0,,0.0,4,0,2fb4137106d569616cdd58bd61a7b35acdd04ff1,carried_forward
model_a_estimability,treatment_has_no_pre_treatment_complete_case_row,treatment,treatment,Elevate-Code/better-voice-typing,2025-05,2024-10,7.0,1,success_python,0.0,0.0,169,1139.0,1139.0,,replication_panel,0,,0.0,5,0,2fb4137106d569616cdd58bd61a7b35acdd04ff1,carried_forward
model_a_estimability,treatment_has_no_pre_treatment_complete_case_row,treatment,treatment,Elevate-Code/better-voice-typing,2025-06,2024-10,8.0,1,success_python,6.0,1380.0,200,1555.0,1555.0,,replication_panel,0,,1.0,5,0,b2c1fb94b85d91156f3d63587812a0ff1b644e51,observed
model_a_estimability,treatment_has_no_pre_treatment_complete_case_row,treatment,treatment,Elevate-Code/better-voice-typing,2025-07,2024-10,9.0,1,success_python,7.0,467.0,230,1691.0,1691.0,,replication_panel,0,,1.0,3,6,b346834d9ba6d8c69f92d86158cf2b8ee6b4084d,observed
model_a_estimability,treatment_has_no_pre_treatment_complete_case_row,treatment,treatment,Meeting-Baas/speaking-meeting-bot,2024-11,2024-11,0.0,1,success_python,91.0,16313.0,0,2659.0,2659.0,,replication_panel,0,,3.0,8,0,6c6d8469fad3b0cb2a0bebd613e684e65ad6d7ff,observed
model_a_estimability,treatment_has_no_pre_treatment_complete_case_row,treatment,treatment,Meeting-Baas/speaking-meeting-bot,2024-12,2024-11,1.0,1,success_python,0.0,0.0,19,2659.0,2659.0,,replication_panel,0,,0.0,1,0,6c6d8469fad3b0cb2a0bebd613e684e65ad6d7ff,carried_forward
model_a_estimability,treatment_has_no_pre_treatment_complete_case_row,treatment,treatment,Meeting-Baas/speaking-meeting-bot,2025-01,2024-11,2.0,1,success_python,0.0,0.0,50,2659.0,2659.0,,replication_panel,0,,0.0,1,0,6c6d8469fad3b0cb2a0bebd613e684e65ad6d7ff,carried_forward
model_a_estimability,treatment_has_no_pre_treatment_complete_case_row,treatment,treatment,Meeting-Baas/speaking-meeting-bot,2025-02,2024-11,3.0,1,success_python,0.0,0.0,81,2659.0,2659.0,,replication_panel,0,,0.0,1,0,6c6d8469fad3b0cb2a0bebd613e684e65ad6d7ff,carried_forward
model_a_estimability,treatment_has_no_pre_treatment_complete_case_row,treatment,treatment,Meeting-Baas/speaking-meeting-bot,2025-03,2024-11,4.0,1,success_python,1.0,329.0,109,2717.0,2717.0,,replication_panel,0,,1.0,1,0,583e807fc65970b9fa89c3073489a60793d8e040,observed
model_a_estimability,treatment_has_no_pre_treatment_complete_case_row,treatment,treatment,Meeting-Baas/speaking-meeting-bot,2025-04,2024-11,5.0,1,success_python,47.0,8266.0,140,3185.0,3185.0,,replication_panel,0,,3.0,2,0,5b6a3721131f6739084b7cb3e2f526cafa386b09,observed
model_a_estimability,treatment_has_no_pre_treatment_complete_case_row,treatment,treatment,Meeting-Baas/speaking-meeting-bot,2025-05,2024-11,6.0,1,success_python,3.0,260.0,170,3332.0,3332.0,,replication_panel,0,,2.0,6,0,b69bb9ab672e3df7b5a7e074da035132e7a51f53,observed
