outcome,term,estimate,std_error,conf_low,conf_high,p_value,note,outcome_label,panel,sample_type,ncloc_spec,time_mode,parse_exclusion_mode
has_function_change_event,treat,0.0316557016956415,0.0589396625247372,-0.0838660368528434,0.147177440244126,,Borusyak static treatment effect,Any Function-Change Event,strict_function_lines_3_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
log1p_function_change_events,treat,0.0517234459502552,0.21921235076164,-0.37793276154256,0.48137965344307,,Borusyak static treatment effect,Total Function-Change Events (log1p),strict_function_lines_3_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
log1p_agc_function_change_events,treat,0.0532353791840035,0.19410420048691,-0.32720885377034,0.433679612138348,,Borusyak static treatment effect,AGC-Like Function-Change Events (log1p),strict_function_lines_3_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
log1p_hwc_function_change_events,treat,-0.0282887101305926,0.196363429583362,-0.413161032113983,0.356583611852798,,Borusyak static treatment effect,HWC-Like Function-Change Events (log1p),strict_function_lines_3_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
