outcome,outcome_label,time,estimate,conf_low,conf_high,std_error,p_value,significant,ast_sequence_token_band,ast_sequence_token_lower_bound_inclusive,ast_sequence_token_upper_bound_exclusive,ast_sequence_token_specification,sample_type,ncloc_spec,time_mode,parse_exclusion_mode,panel
has_function_change_event,Any Function-Change Event,-6,-0.0289730283083877,-0.178455914085342,0.120509857468566,0.0762667784576295,,FALSE,70-79,70,80,bounded_band,full,paper,calendar_month,all,strict_band_70_79_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,-5,-0.0346157087728314,-0.187682620425377,0.118451202879715,0.0780953630880337,,FALSE,70-79,70,80,bounded_band,full,paper,calendar_month,all,strict_band_70_79_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,-4,0.0137080786943056,-0.135046299066314,0.162462456454925,0.0758950906941935,,FALSE,70-79,70,80,bounded_band,full,paper,calendar_month,all,strict_band_70_79_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,-3,-0.00987890791153174,-0.168481823640238,0.148724007817175,0.0809198549636257,,FALSE,70-79,70,80,bounded_band,full,paper,calendar_month,all,strict_band_70_79_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,-2,0.0992025997654213,-0.0345396780676319,0.232944877598474,0.068235856037272,,FALSE,70-79,70,80,bounded_band,full,paper,calendar_month,all,strict_band_70_79_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,0,0.0863660168057061,-0.0361508575450365,0.208882891156449,0.0625086093626238,,FALSE,70-79,70,80,bounded_band,full,paper,calendar_month,all,strict_band_70_79_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,1,0.149722142591154,-0.00348150179372106,0.30292578697603,0.0781651246861609,,FALSE,70-79,70,80,bounded_band,full,paper,calendar_month,all,strict_band_70_79_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,2,0.0714073867924307,-0.0878597916052211,0.230674565190082,0.0812587644885978,,FALSE,70-79,70,80,bounded_band,full,paper,calendar_month,all,strict_band_70_79_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,3,0.166761402243073,0.0111908637027792,0.322331940783366,0.0793727237450476,,TRUE,70-79,70,80,bounded_band,full,paper,calendar_month,all,strict_band_70_79_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,4,-0.0362065965494332,-0.190185417098993,0.117772224000126,0.0785606227293672,,FALSE,70-79,70,80,bounded_band,full,paper,calendar_month,all,strict_band_70_79_full_paper_ncloc_calendar_month_all
