outcome,term,estimate,std_error,conf_low,conf_high,p_value,note,outcome_label,ast_sequence_token_band,ast_sequence_token_lower_bound_inclusive,ast_sequence_token_upper_bound_exclusive,ast_sequence_token_specification,sample_type,ncloc_spec,time_mode,parse_exclusion_mode,panel
has_function_change_event,treat,0.0861982148215692,0.0527422261525747,-0.0171765484374771,0.189572978080616,,Borusyak static treatment effect,Any Function-Change Event,70-79,70,80,bounded_band,full,paper,calendar_month,all,strict_band_70_79_full_paper_ncloc_calendar_month_all
log1p_function_change_events,treat,0.0650894224825961,0.168809268667965,-0.265776744106616,0.395955589071808,,Borusyak static treatment effect,Total Function-Change Events (log1p),70-79,70,80,bounded_band,full,paper,calendar_month,all,strict_band_70_79_full_paper_ncloc_calendar_month_all
log1p_agc_function_change_events,treat,-0.0145109212333031,0.154139834379739,-0.316624996617592,0.287603154150986,,Borusyak static treatment effect,AGC-Like Function-Change Events (log1p),70-79,70,80,bounded_band,full,paper,calendar_month,all,strict_band_70_79_full_paper_ncloc_calendar_month_all
log1p_hwc_function_change_events,treat,0.0553769208093208,0.141124559301458,-0.221227215421536,0.331981057040178,,Borusyak static treatment effect,HWC-Like Function-Change Events (log1p),70-79,70,80,bounded_band,full,paper,calendar_month,all,strict_band_70_79_full_paper_ncloc_calendar_month_all
