repo_name,time,is_treatment,event,post_event,time_to_event,lead_6,lead_5,lead_4,lead_3,lead_2,lead_1,lag_0,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,cursor,commits,lines_added,lines_removed,contributors,stars,issues,issue_comments,age,ncloc,bugs,vulnerabilities,code_smells,duplicated_lines_density,comment_lines_density,cognitive_complexity,technical_debt,num_dependencies_total,num_vulnerable_dependencies,average_technical_lag,dataset_source,other_agents,high_confidence,latest_commit_original,latest_commit_effective,latest_commit,commit_resolution,months_since_observed_commit,clone_path,clone_exists,is_git_repository,commit_exists,tracked_file_count,python_file_count_all,python_file_count_source,python_file_count_excluded,has_python,has_python_source,python_eligible,python_path_samples,excluded_python_path_samples,scan_status,error_message,eligibility_join_status
zauberzeug/nicegui,2025-08,1,2025-03,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,True,42.0,975.0,359.0,8.0,288,20,118,1539,81486.0,2688.0,0.0,20735.0,7.1,8.3,65718.0,119160.0,16.0,0.0,157.11240553457756,treatment,True,False,47a9542199eda065b82bfefe2f159323621d3d38,47a9542199eda065b82bfefe2f159323621d3d38,47a9542199eda065b82bfefe2f159323621d3d38,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/zauberzeug_nicegui,1,1,1,1263,716,716,0,1,1,1,.github/workflows/update_version.py | deploy.py | examples/3d_scene/main.py | examples/ai_interface/main.py | examples/audio_recorder/audio_recorder.py,,success_python,,matched_repo_month
zenbase-ai/py-priompt,2024-11,1,2024-11,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,12.0,8090.0,1068.0,2.0,34,0,0,0,4739.0,4.0,0.0,59.0,2.4,4.6,1057.0,836.0,,,,treatment,True,True,6bff0fc0b8f27c5b02c695dfee90722602d87c26,6bff0fc0b8f27c5b02c695dfee90722602d87c26,6bff0fc0b8f27c5b02c695dfee90722602d87c26,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/zenbase-ai_py-priompt,1,1,1,25,12,12,0,1,1,1,src/priompt/__init__.py | src/priompt/components.py | src/priompt/lib.py | src/priompt/openai.py | src/priompt/output_catcher.py,,success_python,,matched_repo_month
zilliztech/mcp-server-milvus,2025-03,1,2025-03,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,23.0,2140.0,2886.0,4.0,43,3,5,0,447.0,0.0,0.0,5.0,0.0,33.2,30.0,25.0,,,,treatment,False,True,7b8e5e0c9e5578b5b7bac3657c33c0ac796389c8,7b8e5e0c9e5578b5b7bac3657c33c0ac796389c8,7b8e5e0c9e5578b5b7bac3657c33c0ac796389c8,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/zilliztech_mcp-server-milvus,1,1,1,12,2,2,0,1,1,1,src/mcp_server_milvus/__init__.py | src/mcp_server_milvus/server.py,,success_python,,matched_repo_month
zilliztech/mcp-server-milvus,2025-04,1,2025-03,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,True,1.0,2.0,15.0,1.0,45,7,10,20,435.0,0.0,0.0,5.0,0.0,33.8,29.0,25.0,,,,treatment,False,False,f077a68012b3d73a19b68aa0ededcb2d82fb3cd6,f077a68012b3d73a19b68aa0ededcb2d82fb3cd6,f077a68012b3d73a19b68aa0ededcb2d82fb3cd6,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/zilliztech_mcp-server-milvus,1,1,1,12,2,2,0,1,1,1,src/mcp_server_milvus/__init__.py | src/mcp_server_milvus/server.py,,success_python,,matched_repo_month
zilliztech/mcp-server-milvus,2025-05,1,2025-03,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,4.0,477.0,72.0,3.0,32,1,4,50,513.0,0.0,0.0,5.0,0.0,32.3,34.0,25.0,,,,treatment,False,False,a5ca1c1e427d9f9ea0bbfcef26c62f2c6d111de2,a5ca1c1e427d9f9ea0bbfcef26c62f2c6d111de2,a5ca1c1e427d9f9ea0bbfcef26c62f2c6d111de2,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/zilliztech_mcp-server-milvus,1,1,1,13,2,2,0,1,1,1,src/mcp_server_milvus/__init__.py | src/mcp_server_milvus/server.py,,success_python,,matched_repo_month
zilliztech/mcp-server-milvus,2025-06,1,2025-03,1,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2.0,606.0,418.0,2.0,14,2,4,81,488.0,0.0,0.0,5.0,0.0,33.4,33.0,25.0,,,,treatment,False,False,02fb0592513af3b3e05a12f948a35f98bd2f8447,02fb0592513af3b3e05a12f948a35f98bd2f8447,02fb0592513af3b3e05a12f948a35f98bd2f8447,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/zilliztech_mcp-server-milvus,1,1,1,13,2,2,0,1,1,1,src/mcp_server_milvus/__init__.py | src/mcp_server_milvus/server.py,,success_python,,matched_repo_month
Dror-Bengal/CursorFocus,2024-12,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,False,13.0,3139.0,1042.0,3.0,8,4,4,0,1316.0,0.0,0.0,23.0,0.0,12.3,484.0,328.0,,,,treatment,False,False,7476325c97b95080a69b3349208926b8a6cbc3eb,7476325c97b95080a69b3349208926b8a6cbc3eb,7476325c97b95080a69b3349208926b8a6cbc3eb,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Dror-Bengal_CursorFocus,1,1,1,18,8,8,0,1,1,1,analyzers.py | config.py | content_generator.py | focus.py | project_detector.py,,success_python,,matched_repo_month
Dror-Bengal/CursorFocus,2025-01,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,False,5.0,2025.0,1874.0,1.0,37,2,2,5,1847.0,0.0,0.0,37.0,0.0,14.3,666.0,407.0,,,,treatment,False,False,62ef23a6e2ea725f9ccb7be17b95440277b4597b,62ef23a6e2ea725f9ccb7be17b95440277b4597b,62ef23a6e2ea725f9ccb7be17b95440277b4597b,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Dror-Bengal_CursorFocus,1,1,1,23,10,10,0,1,1,1,__init__.py | analyzers.py | code_review.py | config.py | content_generator.py,,success_python,,matched_repo_month
The-Pocket-World/PocketManus,2025-03,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,False,382.0,77022.0,14004.0,62.0,133,1,4,0,8730.0,1.0,0.0,72.0,2.3,22.8,1415.0,582.0,,,,treatment,False,False,c5cb0108e6e313d83323f8579e6238a4e4f5b379,c5cb0108e6e313d83323f8579e6238a4e4f5b379,c5cb0108e6e313d83323f8579e6238a4e4f5b379,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/The-Pocket-World_PocketManus,1,1,1,173,89,89,0,1,1,1,PocketFlow/pocketflow/__init__.py | PocketFlow/pocketflow_framework/__init__.py | PocketFlow/setup.py | PocketFlow/tests/test_async_batch_flow.py | PocketFlow/tests/test_async_batch_node.py,,success_python,,matched_repo_month
W1ndys/W1ndysBot,2025-07,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2.0,7516.0,56.0,1.0,0,0,0,143,3901.0,0.0,0.0,164.0,19.4,30.6,646.0,506.0,,,,treatment,False,False,98ca48eb0817e96094ff662cf5e98a2231fe7703,98ca48eb0817e96094ff662cf5e98a2231fe7703,98ca48eb0817e96094ff662cf5e98a2231fe7703,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/W1ndys_W1ndysBot,1,1,0,,,,,,,,,,commit_not_found,fatal: Not a valid object name 98ca48eb0817e96094ff662cf5e98a2231fe7703^{commit},matched_repo_month
W1ndys/W1ndysBot,2025-08,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,216.0,69.0,1.0,0,0,0,0,3961.0,0.0,0.0,166.0,19.0,31.2,665.0,515.0,,,,treatment,False,False,64984204c81f8193080999b3c87238de94c4d187,64984204c81f8193080999b3c87238de94c4d187,64984204c81f8193080999b3c87238de94c4d187,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/W1ndys_W1ndysBot,1,1,0,,,,,,,,,,commit_not_found,fatal: Not a valid object name 64984204c81f8193080999b3c87238de94c4d187^{commit},matched_repo_month
loning/universe,2025-03,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,False,148.0,7749.0,576.0,3.0,17,0,4,0,662.0,1.0,0.0,18.0,0.0,19.0,257.0,182.0,,,,treatment,False,False,567ef1859fa3b5f94103a8896ccfdd31a6596061,567ef1859fa3b5f94103a8896ccfdd31a6596061,567ef1859fa3b5f94103a8896ccfdd31a6596061,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/loning_universe,1,1,1,66,0,0,0,0,0,0,,,success_no_python,,matched_repo_month
stampchain-io/btc_stamps,2024-01,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,False,106.0,100735.0,25344.0,7.0,0,0,0,0,3568.0,5.0,1.0,130.0,1.6,20.1,930.0,779.0,,,,treatment,False,False,cfd863b16e60d7a36464cd0e5270793c158f2942,cfd863b16e60d7a36464cd0e5270793c158f2942,cfd863b16e60d7a36464cd0e5270793c158f2942,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/stampchain-io_btc_stamps,1,1,1,52,25,25,0,1,1,1,indexer/__init__.py | indexer/arweave.py | indexer/blocks.py | indexer/check.py | indexer/config.py,,success_python,,matched_repo_month
stampchain-io/btc_stamps,2024-02,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,False,169.0,3370.0,2481.0,5.0,0,0,0,0,3984.0,4.0,1.0,145.0,1.4,25.0,1166.0,1024.0,,,,treatment,False,False,3e68706a5e3809690da7d384fd42cbd8547dbcf5,3e68706a5e3809690da7d384fd42cbd8547dbcf5,3e68706a5e3809690da7d384fd42cbd8547dbcf5,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/stampchain-io_btc_stamps,1,1,1,50,25,25,0,1,1,1,indexer/__init__.py | indexer/check.py | indexer/config.py | indexer/fetch_requirements.py | indexer/purge_rebuild_balances_v2.py,,success_python,,matched_repo_month
stampchain-io/btc_stamps,2024-03,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,False,50.0,172.0,56.0,5.0,0,0,0,0,4007.0,4.0,1.0,144.0,1.4,25.0,1179.0,1009.0,,,,treatment,False,False,7b30a6c9f5b8efff3b887f946d043f4e31f7af0a,7b30a6c9f5b8efff3b887f946d043f4e31f7af0a,7b30a6c9f5b8efff3b887f946d043f4e31f7af0a,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/stampchain-io_btc_stamps,1,1,1,50,25,25,0,1,1,1,indexer/__init__.py | indexer/check.py | indexer/config.py | indexer/fetch_requirements.py | indexer/purge_rebuild_balances_v2.py,,success_python,,matched_repo_month
stampchain-io/btc_stamps,2024-04,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,False,14.0,16.0,9.0,3.0,0,0,0,0,4007.0,4.0,1.0,144.0,1.4,25.0,1179.0,1009.0,,,,treatment,False,False,8c10ebfc4e5af2d814dc3cf01b13612f017ad537,8c10ebfc4e5af2d814dc3cf01b13612f017ad537,8c10ebfc4e5af2d814dc3cf01b13612f017ad537,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/stampchain-io_btc_stamps,1,1,1,50,25,25,0,1,1,1,indexer/__init__.py | indexer/check.py | indexer/config.py | indexer/fetch_requirements.py | indexer/purge_rebuild_balances_v2.py,,success_python,,matched_repo_month
stampchain-io/btc_stamps,2024-05,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,False,708.0,19541.0,111102.0,6.0,0,0,0,0,7446.0,4.0,1.0,114.0,0.7,14.4,1211.0,971.0,,,,treatment,False,False,4616a910bf4e64149dffe9e67dac72c1464e328c,4616a910bf4e64149dffe9e67dac72c1464e328c,4616a910bf4e64149dffe9e67dac72c1464e328c,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/stampchain-io_btc_stamps,1,1,1,66,32,32,0,1,1,1,indexer/src/config.py | indexer/src/index_core/__init__.py | indexer/src/index_core/arc4.py | indexer/src/index_core/arweave.py | indexer/src/index_core/aws.py,,success_python,,matched_repo_month
stampchain-io/btc_stamps,2024-06,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,False,113.0,2460.0,1401.0,5.0,6,2,21,0,7744.0,4.0,1.0,117.0,0.4,12.9,1259.0,981.0,,,,treatment,False,False,6b89dc40ab26c3f4845b5b385a247a2b5e81f0e4,6b89dc40ab26c3f4845b5b385a247a2b5e81f0e4,6b89dc40ab26c3f4845b5b385a247a2b5e81f0e4,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/stampchain-io_btc_stamps,1,1,1,72,32,32,0,1,1,1,indexer/src/config.py | indexer/src/index_core/__init__.py | indexer/src/index_core/arc4.py | indexer/src/index_core/arweave.py | indexer/src/index_core/aws.py,,success_python,,matched_repo_month
stampchain-io/btc_stamps,2024-07,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,False,48.0,565.0,408.0,4.0,1,7,26,6,7775.0,4.0,1.0,108.0,0.4,12.8,1268.0,933.0,,,,treatment,False,False,faeb337b254f4cbdbe2f57e9b55b7385123c30b7,faeb337b254f4cbdbe2f57e9b55b7385123c30b7,faeb337b254f4cbdbe2f57e9b55b7385123c30b7,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/stampchain-io_btc_stamps,1,1,1,72,32,32,0,1,1,1,indexer/src/config.py | indexer/src/index_core/__init__.py | indexer/src/index_core/arc4.py | indexer/src/index_core/arweave.py | indexer/src/index_core/aws.py,,success_python,,matched_repo_month
stampchain-io/btc_stamps,2024-08,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0,14,37,37,7775.0,4.0,1.0,108.0,0.4,12.8,1268.0,933.0,,,,treatment,False,False,,faeb337b254f4cbdbe2f57e9b55b7385123c30b7,faeb337b254f4cbdbe2f57e9b55b7385123c30b7,carried_forward,1,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/stampchain-io_btc_stamps,1,1,1,72,32,32,0,1,1,1,indexer/src/config.py | indexer/src/index_core/__init__.py | indexer/src/index_core/arc4.py | indexer/src/index_core/arweave.py | indexer/src/index_core/aws.py,,success_python,,matched_repo_month
stampchain-io/btc_stamps,2024-09,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,2,9,36,68,7775.0,4.0,1.0,108.0,0.4,12.8,1268.0,933.0,,,,treatment,False,False,,faeb337b254f4cbdbe2f57e9b55b7385123c30b7,faeb337b254f4cbdbe2f57e9b55b7385123c30b7,carried_forward,2,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/stampchain-io_btc_stamps,1,1,1,72,32,32,0,1,1,1,indexer/src/config.py | indexer/src/index_core/__init__.py | indexer/src/index_core/arc4.py | indexer/src/index_core/arweave.py | indexer/src/index_core/aws.py,,success_python,,matched_repo_month
stampchain-io/btc_stamps,2024-10,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,False,24.0,3149.0,1919.0,4.0,1,7,14,98,8619.0,1.0,0.0,112.0,0.7,11.3,1496.0,1024.0,,,,treatment,False,False,cc33973f59b8d1214717cc31f9da9c34e29e3070,cc33973f59b8d1214717cc31f9da9c34e29e3070,cc33973f59b8d1214717cc31f9da9c34e29e3070,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/stampchain-io_btc_stamps,1,1,1,76,36,36,0,1,1,1,indexer/src/config.py | indexer/src/index_core/__init__.py | indexer/src/index_core/arc4.py | indexer/src/index_core/arweave.py | indexer/src/index_core/aws.py,,success_python,,matched_repo_month
stampchain-io/btc_stamps,2024-11,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,False,35.0,3210.0,480.0,6.0,1,1,28,129,10179.0,1.0,0.0,178.0,1.6,10.6,1924.0,1401.0,,,,treatment,False,False,8545878502c06ed0224f5bd89f142725bf6d51d9,8545878502c06ed0224f5bd89f142725bf6d51d9,8545878502c06ed0224f5bd89f142725bf6d51d9,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/stampchain-io_btc_stamps,1,1,1,76,37,37,0,1,1,1,indexer/src/config.py | indexer/src/index_core/__init__.py | indexer/src/index_core/arc4.py | indexer/src/index_core/arweave.py | indexer/src/index_core/aws.py,,success_python,,matched_repo_month
00sapo/taskcheck,2024-11,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,False,87.0,3031.0,1711.0,1.0,6,0,0,0,1113.0,1.0,0.0,45.0,0.0,7.2,318.0,464.0,,,,control,,,1c51a1d6596b27cf0803be6fe76a3cf55d136027,1c51a1d6596b27cf0803be6fe76a3cf55d136027,1c51a1d6596b27cf0803be6fe76a3cf55d136027,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/00sapo_taskcheck,1,1,1,14,6,6,0,1,1,1,taskcheck/__main__.py | taskcheck/common.py | taskcheck/ical.py | taskcheck/install.py | taskcheck/parallel.py,,success_python,,matched_repo_month
00sapo/taskcheck,2024-12,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,21.0,19.0,1.0,2,0,0,25,1113.0,1.0,0.0,45.0,0.0,7.2,318.0,464.0,,,,control,,,5d3fcfe965b3f342b19ea3a96b37c9840583eab4,5d3fcfe965b3f342b19ea3a96b37c9840583eab4,5d3fcfe965b3f342b19ea3a96b37c9840583eab4,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/00sapo_taskcheck,1,1,1,14,6,6,0,1,1,1,taskcheck/__main__.py | taskcheck/common.py | taskcheck/ical.py | taskcheck/install.py | taskcheck/parallel.py,,success_python,,matched_repo_month
00sapo/taskcheck,2025-01,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,1,0,0,56,1113.0,1.0,0.0,45.0,0.0,7.2,318.0,464.0,,,,control,,,,5d3fcfe965b3f342b19ea3a96b37c9840583eab4,5d3fcfe965b3f342b19ea3a96b37c9840583eab4,carried_forward,1,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/00sapo_taskcheck,1,1,1,14,6,6,0,1,1,1,taskcheck/__main__.py | taskcheck/common.py | taskcheck/ical.py | taskcheck/install.py | taskcheck/parallel.py,,success_python,,matched_repo_month
00sapo/taskcheck,2025-02,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0,0,0,0,1113.0,1.0,0.0,45.0,0.0,7.2,318.0,464.0,,,,control,,,,5d3fcfe965b3f342b19ea3a96b37c9840583eab4,5d3fcfe965b3f342b19ea3a96b37c9840583eab4,carried_forward,2,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/00sapo_taskcheck,1,1,1,14,6,6,0,1,1,1,taskcheck/__main__.py | taskcheck/common.py | taskcheck/ical.py | taskcheck/install.py | taskcheck/parallel.py,,success_python,,matched_repo_month
00sapo/taskcheck,2025-03,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,False,3.0,17.0,14.0,1.0,2,0,0,115,1113.0,1.0,0.0,45.0,0.0,7.2,318.0,464.0,,,,control,,,c74c7283a2a9cc69474607bf262bafc6198c76ca,c74c7283a2a9cc69474607bf262bafc6198c76ca,c74c7283a2a9cc69474607bf262bafc6198c76ca,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/00sapo_taskcheck,1,1,1,14,6,6,0,1,1,1,taskcheck/__main__.py | taskcheck/common.py | taskcheck/ical.py | taskcheck/install.py | taskcheck/parallel.py,,success_python,,matched_repo_month
00sapo/taskcheck,2025-04,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,4,0,0,146,1113.0,1.0,0.0,45.0,0.0,7.2,318.0,464.0,,,,control,,,,c74c7283a2a9cc69474607bf262bafc6198c76ca,c74c7283a2a9cc69474607bf262bafc6198c76ca,carried_forward,1,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/00sapo_taskcheck,1,1,1,14,6,6,0,1,1,1,taskcheck/__main__.py | taskcheck/common.py | taskcheck/ical.py | taskcheck/install.py | taskcheck/parallel.py,,success_python,,matched_repo_month
00sapo/taskcheck,2025-05,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,False,43.0,2614.0,465.0,2.0,1,0,1,176,2445.0,23.0,0.0,51.0,0.0,7.9,371.0,503.0,,,,control,,,c12e679d78c47cf47f27ed37478f1b1abf529b77,c12e679d78c47cf47f27ed37478f1b1abf529b77,c12e679d78c47cf47f27ed37478f1b1abf529b77,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/00sapo_taskcheck,1,1,1,23,13,13,0,1,1,1,taskcheck/__main__.py | taskcheck/common.py | taskcheck/ical.py | taskcheck/install.py | taskcheck/parallel.py,,success_python,,matched_repo_month
00sapo/taskcheck,2025-06,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,False,28.0,1124.0,488.0,3.0,2,2,11,207,2872.0,24.0,0.0,51.0,0.0,8.9,413.0,540.0,,,,control,,,5dd5f96d2b171b8b846dfd18ca79af3e76c09a0d,5dd5f96d2b171b8b846dfd18ca79af3e76c09a0d,5dd5f96d2b171b8b846dfd18ca79af3e76c09a0d,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/00sapo_taskcheck,1,1,1,23,13,13,0,1,1,1,taskcheck/__main__.py | taskcheck/common.py | taskcheck/ical.py | taskcheck/install.py | taskcheck/parallel.py,,success_python,,matched_repo_month
00sapo/taskcheck,2025-07,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,False,3.0,12.0,2.0,1.0,0,0,4,237,2873.0,24.0,0.0,51.0,0.0,8.9,413.0,540.0,,,,control,,,90d25143fe856dc6079253d5b40fc08bfe89456e,90d25143fe856dc6079253d5b40fc08bfe89456e,90d25143fe856dc6079253d5b40fc08bfe89456e,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/00sapo_taskcheck,1,1,1,23,13,13,0,1,1,1,taskcheck/__main__.py | taskcheck/common.py | taskcheck/ical.py | taskcheck/install.py | taskcheck/parallel.py,,success_python,,matched_repo_month
2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,2024-01,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,control,,,,5221bbfc995e48829975b34634f55d0e5936e59a,5221bbfc995e48829975b34634f55d0e5936e59a,carried_forward,6,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/2019211474_DL-NASA-SOH-CNN-BILSTM-Attention,1,1,1,15,3,3,0,1,1,1,1D-CNN-BiLSTM-Attention.py | 1D-CNN.py | BiLSTM.py,,success_python,,matched_repo_month
2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,2024-02,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,control,,,,5221bbfc995e48829975b34634f55d0e5936e59a,5221bbfc995e48829975b34634f55d0e5936e59a,carried_forward,7,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/2019211474_DL-NASA-SOH-CNN-BILSTM-Attention,1,1,1,15,3,3,0,1,1,1,1D-CNN-BiLSTM-Attention.py | 1D-CNN.py | BiLSTM.py,,success_python,,matched_repo_month
2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,2024-03,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,control,,,,5221bbfc995e48829975b34634f55d0e5936e59a,5221bbfc995e48829975b34634f55d0e5936e59a,carried_forward,8,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/2019211474_DL-NASA-SOH-CNN-BILSTM-Attention,1,1,1,15,3,3,0,1,1,1,1D-CNN-BiLSTM-Attention.py | 1D-CNN.py | BiLSTM.py,,success_python,,matched_repo_month
2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,2024-04,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,10,0,0,270,,,,,,,,,,,,control,,,,5221bbfc995e48829975b34634f55d0e5936e59a,5221bbfc995e48829975b34634f55d0e5936e59a,carried_forward,9,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/2019211474_DL-NASA-SOH-CNN-BILSTM-Attention,1,1,1,15,3,3,0,1,1,1,1D-CNN-BiLSTM-Attention.py | 1D-CNN.py | BiLSTM.py,,success_python,,matched_repo_month
2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,2024-05,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,1,0,0,300,,,,,,,,,,,,control,,,,5221bbfc995e48829975b34634f55d0e5936e59a,5221bbfc995e48829975b34634f55d0e5936e59a,carried_forward,10,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/2019211474_DL-NASA-SOH-CNN-BILSTM-Attention,1,1,1,15,3,3,0,1,1,1,1D-CNN-BiLSTM-Attention.py | 1D-CNN.py | BiLSTM.py,,success_python,,matched_repo_month
2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,2024-06,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,2,0,0,331,,,,,,,,,,,,control,,,,5221bbfc995e48829975b34634f55d0e5936e59a,5221bbfc995e48829975b34634f55d0e5936e59a,carried_forward,11,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/2019211474_DL-NASA-SOH-CNN-BILSTM-Attention,1,1,1,15,3,3,0,1,1,1,1D-CNN-BiLSTM-Attention.py | 1D-CNN.py | BiLSTM.py,,success_python,,matched_repo_month
2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,2024-07,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,control,,,,5221bbfc995e48829975b34634f55d0e5936e59a,5221bbfc995e48829975b34634f55d0e5936e59a,carried_forward,12,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/2019211474_DL-NASA-SOH-CNN-BILSTM-Attention,1,1,1,15,3,3,0,1,1,1,1D-CNN-BiLSTM-Attention.py | 1D-CNN.py | BiLSTM.py,,success_python,,matched_repo_month
2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,2024-08,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,2,0,0,392,,,,,,,,,,,,control,,,,5221bbfc995e48829975b34634f55d0e5936e59a,5221bbfc995e48829975b34634f55d0e5936e59a,carried_forward,13,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/2019211474_DL-NASA-SOH-CNN-BILSTM-Attention,1,1,1,15,3,3,0,1,1,1,1D-CNN-BiLSTM-Attention.py | 1D-CNN.py | BiLSTM.py,,success_python,,matched_repo_month
