repo_name,time,is_treatment,event,post_event,time_to_event,lead_6,lead_5,lead_4,lead_3,lead_2,lead_1,lag_0,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,cursor,commits,lines_added,lines_removed,contributors,stars,issues,issue_comments,age,ncloc,bugs,vulnerabilities,code_smells,duplicated_lines_density,comment_lines_density,cognitive_complexity,technical_debt,num_dependencies_total,num_vulnerable_dependencies,average_technical_lag,dataset_source,other_agents,high_confidence,latest_commit_original,latest_commit_effective,latest_commit,commit_resolution,months_since_observed_commit,clone_path,clone_exists,is_git_repository,commit_exists,tracked_file_count,python_file_count_all,python_file_count_source,python_file_count_excluded,has_python,has_python_source,python_eligible,python_path_samples,excluded_python_path_samples,scan_status,error_message,eligibility_join_status
ResearchHub/researchhub-backend,2025-04,1,2025-03,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,True,243.0,15281.0,5402.0,7.0,1,0,188,1417,80840.0,79.0,1.0,679.0,3.0,6.2,5560.0,3804.0,,,,treatment,True,False,90bd47c7e4e4a107c32deefa0d54c6024506b8b0,90bd47c7e4e4a107c32deefa0d54c6024506b8b0,90bd47c7e4e4a107c32deefa0d54c6024506b8b0,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ResearchHub_researchhub-backend,1,1,1,1657,1530,1530,0,1,1,1,db_config.sample.py | keys.sample.py | scripts/backfill_openalex.py | src/analytics/__init__.py | src/analytics/amplitude.py,,success_python,,matched_repo_month
ResearchHub/researchhub-backend,2025-05,1,2025-03,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,212.0,21119.0,4590.0,8.0,0,0,136,1447,88352.0,79.0,1.0,671.0,2.9,7.4,5884.0,3768.0,,,,treatment,True,False,dfdfaaec1c76a13f7c90fea8f48ad921a17bda8e,dfdfaaec1c76a13f7c90fea8f48ad921a17bda8e,dfdfaaec1c76a13f7c90fea8f48ad921a17bda8e,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ResearchHub_researchhub-backend,1,1,1,1696,1568,1568,0,1,1,1,db_config.sample.py | keys.sample.py | scripts/backfill_openalex.py | src/analytics/__init__.py | src/analytics/amplitude.py,,success_python,,matched_repo_month
ResearchHub/researchhub-backend,2025-06,1,2025-03,1,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,257.0,19807.0,4378.0,7.0,0,0,133,1478,93892.0,79.0,1.0,670.0,3.3,7.9,5992.0,3785.0,,,,treatment,True,False,e8ddce0d2284bc9cd92fb2e3f26fb222708caddc,e8ddce0d2284bc9cd92fb2e3f26fb222708caddc,e8ddce0d2284bc9cd92fb2e3f26fb222708caddc,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ResearchHub_researchhub-backend,1,1,1,1737,1611,1611,0,1,1,1,db_config.sample.py | keys.sample.py | scripts/backfill_openalex.py | src/analytics/__init__.py | src/analytics/amplitude.py,,success_python,,matched_repo_month
ResearchHub/researchhub-backend,2025-07,1,2025-03,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,169.0,14189.0,6510.0,3.0,0,0,99,1508,96366.0,79.0,1.0,639.0,3.2,8.4,6000.0,3690.0,,,,treatment,True,False,7c612298d06c65351b508a58b228285e826c8f59,7c612298d06c65351b508a58b228285e826c8f59,7c612298d06c65351b508a58b228285e826c8f59,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ResearchHub_researchhub-backend,1,1,1,1743,1617,1617,0,1,1,1,db_config.sample.py | keys.sample.py | scripts/backfill_openalex.py | src/analytics/__init__.py | src/analytics/amplitude.py,,success_python,,matched_repo_month
ResearchHub/researchhub-backend,2025-08,1,2025-03,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,True,361.0,31093.0,61336.0,8.0,1,0,177,1539,92954.0,78.0,1.0,573.0,3.2,9.2,5520.0,3309.0,,,,treatment,True,False,de4731b2e58154919a470a7b95a4c24a266a51d2,de4731b2e58154919a470a7b95a4c24a266a51d2,de4731b2e58154919a470a7b95a4c24a266a51d2,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ResearchHub_researchhub-backend,1,1,1,1707,1584,1584,0,1,1,1,db_config.sample.py | keys.sample.py | scripts/backfill_openalex.py | src/analytics/__init__.py | src/analytics/amplitude.py,,success_python,,matched_repo_month
Scrapybara/codecapy,2025-01,1,2025-01,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,7.0,1515.0,831.0,1.0,0,0,0,0,864.0,0.0,0.0,10.0,0.0,6.8,136.0,203.0,,,,treatment,False,True,aaf4eb1efe460f71c8ed50794b33fa19ce54b77e,aaf4eb1efe460f71c8ed50794b33fa19ce54b77e,aaf4eb1efe460f71c8ed50794b33fa19ce54b77e,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Scrapybara_codecapy,1,1,1,20,12,12,0,1,1,1,src/__init__.py | src/config.py | src/execute/__init__.py | src/execute/models.py | src/execute/prompts.py,,success_python,,matched_repo_month
Scrapybara/codecapy,2025-02,1,2025-01,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,True,28.0,2795.0,961.0,1.0,110,0,0,0,1454.0,0.0,0.0,17.0,0.0,9.3,247.0,301.0,,,,treatment,False,False,5bfd39ebf9156b54bc2fdaeed7fa61d789924055,5bfd39ebf9156b54bc2fdaeed7fa61d789924055,5bfd39ebf9156b54bc2fdaeed7fa61d789924055,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Scrapybara_codecapy,1,1,1,27,16,16,0,1,1,1,src/__init__.py | src/config.py | src/database.py | src/execute/__init__.py | src/execute/comments.py,,success_python,,matched_repo_month
Scrapybara/codecapy,2025-03,1,2025-01,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,0.0,0.0,0.0,0.0,28,0,0,25,1454.0,0.0,0.0,17.0,0.0,9.3,247.0,301.0,,,,treatment,False,False,,5bfd39ebf9156b54bc2fdaeed7fa61d789924055,5bfd39ebf9156b54bc2fdaeed7fa61d789924055,carried_forward,1,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Scrapybara_codecapy,1,1,1,27,16,16,0,1,1,1,src/__init__.py | src/config.py | src/database.py | src/execute/__init__.py | src/execute/comments.py,,success_python,,matched_repo_month
Scrapybara/codecapy,2025-04,1,2025-01,1,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,0.0,0.0,0.0,0.0,12,0,0,56,1454.0,0.0,0.0,17.0,0.0,9.3,247.0,301.0,,,,treatment,False,False,,5bfd39ebf9156b54bc2fdaeed7fa61d789924055,5bfd39ebf9156b54bc2fdaeed7fa61d789924055,carried_forward,2,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Scrapybara_codecapy,1,1,1,27,16,16,0,1,1,1,src/__init__.py | src/config.py | src/database.py | src/execute/__init__.py | src/execute/comments.py,,success_python,,matched_repo_month
Scrapybara/codecapy,2025-05,1,2025-01,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,0.0,0.0,0.0,0.0,6,0,0,86,1454.0,0.0,0.0,17.0,0.0,9.3,247.0,301.0,,,,treatment,False,False,,5bfd39ebf9156b54bc2fdaeed7fa61d789924055,5bfd39ebf9156b54bc2fdaeed7fa61d789924055,carried_forward,3,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Scrapybara_codecapy,1,1,1,27,16,16,0,1,1,1,src/__init__.py | src/config.py | src/database.py | src/execute/__init__.py | src/execute/comments.py,,success_python,,matched_repo_month
Scrapybara/codecapy,2025-06,1,2025-01,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,True,0.0,0.0,0.0,0.0,3,0,0,117,1454.0,0.0,0.0,17.0,0.0,9.3,247.0,301.0,,,,treatment,False,False,,5bfd39ebf9156b54bc2fdaeed7fa61d789924055,5bfd39ebf9156b54bc2fdaeed7fa61d789924055,carried_forward,4,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Scrapybara_codecapy,1,1,1,27,16,16,0,1,1,1,src/__init__.py | src/config.py | src/database.py | src/execute/__init__.py | src/execute/comments.py,,success_python,,matched_repo_month
Scrapybara/codecapy,2025-07,1,2025-01,1,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,0.0,0.0,0.0,0.0,4,0,0,147,1454.0,0.0,0.0,17.0,0.0,9.3,247.0,301.0,,,,treatment,False,False,,5bfd39ebf9156b54bc2fdaeed7fa61d789924055,5bfd39ebf9156b54bc2fdaeed7fa61d789924055,carried_forward,5,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Scrapybara_codecapy,1,1,1,27,16,16,0,1,1,1,src/__init__.py | src/config.py | src/database.py | src/execute/__init__.py | src/execute/comments.py,,success_python,,matched_repo_month
Scrapybara/codecapy,2025-08,1,2025-01,1,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,0.0,0.0,0.0,0.0,9,0,0,178,1454.0,0.0,0.0,17.0,0.0,9.3,247.0,301.0,,,,treatment,False,False,,5bfd39ebf9156b54bc2fdaeed7fa61d789924055,5bfd39ebf9156b54bc2fdaeed7fa61d789924055,carried_forward,6,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Scrapybara_codecapy,1,1,1,27,16,16,0,1,1,1,src/__init__.py | src/config.py | src/database.py | src/execute/__init__.py | src/execute/comments.py,,success_python,,matched_repo_month
Scrapybara/scrapybara-playground,2024-12,0,2025-02,0,-2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,2.0,7.0,4.0,2.0,6,0,0,0,410.0,0.0,0.0,7.0,0.0,11.8,101.0,70.0,,,,control,,,f41019b8d73697efb342df87a888212e6a7fe1d5,f41019b8d73697efb342df87a888212e6a7fe1d5,f41019b8d73697efb342df87a888212e6a7fe1d5,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/Scrapybara_scrapybara-playground,1,1,1,12,4,4,0,1,1,1,src/db.py | src/main.py | src/prompt.py | src/utils.py,,success_python,,matched_repo_month
Scrapybara/scrapybara-playground,2025-01,0,2025-02,0,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,11.0,195.0,108.0,1.0,0,0,0,10,396.0,0.0,0.0,7.0,0.0,12.2,98.0,69.0,,,,control,,,402be59d9341c572829f9044eed258b84817f23d,402be59d9341c572829f9044eed258b84817f23d,402be59d9341c572829f9044eed258b84817f23d,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/Scrapybara_scrapybara-playground,1,1,1,13,5,5,0,1,1,1,src/__init__.py | src/db.py | src/main.py | src/prompt.py | src/utils.py,,success_python,,matched_repo_month
Scrapybara/scrapybara-playground,2025-02,1,2025-02,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,17.0,962.0,961.0,3.0,4,0,0,41,254.0,0.0,0.0,5.0,0.0,8.0,57.0,46.0,,,,control,,,83e3409070cef954fd09a4bc1fdcae5ff1283d19,83e3409070cef954fd09a4bc1fdcae5ff1283d19,83e3409070cef954fd09a4bc1fdcae5ff1283d19,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/Scrapybara_scrapybara-playground,1,1,1,11,3,3,0,1,1,1,src/__init__.py | src/main.py | src/prompt.py,,success_python,,matched_repo_month
Scrapybara/scrapybara-playground,2025-03,1,2025-02,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,True,3.0,16.0,170.0,2.0,0,0,0,69,258.0,0.0,0.0,5.0,0.0,7.9,61.0,50.0,,,,control,,,8f2c9f2881d29f6de3e2b7184c7e47b8a2094eba,8f2c9f2881d29f6de3e2b7184c7e47b8a2094eba,8f2c9f2881d29f6de3e2b7184c7e47b8a2094eba,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/Scrapybara_scrapybara-playground,1,1,1,11,3,3,0,1,1,1,src/__init__.py | src/main.py | src/prompt.py,,success_python,,matched_repo_month
SlyyCooper/cursorrules-architect,2024-11,0,2024-12,0,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,2.0,55.0,55.0,1.0,0,0,0,0,399.0,0.0,0.0,2.0,0.0,5.5,38.0,19.0,,,,treatment,,,c9dcee5dd49dff38f787137e838c002ede504d7a,c9dcee5dd49dff38f787137e838c002ede504d7a,c9dcee5dd49dff38f787137e838c002ede504d7a,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/SlyyCooper_cursorrules-architect,1,1,1,4,1,1,0,1,1,1,project_extractor.py,,success_python,,matched_repo_month
SlyyCooper/cursorrules-architect,2024-12,1,2024-12,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,3.0,3019.0,1355.0,1.0,6,0,0,0,1421.0,0.0,0.0,24.0,32.1,18.1,278.0,174.0,,,,treatment,True,True,dceafd28aaef126e419f0a98eba0be2a54217ee2,dceafd28aaef126e419f0a98eba0be2a54217ee2,dceafd28aaef126e419f0a98eba0be2a54217ee2,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/SlyyCooper_cursorrules-architect,1,1,1,11,6,6,0,1,1,1,agents/dependency_analyzer_agent.py | agents/project_architect_agent.py | architects/monitoring-cursorrules.py | architects/project_doc_generator.py | architects/project_extractor.py,,success_python,,matched_repo_month
SlyyCooper/cursorrules-architect,2025-01,1,2024-12,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,True,1.0,1483.0,131.0,1.0,11,1,1,31,1486.0,0.0,0.0,23.0,29.7,18.1,284.0,166.0,,,,treatment,True,True,923980a8c89c3ca3aab6115b45b55279637aca9c,923980a8c89c3ca3aab6115b45b55279637aca9c,923980a8c89c3ca3aab6115b45b55279637aca9c,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/SlyyCooper_cursorrules-architect,1,1,1,14,7,7,0,1,1,1,agents/dependency_analyzer_agent.py | agents/project_architect_agent.py | main.py | seperate_architects/project_doc_generator.py | utils/__init__.py,,success_python,,matched_repo_month
SlyyCooper/cursorrules-architect,2025-02,1,2024-12,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,1.0,1002.0,1029.0,1.0,17,0,1,62,1486.0,0.0,0.0,23.0,29.7,18.1,284.0,166.0,,,,treatment,True,True,0db19978d1d87932ae23a291135eaf6c4eda6537,0db19978d1d87932ae23a291135eaf6c4eda6537,0db19978d1d87932ae23a291135eaf6c4eda6537,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/SlyyCooper_cursorrules-architect,1,1,1,15,7,7,0,1,1,1,agents/dependency_analyzer_agent.py | agents/project_architect_agent.py | main.py | seperate_architects/project_doc_generator.py | utils/__init__.py,,success_python,,matched_repo_month
SlyyCooper/cursorrules-architect,2025-03,1,2024-12,1,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,4.0,11459.0,3860.0,1.0,16,6,3,90,3245.0,5.0,0.0,21.0,0.8,40.8,583.0,190.0,,,,treatment,True,True,1b8ad985d2fd1b380194e94aef663c259e913daf,1b8ad985d2fd1b380194e94aef663c259e913daf,1b8ad985d2fd1b380194e94aef663c259e913daf,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/SlyyCooper_cursorrules-architect,1,1,1,93,45,45,0,1,1,1,config/__init__.py | config/agents.py | config/exclusions.py | config/prompts/__init__.py | config/prompts/final_analysis_prompt.py,,success_python,,matched_repo_month
SlyyCooper/cursorrules-architect,2025-04,1,2024-12,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,2.0,1944.0,1652.0,1.0,10,4,2,121,3436.0,5.0,0.0,24.0,1.1,40.0,629.0,227.0,,,,treatment,True,True,d3341bec543e5ba24cacc2caf33383e98c657e2d,d3341bec543e5ba24cacc2caf33383e98c657e2d,d3341bec543e5ba24cacc2caf33383e98c657e2d,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/SlyyCooper_cursorrules-architect,1,1,1,97,52,52,0,1,1,1,config/__init__.py | config/agents.py | config/exclusions.py | config/prompts/__init__.py | config/prompts/final_analysis_prompt.py,,success_python,,matched_repo_month
TextGeneratorio/text-generator.io,2024-01,0,2025-03,0,-14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,4.0,2555.0,13.0,1.0,0,0,0,186,78124.0,625.0,14.0,3773.0,9.0,8.1,14844.0,21904.0,5.0,2.0,2072.746540363426,treatment,,,92c3ebc388615849a39db668be9b52a8faf8e30f,92c3ebc388615849a39db668be9b52a8faf8e30f,92c3ebc388615849a39db668be9b52a8faf8e30f,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/TextGeneratorio_text-generator.io,1,1,1,955,177,177,0,1,1,1,OFA/app.py | OFA/criterions/__init__.py | OFA/criterions/clip_scst_loss.py | OFA/criterions/label_smoothed_cross_entropy.py | OFA/criterions/label_smoothed_encouraging_loss.py,,success_python,,matched_repo_month
TextGeneratorio/text-generator.io,2024-02,0,2025-03,0,-13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,3.0,19.0,10.0,1.0,0,0,0,217,78124.0,625.0,14.0,3773.0,9.0,8.1,14844.0,21904.0,5.0,2.0,2072.746540363426,treatment,,,5644053e2ab8c2c1d2107a0a825d1c0f0bb5c088,5644053e2ab8c2c1d2107a0a825d1c0f0bb5c088,5644053e2ab8c2c1d2107a0a825d1c0f0bb5c088,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/TextGeneratorio_text-generator.io,1,1,1,956,177,177,0,1,1,1,OFA/app.py | OFA/criterions/__init__.py | OFA/criterions/clip_scst_loss.py | OFA/criterions/label_smoothed_cross_entropy.py | OFA/criterions/label_smoothed_encouraging_loss.py,,success_python,,matched_repo_month
TextGeneratorio/text-generator.io,2024-03,0,2025-03,0,-12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,3,0,0,246,78124.0,625.0,14.0,3773.0,9.0,8.1,14844.0,21904.0,,,,treatment,,,,5644053e2ab8c2c1d2107a0a825d1c0f0bb5c088,5644053e2ab8c2c1d2107a0a825d1c0f0bb5c088,carried_forward,1,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/TextGeneratorio_text-generator.io,1,1,1,956,177,177,0,1,1,1,OFA/app.py | OFA/criterions/__init__.py | OFA/criterions/clip_scst_loss.py | OFA/criterions/label_smoothed_cross_entropy.py | OFA/criterions/label_smoothed_encouraging_loss.py,,success_python,,matched_repo_month
TextGeneratorio/text-generator.io,2024-04,0,2025-03,0,-11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,2,0,0,277,78124.0,625.0,14.0,3773.0,9.0,8.1,14844.0,21904.0,,,,treatment,,,,5644053e2ab8c2c1d2107a0a825d1c0f0bb5c088,5644053e2ab8c2c1d2107a0a825d1c0f0bb5c088,carried_forward,2,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/TextGeneratorio_text-generator.io,1,1,1,956,177,177,0,1,1,1,OFA/app.py | OFA/criterions/__init__.py | OFA/criterions/clip_scst_loss.py | OFA/criterions/label_smoothed_cross_entropy.py | OFA/criterions/label_smoothed_encouraging_loss.py,,success_python,,matched_repo_month
TextGeneratorio/text-generator.io,2024-05,0,2025-03,0,-10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,9.0,88.0,87.0,1.0,3,0,0,307,78148.0,625.0,14.0,3775.0,9.0,8.1,14854.0,21914.0,5.0,2.0,2072.746540363426,treatment,,,0892be29955c6d268f45b5545a9091cef7372348,0892be29955c6d268f45b5545a9091cef7372348,0892be29955c6d268f45b5545a9091cef7372348,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/TextGeneratorio_text-generator.io,1,1,1,956,177,177,0,1,1,1,OFA/app.py | OFA/criterions/__init__.py | OFA/criterions/clip_scst_loss.py | OFA/criterions/label_smoothed_cross_entropy.py | OFA/criterions/label_smoothed_encouraging_loss.py,,success_python,,matched_repo_month
TextGeneratorio/text-generator.io,2024-06,0,2025-03,0,-9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,1,0,0,338,78148.0,625.0,14.0,3775.0,9.0,8.1,14854.0,21914.0,,,,treatment,,,,0892be29955c6d268f45b5545a9091cef7372348,0892be29955c6d268f45b5545a9091cef7372348,carried_forward,1,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/TextGeneratorio_text-generator.io,1,1,1,956,177,177,0,1,1,1,OFA/app.py | OFA/criterions/__init__.py | OFA/criterions/clip_scst_loss.py | OFA/criterions/label_smoothed_cross_entropy.py | OFA/criterions/label_smoothed_encouraging_loss.py,,success_python,,matched_repo_month
TextGeneratorio/text-generator.io,2024-07,0,2025-03,0,-8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,2.0,29.0,14.0,1.0,0,0,0,368,78148.0,625.0,14.0,3774.0,9.0,8.1,14855.0,21909.0,5.0,2.0,2072.746540363426,treatment,,,eaabbefacf47cf51ba7c231df42fff37100c13c6,eaabbefacf47cf51ba7c231df42fff37100c13c6,eaabbefacf47cf51ba7c231df42fff37100c13c6,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/TextGeneratorio_text-generator.io,1,1,1,956,177,177,0,1,1,1,OFA/app.py | OFA/criterions/__init__.py | OFA/criterions/clip_scst_loss.py | OFA/criterions/label_smoothed_cross_entropy.py | OFA/criterions/label_smoothed_encouraging_loss.py,,success_python,,matched_repo_month
TextGeneratorio/text-generator.io,2024-08,0,2025-03,0,-7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,20.0,1283.0,419.0,1.0,2,0,0,399,78457.0,625.0,14.0,3778.0,8.9,8.1,14876.0,21944.0,5.0,2.0,2072.746540363426,treatment,,,b6d6f478ac36e37f7dcb5f3a50b932ebf350cfe2,b6d6f478ac36e37f7dcb5f3a50b932ebf350cfe2,b6d6f478ac36e37f7dcb5f3a50b932ebf350cfe2,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/TextGeneratorio_text-generator.io,1,1,1,974,182,182,0,1,1,1,OFA/app.py | OFA/criterions/__init__.py | OFA/criterions/clip_scst_loss.py | OFA/criterions/label_smoothed_cross_entropy.py | OFA/criterions/label_smoothed_encouraging_loss.py,,success_python,,matched_repo_month
TextGeneratorio/text-generator.io,2024-09,0,2025-03,0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0,0,0,0,78457.0,625.0,14.0,3778.0,8.9,8.1,14876.0,21944.0,,,,treatment,,,,b6d6f478ac36e37f7dcb5f3a50b932ebf350cfe2,b6d6f478ac36e37f7dcb5f3a50b932ebf350cfe2,carried_forward,1,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/TextGeneratorio_text-generator.io,1,1,1,974,182,182,0,1,1,1,OFA/app.py | OFA/criterions/__init__.py | OFA/criterions/clip_scst_loss.py | OFA/criterions/label_smoothed_cross_entropy.py | OFA/criterions/label_smoothed_encouraging_loss.py,,success_python,,matched_repo_month
TextGeneratorio/text-generator.io,2024-10,0,2025-03,0,-5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0,0,0,0,78457.0,625.0,14.0,3778.0,8.9,8.1,14876.0,21944.0,,,,treatment,,,,b6d6f478ac36e37f7dcb5f3a50b932ebf350cfe2,b6d6f478ac36e37f7dcb5f3a50b932ebf350cfe2,carried_forward,2,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/TextGeneratorio_text-generator.io,1,1,1,974,182,182,0,1,1,1,OFA/app.py | OFA/criterions/__init__.py | OFA/criterions/clip_scst_loss.py | OFA/criterions/label_smoothed_cross_entropy.py | OFA/criterions/label_smoothed_encouraging_loss.py,,success_python,,matched_repo_month
TextGeneratorio/text-generator.io,2024-11,0,2025-03,0,-4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,4.0,1524.0,170682.0,1.0,0,0,0,0,61667.0,617.0,14.0,3521.0,5.9,6.4,11505.0,19776.0,5.0,2.0,2072.746540363426,treatment,,,e451574cd387d39aa8d1bab1cbe9d03a4131973d,e451574cd387d39aa8d1bab1cbe9d03a4131973d,e451574cd387d39aa8d1bab1cbe9d03a4131973d,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/TextGeneratorio_text-generator.io,1,1,1,805,79,79,0,1,1,1,appengine_config.py | gameon/__init__.py | gameon/facebook.py | gameon/gameon.py | gameon/gameon_utils.py,,success_python,,matched_repo_month
TextGeneratorio/text-generator.io,2024-12,0,2025-03,0,-3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,5.0,701.0,1141.0,1.0,5,0,0,521,61662.0,617.0,14.0,3525.0,5.9,6.4,11503.0,19796.0,5.0,2.0,2072.746540363426,treatment,,,48e7be432b6e66beba9d471b9c5e3484de33eb3f,48e7be432b6e66beba9d471b9c5e3484de33eb3f,48e7be432b6e66beba9d471b9c5e3484de33eb3f,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/TextGeneratorio_text-generator.io,1,1,1,806,80,80,0,1,1,1,appengine_config.py | gameon/__init__.py | gameon/facebook.py | gameon/gameon.py | gameon/gameon_utils.py,,success_python,,matched_repo_month
TextGeneratorio/text-generator.io,2025-01,0,2025-03,0,-2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,10.0,1931.0,991.0,1.0,0,0,0,552,62492.0,615.0,14.0,3545.0,5.9,6.6,11612.0,19900.0,5.0,2.0,2072.746540363426,treatment,,,41b2e647d9ca45d0987290bf299ce7e303ac415a,41b2e647d9ca45d0987290bf299ce7e303ac415a,41b2e647d9ca45d0987290bf299ce7e303ac415a,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/TextGeneratorio_text-generator.io,1,1,1,825,86,86,0,1,1,1,apiexamples/summarization.py | appengine_config.py | gameon/__init__.py | gameon/facebook.py | gameon/gameon.py,,success_python,,matched_repo_month
TextGeneratorio/text-generator.io,2025-02,0,2025-03,0,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,4.0,191.0,15.0,1.0,1,0,0,583,62498.0,615.0,14.0,3545.0,5.9,6.6,11612.0,19900.0,5.0,2.0,2072.746540363426,treatment,,,931cde358016941d35169d0a361dde98ff36320a,931cde358016941d35169d0a361dde98ff36320a,931cde358016941d35169d0a361dde98ff36320a,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/TextGeneratorio_text-generator.io,1,1,1,826,87,87,0,1,1,1,apiexamples/summarization.py | appengine_config.py | gameon/__init__.py | gameon/facebook.py | gameon/gameon.py,,success_python,,matched_repo_month
TextGeneratorio/text-generator.io,2025-03,1,2025-03,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,2.0,34.0,15.0,1.0,1,0,0,611,62499.0,615.0,14.0,3545.0,5.9,6.6,11612.0,19900.0,5.0,2.0,2072.746540363426,treatment,True,True,f330b4fd8064ea499385da03f3fc6c297916b674,f330b4fd8064ea499385da03f3fc6c297916b674,f330b4fd8064ea499385da03f3fc6c297916b674,observed,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/TextGeneratorio_text-generator.io,1,1,1,828,87,87,0,1,1,1,apiexamples/summarization.py | appengine_config.py | gameon/__init__.py | gameon/facebook.py | gameon/gameon.py,,success_python,,matched_repo_month
