outcome,term,estimate,std_error,conf_low,conf_high,p_value,note,outcome_label,panel,sample_type,ncloc_spec,time_mode,parse_exclusion_mode
agc_function_change_event_ratio,treat,-0.0195076736524449,0.023357987516322,-0.065289329184436,0.0262739818795461,,Borusyak static treatment effect,AGC-Like Event Share | Positive-Event Month,strict_ratio_paper_ncloc_calendar_month_parse_clean,ratio,paper,calendar_month,parse_clean
