function_line_range,min_function_lines_inclusive,max_function_lines_inclusive,analysis_design_status,total_scored_events,selected_events,selected_event_share,events_below_range,events_above_range,selected_agc_events,selected_hwc_events,selected_pooled_agc_ratio,base_repo_months,event_positive_repo_months,zero_event_repo_months,event_positive_repositories,all_repositories
1-8,1,8,post_hoc_exploratory_heterogeneity,450548,114470,0.2540683789518542,0,336078,65263,49207,0.5701319122914301,1633,1121,512,197,220
